Input,Options,Expected,Output (raw),Predicted
"Q: In an alphabetical order, which word comes first, ""tall"" or ""stay""? A:","['tall', 'stay']",stay,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""tall"" or ""stay""? a:UTT_BOUNDARY stay there until midnight""?"," stay there until midnight""?"
"Q: In an alphabetical order, which word comes first, ""wood"" or ""just""? A:","['wood', 'just']",just,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""wood"" or ""just""? a:UTT_BOUNDARY just a little bit of", just a little bit of
"Q: In an alphabetical order, which word comes first, ""various"" or ""tomato""? A:","['various', 'tomato']",tomato,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""various"" or ""tomato""? a:UTT_BOUNDARY various type of fruit""?"," various type of fruit""?"
"Q: In an alphabetical order, which of the words ""arm"" and ""tell"" comes first? A:","['arm', 'tell']",arm,"UTT_BOUNDARY q: in an alphabetical order, which of the words ""arm"" and ""tell"" comes first? a:UTT_BOUNDARY armchair"", which word"," armchair"", which word"
"Q: Of the words ""they"" and ""horrible"", which word comes first alphabetically? A:","['they', 'horrible']",horrible,"UTT_BOUNDARY q: of the words ""they"" and ""horrible"", which word comes first alphabetically? a:UTT_BOUNDARY horrible thing? a:", horrible thing? a:
"Q: In an alphabetical order, which word comes first, ""kitchen"" or ""minus""? A:","['kitchen', 'minus']",kitchen,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""kitchen"" or ""minus""? a:UTT_BOUNDARY kitchen for the kids""?"," kitchen for the kids""?"
"Q: In an alphabetical order, which word comes first, ""these"" or ""understand""? A:","['these', 'understand']",these,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""these"" or ""understand""? a:UTT_BOUNDARY these books is a book", these books is a book
"Q: Of the words ""tire"" and ""yesterday"", which word comes first alphabetically? A:","['tire', 'yesterday']",tire,"UTT_BOUNDARY q: of the words ""tire"" and ""yesterday"", which word comes first alphabetically? a:UTT_BOUNDARY tirecase""? a:"," tirecase""? a:"
"Q: In an alphabetical order, which of the words ""of"" and ""grandparent"" comes first? A:","['of', 'grandparent']",grandparent,"UTT_BOUNDARY q: in an alphabetical order, which of the words ""of"" and ""grandparent"" comes first? a:UTT_BOUNDARY grandparents""? a"," grandparents""? a"
"Q: Of the words ""wall"" and ""help"", which word comes first alphabetically? A:","['wall', 'help']",help,"UTT_BOUNDARY q: of the words ""wall"" and ""help"", which word comes first alphabetically? a:UTT_BOUNDARY help me to do it", help me to do it
"Q: Of the words ""actor"" and ""jeans"", which word comes first alphabetically? A:","['actor', 'jeans']",actor,"UTT_BOUNDARY q: of the words ""actor"" and ""jeans"", which word comes first alphabetically? a:UTT_BOUNDARY actor award from the movie", actor award from the movie
"Q: In an alphabetical order, which of the words ""kiss"" and ""grandfather"" comes first? A:","['kiss', 'grandfather']",grandfather,"UTT_BOUNDARY q: in an alphabetical order, which of the words ""kiss"" and ""grandfather"" comes first? a:UTT_BOUNDARY grandfather who is pregnant"","," grandfather who is pregnant"","
"Q: In an alphabetical order, which of the words ""famous"" and ""use"" comes first? A:","['famous', 'use']",famous,"UTT_BOUNDARY q: in an alphabetical order, which of the words ""famous"" and ""use"" comes first? a:UTT_BOUNDARY famous people"" and """," famous people"" and """
"Q: In an alphabetical order, which word comes first, ""less"" or ""art""? A:","['less', 'art']",art,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""less"" or ""art""? a:UTT_BOUNDARY artivist""? a"," artivist""? a"
"Q: Of the words ""terrible"" and ""grilled"", which word comes first alphabetically? A:","['terrible', 'grilled']",grilled,"UTT_BOUNDARY q: of the words ""terrible"" and ""grilled"", which word comes first alphabetically? a:UTT_BOUNDARY grilled with ""f"," grilled with ""f"
