Input,Options,Expected,Output (raw),Predicted
"Q: Which word is longer, ""orange"" or ""copy""? A:","['orange', 'copy']",orange,"UTT_BOUNDARY q: which word is longer, ""orange"" or ""copy""? a:UTT_BOUNDARY orange juice""? a:"," orange juice""? a:"
"Q: Which word is longer, ""purse"" or ""for""? A:","['purse', 'for']",purse,"UTT_BOUNDARY q: which word is longer, ""purse"" or ""for""? a:UTT_BOUNDARY purse""? a:UTT_BOUNDARY"," purse""? a:"
"Q: Which word is longer, ""purse"" or ""year""? A:","['purse', 'year']",purse,"UTT_BOUNDARY q: which word is longer, ""purse"" or ""year""? a:UTT_BOUNDARY purse""? a:UTT_BOUNDARY"," purse""? a:"
"Q: Which word has more letters, ""throw"" or ""kite""? A:","['throw', 'kite']",throw,"UTT_BOUNDARY q: which word has more letters, ""throw"" or ""kite""? a:UTT_BOUNDARY throwaway""? a:"," throwaway""? a:"
"Q: Of the words ""low"" and ""size"" which one has more letters? A:","['low', 'size']",size,"UTT_BOUNDARY q: of the words ""low"" and ""size"" which one has more letters? a:UTT_BOUNDARY size? a:UTT_BOUNDARY", size? a:
"Q: Which word is longer, ""soap"" or ""noisy""? A:","['soap', 'noisy']",noisy,"UTT_BOUNDARY q: which word is longer, ""soap"" or ""noisy""? a:UTT_BOUNDARY noisy train""? a:"," noisy train""? a:"
"Q: Which word is longer, ""slim"" or ""young""? A:","['slim', 'young']",young,"UTT_BOUNDARY q: which word is longer, ""slim"" or ""young""? a:UTT_BOUNDARY youngster house""? a"," youngster house""? a"
"Q: Of the words ""sing"" and ""tea"" which one has more letters? A:","['sing', 'tea']",sing,"UTT_BOUNDARY q: of the words ""sing"" and ""tea"" which one has more letters? a:UTT_BOUNDARY sing song or ""p"," sing song or ""p"
"Q: Which word has more letters, ""cap"" or ""special""? A:","['cap', 'special']",special,"UTT_BOUNDARY q: which word has more letters, ""cap"" or ""special""? a:UTT_BOUNDARY specialist"" or """," specialist"" or """
"Q: Of the words ""fried"" and ""file"" which one has more letters? A:","['fried', 'file']",fried,"UTT_BOUNDARY q: of the words ""fried"" and ""file"" which one has more letters? a:UTT_BOUNDARY fried muffins? a", fried muffins? a
"Q: Of the words ""view"" and ""daily"" which one has more letters? A:","['view', 'daily']",daily,"UTT_BOUNDARY q: of the words ""view"" and ""daily"" which one has more letters? a:UTT_BOUNDARY daily news"" which one"," daily news"" which one"
"Q: Which word has more letters, ""twice"" or ""bird""? A:","['twice', 'bird']",twice,"UTT_BOUNDARY q: which word has more letters, ""twice"" or ""bird""? a:UTT_BOUNDARY twice""? a:UTT_BOUNDARY"," twice""? a:"
"Q: Which word has more letters, ""wild"" or ""neighbor""? A:","['wild', 'neighbor']",neighbor,"UTT_BOUNDARY q: which word has more letters, ""wild"" or ""neighbor""? a:UTT_BOUNDARY neighbor""? a:UTT_BOUNDARY"," neighbor""? a:"
"Q: Which word is longer, ""purse"" or ""mosque""? A:","['purse', 'mosque']",mosque,"UTT_BOUNDARY q: which word is longer, ""purse"" or ""mosque""? a:UTT_BOUNDARY mosquealerife", mosquealerife
"Q: Of the words ""stadium"" and ""build"" which one has more letters? A:","['stadium', 'build']",stadium,"UTT_BOUNDARY q: of the words ""stadium"" and ""build"" which one has more letters? a:UTT_BOUNDARY stadium in london""? a"," stadium in london""? a"
"Q: Which word has more letters, ""fan"" or ""very""? A:","['fan', 'very']",very,"UTT_BOUNDARY q: which word has more letters, ""fan"" or ""very""? a:UTT_BOUNDARY very nice guy"", """," very nice guy"", """
"Q: Which word is longer, ""money"" or ""playground""? A:","['money', 'playground']",playground,"UTT_BOUNDARY q: which word is longer, ""money"" or ""playground""? a:UTT_BOUNDARY playground""? a:UTT_BOUNDARY"," playground""? a:"
"Q: Which word has more letters, ""soul"" or ""sauce""? A:","['soul', 'sauce']",sauce,"UTT_BOUNDARY q: which word has more letters, ""soul"" or ""sauce""? a:UTT_BOUNDARY saucepan? a:", saucepan? a:
"Q: Of the words ""camping"" and ""bed"" which one has more letters? A:","['camping', 'bed']",camping,"UTT_BOUNDARY q: of the words ""camping"" and ""bed"" which one has more letters? a:UTT_BOUNDARY camping trip to boston""?"," camping trip to boston""?"
"Q: Of the words ""oh"" and ""ocean"" which one has more letters? A:","['oh', 'ocean']",ocean,"UTT_BOUNDARY q: of the words ""oh"" and ""ocean"" which one has more letters? a:UTT_BOUNDARY oceanicult""? a"," oceanicult""? a"
"Q: Which word has more letters, ""sun"" or ""pack""? A:","['sun', 'pack']",pack,"UTT_BOUNDARY q: which word has more letters, ""sun"" or ""pack""? a:UTT_BOUNDARY pack of honey""? a"," pack of honey""? a"
"Q: Which word has more letters, ""skirt"" or ""path""? A:","['skirt', 'path']",skirt,"UTT_BOUNDARY q: which word has more letters, ""skirt"" or ""path""? a:UTT_BOUNDARY skirt""? a:UTT_BOUNDARY"," skirt""? a:"
"Q: Which word has more letters, ""not"" or ""glove""? A:","['not', 'glove']",glove,"UTT_BOUNDARY q: which word has more letters, ""not"" or ""glove""? a:UTT_BOUNDARY glove""? a:UTT_BOUNDARY"," glove""? a:"
"Q: Of the words ""know"" and ""space"" which one has more letters? A:","['know', 'space']",space,"UTT_BOUNDARY q: of the words ""know"" and ""space"" which one has more letters? a:UTT_BOUNDARY spaceflight? a", spaceflight? a
"Q: Which word is longer, ""they"" or ""poster""? A:","['they', 'poster']",poster,"UTT_BOUNDARY q: which word is longer, ""they"" or ""poster""? a:UTT_BOUNDARY posterity with them", posterity with them
