Input,Options,Expected,Output (raw),Predicted
"Q: Which word is longer, ""throw"" or ""oh""? A:","['throw', 'oh']",throw,"UTT_BOUNDARY q: which word is longer, ""throw"" or ""oh""? a:UTT_BOUNDARY throwback""? a:"," throwback""? a:"
"Q: Which word is longer, ""during"" or ""on""? A:","['during', 'on']",during,"UTT_BOUNDARY q: which word is longer, ""during"" or ""on""? a:UTT_BOUNDARY during the day""? a"," during the day""? a"
"Q: Which word is longer, ""playground"" or ""why""? A:","['playground', 'why']",playground,"UTT_BOUNDARY q: which word is longer, ""playground"" or ""why""? a:UTT_BOUNDARY playground""? a:UTT_BOUNDARY"," playground""? a:"
"Q: Which word has more letters, ""empty"" or ""an""? A:","['empty', 'an']",empty,"UTT_BOUNDARY q: which word has more letters, ""empty"" or ""an""? a:UTT_BOUNDARY empty beer""? a:"," empty beer""? a:"
"Q: Of the words ""be"" and ""money"" which one has more letters? A:","['be', 'money']",money,"UTT_BOUNDARY q: of the words ""be"" and ""money"" which one has more letters? a:UTT_BOUNDARY money""? a:UTT_BOUNDARY"," money""? a:"
"Q: Which word is longer, ""of"" or ""print""? A:","['of', 'print']",print,"UTT_BOUNDARY q: which word is longer, ""of"" or ""print""? a:UTT_BOUNDARY printout""? a:"," printout""? a:"
"Q: Which word is longer, ""cover"" or ""playground""? A:","['cover', 'playground']",playground,"UTT_BOUNDARY q: which word is longer, ""cover"" or ""playground""? a:UTT_BOUNDARY playground""? a:UTT_BOUNDARY"," playground""? a:"
"Q: Of the words ""cold"" and ""skating"" which one has more letters? A:","['cold', 'skating']",skating,"UTT_BOUNDARY q: of the words ""cold"" and ""skating"" which one has more letters? a:UTT_BOUNDARY skatinging""? a:"," skatinging""? a:"
"Q: Which word has more letters, ""playground"" or ""gas""? A:","['playground', 'gas']",playground,"UTT_BOUNDARY q: which word has more letters, ""playground"" or ""gas""? a:UTT_BOUNDARY playground""? a:UTT_BOUNDARY"," playground""? a:"
"Q: Of the words ""playground"" and ""also"" which one has more letters? A:","['playground', 'also']",playground,"UTT_BOUNDARY q: of the words ""playground"" and ""also"" which one has more letters? a:UTT_BOUNDARY playground""? a:UTT_BOUNDARY"," playground""? a:"
"Q: Of the words ""yard"" and ""postcard"" which one has more letters? A:","['yard', 'postcard']",postcard,"UTT_BOUNDARY q: of the words ""yard"" and ""postcard"" which one has more letters? a:UTT_BOUNDARY postcard bandits""?"," postcard bandits""?"
"Q: Which word has more letters, ""anymore"" or ""on""? A:","['anymore', 'on']",anymore,"UTT_BOUNDARY q: which word has more letters, ""anymore"" or ""on""? a:UTT_BOUNDARY anymore""? a:UTT_BOUNDARY"," anymore""? a:"
"Q: Which word has more letters, ""singular"" or ""disco""? A:","['singular', 'disco']",singular,"UTT_BOUNDARY q: which word has more letters, ""singular"" or ""disco""? a:UTT_BOUNDARY singular word? a:", singular word? a:
"Q: Which word is longer, ""surfing"" or ""hour""? A:","['surfing', 'hour']",surfing,"UTT_BOUNDARY q: which word is longer, ""surfing"" or ""hour""? a:UTT_BOUNDARY surfing""? a:"," surfing""? a:"
"Q: Of the words ""own"" and ""minute"" which one has more letters? A:","['own', 'minute']",minute,"UTT_BOUNDARY q: of the words ""own"" and ""minute"" which one has more letters? a:UTT_BOUNDARY minuteous and loud?", minuteous and loud?
"Q: Which word has more letters, ""head"" or ""discount""? A:","['head', 'discount']",discount,"UTT_BOUNDARY q: which word has more letters, ""head"" or ""discount""? a:UTT_BOUNDARY discounty""? a:"," discounty""? a:"
"Q: Which word is longer, ""turn"" or ""mistake""? A:","['turn', 'mistake']",mistake,"UTT_BOUNDARY q: which word is longer, ""turn"" or ""mistake""? a:UTT_BOUNDARY mistake""? a:UTT_BOUNDARY"," mistake""? a:"
"Q: Which word has more letters, ""go"" or ""worst""? A:","['go', 'worst']",worst,"UTT_BOUNDARY q: which word has more letters, ""go"" or ""worst""? a:UTT_BOUNDARY worst adventure""? a:"," worst adventure""? a:"
"Q: Of the words ""nature"" and ""cry"" which one has more letters? A:","['nature', 'cry']",nature,"UTT_BOUNDARY q: of the words ""nature"" and ""cry"" which one has more letters? a:UTT_BOUNDARY nature"" or ""stad"," nature"" or ""stad"
"Q: Of the words ""my"" and ""around"" which one has more letters? A:","['my', 'around']",around,"UTT_BOUNDARY q: of the words ""my"" and ""around"" which one has more letters? a:UTT_BOUNDARY around the world than my", around the world than my
"Q: Which word has more letters, ""boyfriend"" or ""worst""? A:","['boyfriend', 'worst']",boyfriend,"UTT_BOUNDARY q: which word has more letters, ""boyfriend"" or ""worst""? a:UTT_BOUNDARY boyfriend""? a:UTT_BOUNDARY"," boyfriend""? a:"
"Q: Which word has more letters, ""drawing"" or ""nice""? A:","['drawing', 'nice']",drawing,"UTT_BOUNDARY q: which word has more letters, ""drawing"" or ""nice""? a:UTT_BOUNDARY drawing""? a:UTT_BOUNDARY"," drawing""? a:"
