Input,Options,Expected,Output (raw),Predicted
"Q: In the sentence ""I broke those twigs and branches apart"", which word immediately succeeds the word ""and""? A:","['I', 'broke', 'those', 'twigs', 'and', 'branches', 'apart']",branches,"UTT_BOUNDARY q: in the sentence ""i broke those twigs and branches apart"", which word immediately succeeds the word ""and""? a:UTT_BOUNDARY branches are rounded by", branches are rounded by
"Q: In the sentence ""I might eat deep fried muffins"", which word immediately succeeds the word ""deep""? A:","['I', 'might', 'eat', 'deep', 'fried', 'muffins']",fried,"UTT_BOUNDARY q: in the sentence ""i might eat deep fried muffins"", which word immediately succeeds the word ""deep""? a:UTT_BOUNDARY fried muffins, i"," fried muffins, i"
"Q: In the sentence ""Jason was killed"", which word immediately succeeds the word ""was""? A:","['Jason', 'was', 'killed']",killed,"UTT_BOUNDARY q: in the sentence ""jason was killed"", which word immediately succeeds the word ""was""? a:UTT_BOUNDARY killed john""? a:"," killed john""? a:"
"Q: In the sentence ""The tigers hunt prey at night"", which word comes right after the word ""The""? A:","['The', 'tigers', 'hunt', 'prey', 'at', 'night']",tigers,"UTT_BOUNDARY q: in the sentence ""the tigers hunt prey at night"", which word comes right after the word ""the""? a:UTT_BOUNDARY tigers hunt prey at night", tigers hunt prey at night
"Q: Which word comes right after ""Susan"" in the sentence ""Susan bought some flowers for her mother""? A:","['Susan', 'bought', 'some', 'flowers', 'for', 'her', 'mother']",bought,"UTT_BOUNDARY q: which word comes right after ""susan"" in the sentence ""susan bought some flowers for her mother""? a:UTT_BOUNDARY bought some flowers for her", bought some flowers for her
"Q: In the sentence ""Lucy sent Jane a letter"", which word immediately succeeds the word ""Lucy""? A:","['Lucy', 'sent', 'Jane', 'a', 'letter']",sent,"UTT_BOUNDARY q: in the sentence ""lucy sent jane a letter"", which word immediately succeeds the word ""lucy""? a:UTT_BOUNDARY sent her to seoul""?"," sent her to seoul""?"
"Q: In the sentence ""I want him to eat asparagus"", which word immediately succeeds the word ""eat""? A:","['I', 'want', 'him', 'to', 'eat', 'asparagus']",asparagus,"UTT_BOUNDARY q: in the sentence ""i want him to eat asparagus"", which word immediately succeeds the word ""eat""? a:UTT_BOUNDARY asparagus as", asparagus as
"Q: Which word comes right after ""butter"" in the sentence ""The king loved peanut butter cookies""? A:","['The', 'king', 'loved', 'peanut', 'butter', 'cookies']",cookies,"UTT_BOUNDARY q: which word comes right after ""butter"" in the sentence ""the king loved peanut butter cookies""? a:UTT_BOUNDARY cookies and fruit""? a"," cookies and fruit""? a"
"Q: In the sentence ""Dogs like Kim"", which word comes right after the word ""Dogs""? A:","['Dogs', 'like', 'Kim']",like,"UTT_BOUNDARY q: in the sentence ""dogs like kim"", which word comes right after the word ""dogs""? a:UTT_BOUNDARY like ""animals""?"," like ""animals""?"
"Q: Which word comes right after ""halfway"" in the sentence ""I sent the package halfway around the world""? A:","['I', 'sent', 'the', 'package', 'halfway', 'around', 'the', 'world']",around,"UTT_BOUNDARY q: which word comes right after ""halfway"" in the sentence ""i sent the package halfway around the world""? a:UTT_BOUNDARY around the world"", which"," around the world"", which"
