Input,Options,Expected,Output (raw),Predicted
"Q: In an alphabetical order, which word comes first, ""only"" or ""noisy""? A:","['only', 'noisy']",noisy,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""only"" or ""noisy""? a:UTT_BOUNDARY noisy dog""? a:"," noisy dog""? a:"
"Q: In an alphabetical order, which word comes first, ""leather"" or ""morning""? A:","['leather', 'morning']",leather,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""leather"" or ""morning""? a:UTT_BOUNDARY leathernature""? a"," leathernature""? a"
"Q: In an alphabetical order, which word comes first, ""not"" or ""mother""? A:","['not', 'mother']",mother,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""not"" or ""mother""? a:UTT_BOUNDARY mother"" or ""ad"," mother"" or ""ad"
"Q: In an alphabetical order, which of the words ""eye"" and ""dangerous"" comes first? A:","['eye', 'dangerous']",dangerous,"UTT_BOUNDARY q: in an alphabetical order, which of the words ""eye"" and ""dangerous"" comes first? a:UTT_BOUNDARY dangerous game, ""birth"," dangerous game, ""birth"
"Q: Of the words ""garden"" and ""fantastic"", which word comes first alphabetically? A:","['garden', 'fantastic']",fantastic,"UTT_BOUNDARY q: of the words ""garden"" and ""fantastic"", which word comes first alphabetically? a:UTT_BOUNDARY fantastic holiday""? a:"," fantastic holiday""? a:"
"Q: In an alphabetical order, which word comes first, ""nice"" or ""message""? A:","['nice', 'message']",message,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""nice"" or ""message""? a:UTT_BOUNDARY message from paris to london", message from paris to london
"Q: In an alphabetical order, which word comes first, ""dress"" or ""closed""? A:","['dress', 'closed']",closed,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""dress"" or ""closed""? a:UTT_BOUNDARY closed door on the left", closed door on the left
"Q: Of the words ""racket"" and ""quiet"", which word comes first alphabetically? A:","['racket', 'quiet']",quiet,"UTT_BOUNDARY q: of the words ""racket"" and ""quiet"", which word comes first alphabetically? a:UTT_BOUNDARY quieter? a:", quieter? a:
"Q: In an alphabetical order, which of the words ""uniform"" and ""teacher"" comes first? A:","['uniform', 'teacher']",teacher,"UTT_BOUNDARY q: in an alphabetical order, which of the words ""uniform"" and ""teacher"" comes first? a:UTT_BOUNDARY teacher is a doctor or", teacher is a doctor or
"Q: Of the words ""cathedral"" and ""brush"", which word comes first alphabetically? A:","['cathedral', 'brush']",brush,"UTT_BOUNDARY q: of the words ""cathedral"" and ""brush"", which word comes first alphabetically? a:UTT_BOUNDARY brush for the cat,"," brush for the cat,"
"Q: Of the words ""clean"" and ""double"", which word comes first alphabetically? A:","['clean', 'double']",clean,"UTT_BOUNDARY q: of the words ""clean"" and ""double"", which word comes first alphabetically? a:UTT_BOUNDARY cleaner? a:", cleaner? a:
"Q: In an alphabetical order, which of the words ""center"" and ""dry"" comes first? A:","['center', 'dry']",center,"UTT_BOUNDARY q: in an alphabetical order, which of the words ""center"" and ""dry"" comes first? a:UTT_BOUNDARY centerboarding site"","," centerboarding site"","
"Q: In an alphabetical order, which of the words ""interesting"" and ""himself"" comes first? A:","['interesting', 'himself']",himself,"UTT_BOUNDARY q: in an alphabetical order, which of the words ""interesting"" and ""himself"" comes first? a:UTT_BOUNDARY himself or himself""? a"," himself or himself""? a"
"Q: In an alphabetical order, which word comes first, ""much"" or ""learn""? A:","['much', 'learn']",learn,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""much"" or ""learn""? a:UTT_BOUNDARY learn the word most commonly", learn the word most commonly
"Q: Of the words ""enough"" and ""day"", which word comes first alphabetically? A:","['enough', 'day']",day,"UTT_BOUNDARY q: of the words ""enough"" and ""day"", which word comes first alphabetically? a:UTT_BOUNDARY daycareer""? a"," daycareer""? a"
"Q: In an alphabetical order, which of the words ""forest"" and ""gram"" comes first? A:","['forest', 'gram']",forest,"UTT_BOUNDARY q: in an alphabetical order, which of the words ""forest"" and ""gram"" comes first? a:UTT_BOUNDARY forest""? a:UTT_BOUNDARY"," forest""? a:"
"Q: In an alphabetical order, which word comes first, ""kitchen"" or ""jazz""? A:","['kitchen', 'jazz']",jazz,"UTT_BOUNDARY q: in an alphabetical order, which word comes first, ""kitchen"" or ""jazz""? a:UTT_BOUNDARY kitchensuitable?", kitchensuitable?
