Input,Options,Expected,Output (raw),Predicted
"Q: In the sentence ""John was lots more obnoxious than Fred"", what is the last word? A:","['John', 'was', 'lots', 'more', 'obnoxious', 'than', 'Fred']",fred,"UTT_BOUNDARY q: in the sentence ""john was lots more obnoxious than fred"", what is the last word? a:UTT_BOUNDARY freddie or a horse", freddie or a horse
"Q: In the sentence ""A boy hit the ball"", what is the last word? A:","['A', 'boy', 'hit', 'the', 'ball']",ball,"UTT_BOUNDARY q: in the sentence ""a boy hit the ball"", what is the last word? a:UTT_BOUNDARY ballgame""? a:"," ballgame""? a:"
"Q: In the sentence ""I remembered having kissed Mary"", what is the last word? A:","['I', 'remembered', 'having', 'kissed', 'Mary']",mary,"UTT_BOUNDARY q: in the sentence ""i remembered having kissed mary"", what is the last word? a:UTT_BOUNDARY mary""? a:UTT_BOUNDARY"," mary""? a:"
"Q: What is the last word of the sentence ""I believe strongly that the world is round""? A:","['I', 'believe', 'strongly', 'that', 'the', 'world', 'is', 'round']",round,"UTT_BOUNDARY q: what is the last word of the sentence ""i believe strongly that the world is round""? a:UTT_BOUNDARY roundabout the world"","," roundabout the world"","
"Write the last word of the sentence ""John will see you"": ","['John', 'will', 'see', 'you']",you,"UTT_BOUNDARY write the last word of the sentence ""john will see you"":UTT_BOUNDARY you come to the party", you come to the party
"Q: In the sentence ""They gave the bicycle to me"", what is the last word? A:","['They', 'gave', 'the', 'bicycle', 'to', 'me']",me,"UTT_BOUNDARY q: in the sentence ""they gave the bicycle to me"", what is the last word? a:UTT_BOUNDARY mementoyed?", mementoyed?
"Q: In the sentence ""An owl hunts mice"", what is the last word? A:","['An', 'owl', 'hunts', 'mice']",mice,"UTT_BOUNDARY q: in the sentence ""an owl hunts mice"", what is the last word? a:UTT_BOUNDARY owl""? a:UTT_BOUNDARY"," owl""? a:"
"Write the last word of the sentence ""Helen wiped the wall"": ","['Helen', 'wiped', 'the', 'wall']",wall,"UTT_BOUNDARY write the last word of the sentence ""helen wiped the wall"":UTT_BOUNDARY wallis"":UTT_BOUNDARY"," wallis"":"
"Q: What is the last word of the sentence ""Elizabeth regretted that she had met Wickham""? A:","['Elizabeth', 'regretted', 'that', 'she', 'had', 'met', 'Wickham']",wickham,"UTT_BOUNDARY q: what is the last word of the sentence ""elizabeth regretted that she had met wickham""? a:UTT_BOUNDARY wickhami""? a:"," wickhami""? a:"
"Write the last word of the sentence ""I told the story to Daniel"": ","['I', 'told', 'the', 'story', 'to', 'Daniel']",daniel,"UTT_BOUNDARY write the last word of the sentence ""i told the story to daniel"":UTT_BOUNDARY daniel lawson john in", daniel lawson john in
"Write the last word of the sentence ""Sonatas are easy to play on this violin"": ","['Sonatas', 'are', 'easy', 'to', 'play', 'on', 'this', 'violin']",violin,"UTT_BOUNDARY write the last word of the sentence ""sonatas are easy to play on this violin"":UTT_BOUNDARY violinist"", what is"," violinist"", what is"
"Q: What is the last word of the sentence ""Paula hit the fence""? A:","['Paula', 'hit', 'the', 'fence']",fence,"UTT_BOUNDARY q: what is the last word of the sentence ""paula hit the fence""? a:UTT_BOUNDARY fence""? a:UTT_BOUNDARY"," fence""? a:"
"Q: What is the last word of the sentence ""The man killed the king with the knife""? A:","['The', 'man', 'killed', 'the', 'king', 'with', 'the', 'knife']",knife,"UTT_BOUNDARY q: what is the last word of the sentence ""the man killed the king with the knife""? a:UTT_BOUNDARY knife"", what is the"," knife"", what is the"
"Q: In the sentence ""The student knew the answers"", what is the last word? A:","['The', 'student', 'knew', 'the', 'answers']",answers,"UTT_BOUNDARY q: in the sentence ""the student knew the answers"", what is the last word? a:UTT_BOUNDARY answers? a:UTT_BOUNDARY", answers? a:
"Write the last word of the sentence ""Celia brushed her hair"": ","['Celia', 'brushed', 'her', 'hair']",hair,"UTT_BOUNDARY write the last word of the sentence ""celia brushed her hair"":UTT_BOUNDARY hair"", which word comes"," hair"", which word comes"
"Q: What is the last word of the sentence ""I served leek soup to my guests""? A:","['I', 'served', 'leek', 'soup', 'to', 'my', 'guests']",guests,"UTT_BOUNDARY q: what is the last word of the sentence ""i served leek soup to my guests""? a:UTT_BOUNDARY guests""? a:UTT_BOUNDARY"," guests""? a:"
"Q: In the sentence ""Never had Sir Thomas been so offended"", what is the last word? A:","['Never', 'had', 'Sir', 'Thomas', 'been', 'so', 'offended']",offended,"UTT_BOUNDARY q: in the sentence ""never had sir thomas been so offended"", what is the last word? a:UTT_BOUNDARY offended the volunteers""?"," offended the volunteers""?"
"Q: What is the last word of the sentence ""I will speak to Hector about this""? A:","['I', 'will', 'speak', 'to', 'Hector', 'about', 'this']",this,"UTT_BOUNDARY q: what is the last word of the sentence ""i will speak to hector about this""? a:UTT_BOUNDARY this violinist who is", this violinist who is
"Write the last word of the sentence ""Rosemary hates New York"": ","['Rosemary', 'hates', 'New', 'York']",york,"UTT_BOUNDARY write the last word of the sentence ""rosemary hates new york"":UTT_BOUNDARY york daily news"", which"," york daily news"", which"
"Write the last word of the sentence ""He planted the garden with roses last November"": ","['He', 'planted', 'the', 'garden', 'with', 'roses', 'last', 'November']",november,"UTT_BOUNDARY write the last word of the sentence ""he planted the garden with roses last november"":UTT_BOUNDARY november day"", what is"," november day"", what is"
"Q: What is the last word of the sentence ""Julie felt he was there""? A:","['Julie', 'felt', 'he', 'was', 'there']",there,"UTT_BOUNDARY q: what is the last word of the sentence ""julie felt he was there""? a:UTT_BOUNDARY there by the park""?"," there by the park""?"
"Q: What is the last word of the sentence ""Kim is fond of Lee""? A:","['Kim', 'is', 'fond', 'of', 'Lee']",lee,"UTT_BOUNDARY q: what is the last word of the sentence ""kim is fond of lee""? a:UTT_BOUNDARY lee that lee made her", lee that lee made her
"Q: What is the last word of the sentence ""I know the person whose mother died""? A:","['I', 'know', 'the', 'person', 'whose', 'mother', 'died']",died,"UTT_BOUNDARY q: what is the last word of the sentence ""i know the person whose mother died""? a:UTT_BOUNDARY died""? a:UTT_BOUNDARY"," died""? a:"
"Write the last word of the sentence ""Almost every lawyer could answer that question"": ","['Almost', 'every', 'lawyer', 'could', 'answer', 'that', 'question']",question,"UTT_BOUNDARY write the last word of the sentence ""almost every lawyer could answer that question"":UTT_BOUNDARY questionnaire:UTT_BOUNDARY", questionnaire:
"Q: In the sentence ""The boat sank"", what is the last word? A:","['The', 'boat', 'sank']",sank,"UTT_BOUNDARY q: in the sentence ""the boat sank"", what is the last word? a:UTT_BOUNDARY sank the boat with a", sank the boat with a
"Write the last word of the sentence ""Most of the fruit is rotten"": ","['Most', 'of', 'the', 'fruit', 'is', 'rotten']",rotten,"UTT_BOUNDARY write the last word of the sentence ""most of the fruit is rotten"":UTT_BOUNDARY rotten"", what is the"," rotten"", what is the"
"Write the last word of the sentence ""Don swatted the mosquito with the newspaper"": ","['Don', 'swatted', 'the', 'mosquito', 'with', 'the', 'newspaper']",newspaper,"UTT_BOUNDARY write the last word of the sentence ""don swatted the mosquito with the newspaper"":UTT_BOUNDARY newspaper"", what is the"," newspaper"", what is the"
