Input,Options,Expected,Output (raw),Predicted
"Q: Of the numbers 701 and 438, which is bigger? A:","['701', '438']",701,"UTT_BOUNDARY q: of the numbers 701 and 438, which is bigger? a:UTT_BOUNDARY 701 or 642", 701 or 642
"Q: Of the numbers 486 and 491, which is bigger? A:","['486', '491']",491,"UTT_BOUNDARY q: of the numbers 486 and 491, which is bigger? a:UTT_BOUNDARY 491? a:", 491? a:
"Q: Of the numbers 632 and 260, which is bigger? A:","['632', '260']",632,"UTT_BOUNDARY q: of the numbers 632 and 260, which is bigger? a:UTT_BOUNDARY 260? a:", 260? a:
"Q: Which number is bigger, 787 or 50? A:","['787', '50']",787,"UTT_BOUNDARY q: which number is bigger, 787 or 50? a:UTT_BOUNDARY 787? a:", 787? a:
"From the numbers 966 and 407, write the bigger number: ","['966', '407']",966,"UTT_BOUNDARY from the numbers 966 and 407, write the bigger number:UTT_BOUNDARY 966 bce?", 966 bce?
"Q: Of the numbers 808 and 839, which is bigger? A:","['808', '839']",839,"UTT_BOUNDARY q: of the numbers 808 and 839, which is bigger? a:UTT_BOUNDARY 839? a:", 839? a:
"Q: Of the numbers 496 and 558, which is bigger? A:","['496', '558']",558,"UTT_BOUNDARY q: of the numbers 496 and 558, which is bigger? a:UTT_BOUNDARY 537? a:", 537? a:
"From the numbers 683 and 954, write the bigger number: ","['683', '954']",954,"UTT_BOUNDARY from the numbers 683 and 954, write the bigger number:UTT_BOUNDARY 953 and 267", 953 and 267
"Q: Which number is bigger, 743 or 323? A:","['743', '323']",743,"UTT_BOUNDARY q: which number is bigger, 743 or 323? a:UTT_BOUNDARY 743? a:", 743? a:
"From the numbers 719 and 480, write the bigger number: ","['719', '480']",719,"UTT_BOUNDARY from the numbers 719 and 480, write the bigger number:UTT_BOUNDARY 719, 580"," 719, 580"
"From the numbers 751 and 410, write the bigger number: ","['751', '410']",751,"UTT_BOUNDARY from the numbers 751 and 410, write the bigger number:UTT_BOUNDARY 751 or 642", 751 or 642
"Q: Which number is bigger, 555 or 660? A:","['555', '660']",660,"UTT_BOUNDARY q: which number is bigger, 555 or 660? a:UTT_BOUNDARY 660 or 660", 660 or 660
"Q: Which number is bigger, 167 or 325? A:","['167', '325']",325,"UTT_BOUNDARY q: which number is bigger, 167 or 325? a:UTT_BOUNDARY 1677 street,"," 1677 street,"
"Q: Of the numbers 717 and 614, which is bigger? A:","['717', '614']",717,"UTT_BOUNDARY q: of the numbers 717 and 614, which is bigger? a:UTT_BOUNDARY 717 or 323", 717 or 323
"From the numbers 92 and 617, write the bigger number: ","['92', '617']",617,"UTT_BOUNDARY from the numbers 92 and 617, write the bigger number:UTT_BOUNDARY 617? a:", 617? a:
"Q: Which number is bigger, 327 or 151? A:","['327', '151']",327,"UTT_BOUNDARY q: which number is bigger, 327 or 151? a:UTT_BOUNDARY 316? a:", 316? a:
"Q: Of the numbers 116 and 570, which is bigger? A:","['116', '570']",570,"UTT_BOUNDARY q: of the numbers 116 and 570, which is bigger? a:UTT_BOUNDARY 570 or 548", 570 or 548
"Q: Which number is bigger, 296 or 185? A:","['296', '185']",296,"UTT_BOUNDARY q: which number is bigger, 296 or 185? a:UTT_BOUNDARY 296? a:", 296? a:
"From the numbers 760 and 515, write the bigger number: ","['760', '515']",760,"UTT_BOUNDARY from the numbers 760 and 515, write the bigger number:UTT_BOUNDARY 760 or 548", 760 or 548
"From the numbers 595 and 506, write the bigger number: ","['595', '506']",595,"UTT_BOUNDARY from the numbers 595 and 506, write the bigger number:UTT_BOUNDARY 595 or 495", 595 or 495
"Q: Which number is bigger, 26 or 783? A:","['26', '783']",783,"UTT_BOUNDARY q: which number is bigger, 26 or 783? a:UTT_BOUNDARY 783? a:", 783? a:
"Q: Which number is bigger, 749 or 180? A:","['749', '180']",749,"UTT_BOUNDARY q: which number is bigger, 749 or 180? a:UTT_BOUNDARY 749? a:", 749? a:
"Q: Which number is bigger, 992 or 635? A:","['992', '635']",992,"UTT_BOUNDARY q: which number is bigger, 992 or 635? a:UTT_BOUNDARY 992 or 635", 992 or 635
"From the numbers 111 and 884, write the bigger number: ","['111', '884']",884,"UTT_BOUNDARY from the numbers 111 and 884, write the bigger number:UTT_BOUNDARY 884 or 928", 884 or 928
"Q: Of the numbers 151 and 990, which is bigger? A:","['151', '990']",990,"UTT_BOUNDARY q: of the numbers 151 and 990, which is bigger? a:UTT_BOUNDARY 990 or 461", 990 or 461
"From the numbers 112 and 843, write the bigger number: ","['112', '843']",843,"UTT_BOUNDARY from the numbers 112 and 843, write the bigger number:UTT_BOUNDARY 843? a:", 843? a:
"From the numbers 453 and 10, write the bigger number: ","['453', '10']",453,"UTT_BOUNDARY from the numbers 453 and 10, write the bigger number:UTT_BOUNDARY 453, right?"," 453, right?"
"Q: Of the numbers 752 and 797, which is bigger? A:","['752', '797']",797,"UTT_BOUNDARY q: of the numbers 752 and 797, which is bigger? a:UTT_BOUNDARY 797 or 794", 797 or 794
"Q: Which number is bigger, 534 or 981? A:","['534', '981']",981,"UTT_BOUNDARY q: which number is bigger, 534 or 981? a:UTT_BOUNDARY 981? a:", 981? a:
"Q: Of the numbers 18 and 72, which is bigger? A:","['18', '72']",72,"UTT_BOUNDARY q: of the numbers 18 and 72, which is bigger? a:UTT_BOUNDARY 72s? a:", 72s? a:
"Q: Of the numbers 562 and 675, which is bigger? A:","['562', '675']",675,"UTT_BOUNDARY q: of the numbers 562 and 675, which is bigger? a:UTT_BOUNDARY 675? a:", 675? a:
"Q: Of the numbers 911 and 145, which is bigger? A:","['911', '145']",911,"UTT_BOUNDARY q: of the numbers 911 and 145, which is bigger? a:UTT_BOUNDARY 911 or 145", 911 or 145
"Q: Which number is bigger, 459 or 931? A:","['459', '931']",931,"UTT_BOUNDARY q: which number is bigger, 459 or 931? a:UTT_BOUNDARY 921 calvin 4", 921 calvin 4
"From the numbers 147 and 482, write the bigger number: ","['147', '482']",482,"UTT_BOUNDARY from the numbers 147 and 482, write the bigger number:UTT_BOUNDARY 482 or 450", 482 or 450
"Q: Which number is bigger, 404 or 130? A:","['404', '130']",404,"UTT_BOUNDARY q: which number is bigger, 404 or 130? a:UTT_BOUNDARY 404 to 464", 404 to 464
"Q: Which number is bigger, 397 or 741? A:","['397', '741']",741,"UTT_BOUNDARY q: which number is bigger, 397 or 741? a:UTT_BOUNDARY 397 and 190,"," 397 and 190,"
"From the numbers 672 and 250, write the bigger number: ","['672', '250']",672,"UTT_BOUNDARY from the numbers 672 and 250, write the bigger number:UTT_BOUNDARY 672? a:", 672? a:
"Q: Which number is bigger, 116 or 920? A:","['116', '920']",920,"UTT_BOUNDARY q: which number is bigger, 116 or 920? a:UTT_BOUNDARY 920? a:", 920? a:
"Q: Which number is bigger, 298 or 152? A:","['298', '152']",298,"UTT_BOUNDARY q: which number is bigger, 298 or 152? a:UTT_BOUNDARY 298? a:", 298? a:
