Input,Options,Expected,Predicted
"Q: What is the word most related to the word ""animals"" from the words ""pineapple"", ""duck"", ""banana"", ""peach"", and ""pear""? A:","['duck', 'pineapple', 'banana', 'peach', 'pear']",duck,pineapple
"Q: What is the word most related to the word ""vehicles"" from the words ""train"", ""rabbit"", ""fish"", ""chicken"", and ""cat""? A:","['train', 'rabbit', 'fish', 'chicken', 'cat']",train,fish
"Q: What is the word most related to the word ""animals"" from the words ""skirt"", ""sweater"", ""goat"", ""shorts"", and ""jeans""? A:","['goat', 'skirt', 'sweater', 'shorts', 'jeans']",goat,goat
"Q: Of the words ""train"", ""socks"", ""skirt"", ""pants"", and ""jacket"", what is the word most commonly associated with ""vehicles""? A:","['train', 'socks', 'skirt', 'pants', 'jacket']",train,train
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""mango"", ""dog"", ""fish"", ""rabbit"", ""cow"": ","['mango', 'dog', 'fish', 'rabbit', 'cow']",mango,fish
"Q: What is the word most related to the word ""fruit"" from the words ""watermelon"", ""car"", ""tram"", ""van"", and ""train""? A:","['watermelon', 'car', 'tram', 'van', 'train']",watermelon,tram
"Q: What is the word most related to the word ""fruit"" from the words ""table"", ""bed"", ""bookcase"", ""desk"", and ""lemon""? A:","['lemon', 'table', 'bed', 'bookcase', 'desk']",lemon,lemon
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""bed"", ""rabbit"", ""bookcase"", ""table"", ""chair"": ","['rabbit', 'bed', 'bookcase', 'table', 'chair']",rabbit,bookcase
"Q: Of the words ""mango"", ""watermelon"", ""melon"", ""strawberry"", and ""table"", what is the word most commonly associated with ""furniture""? A:","['table', 'mango', 'watermelon', 'melon', 'strawberry']",table,strawberry
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""motorcycle"", ""chair"", ""tractor"": ","['chair', 'truck', 'train', 'motorcycle', 'tractor']",chair,truck
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""bookcase"", ""couch"", ""armchair"", ""cat"", ""bed"": ","['cat', 'bookcase', 'couch', 'armchair', 'bed']",cat,couch
"Q: Of the words ""sofa"", ""car"", ""tram"", ""bus"", and ""van"", what is the word most commonly associated with ""furniture""? A:","['sofa', 'car', 'tram', 'bus', 'van']",sofa,tram
"Q: Of the words ""dog"", ""fish"", ""cat"", ""socks"", and ""mouse"", what is the word most commonly associated with ""clothes""? A:","['socks', 'dog', 'fish', 'cat', 'mouse']",socks,dog
"Q: What is the word most related to the word ""furniture"" from the words ""jeans"", ""coat"", ""socks"", ""pants"", and ""bed""? A:","['bed', 'jeans', 'coat', 'socks', 'pants']",bed,jeans
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""desk"", ""socks"", ""sweater"", ""jacket"", ""jeans"": ","['desk', 'socks', 'sweater', 'jacket', 'jeans']",desk,desk
"Q: Of the words ""jeans"", ""sweater"", ""pants"", ""chicken"", and ""shirt"", what is the word most commonly associated with ""animals""? A:","['chicken', 'jeans', 'sweater', 'pants', 'shirt']",chicken,jeans
"Q: What is the word most related to the word ""furniture"" from the words ""van"", ""truck"", ""bed"", ""motorcycle"", and ""bus""? A:","['bed', 'van', 'truck', 'motorcycle', 'bus']",bed,motorcycle
"Q: Of the words ""motorcycle"", ""tram"", ""van"", ""shirt"", and ""train"", what is the word most commonly associated with ""clothes""? A:","['shirt', 'motorcycle', 'tram', 'van', 'train']",shirt,train
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""chicken"", ""fish"", ""cow"", ""goat"", ""pear"": ","['pear', 'chicken', 'fish', 'cow', 'goat']",pear,pear
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""peach"", ""apple"", ""pineapple"", ""fish"", ""mango"": ","['fish', 'peach', 'apple', 'pineapple', 'mango']",fish,pineapple
"Q: Of the words ""duck"", ""motorcycle"", ""bus"", ""van"", and ""tram"", what is the word most commonly associated with ""animals""? A:","['duck', 'motorcycle', 'bus', 'van', 'tram']",duck,duck
"Q: Of the words ""armchair"", ""bed"", ""sofa"", ""chair"", and ""sweater"", what is the word most commonly associated with ""clothes""? A:","['sweater', 'armchair', 'bed', 'sofa', 'chair']",sweater,armchair
"Q: Of the words ""bus"", ""mouse"", ""goat"", ""cow"", and ""cat"", what is the word most commonly associated with ""vehicles""? A:","['bus', 'mouse', 'goat', 'cow', 'cat']",bus,goat
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""tram"", ""bus"", ""table"": ","['table', 'truck', 'train', 'tram', 'bus']",table,truck
"Q: What is the word most related to the word ""animals"" from the words ""cow"", ""motorcycle"", ""bus"", ""train"", and ""van""? A:","['cow', 'motorcycle', 'bus', 'train', 'van']",cow,train
"Of the following words, choose the word most commonly associated with the word ""vehicles"" - ""mango"", ""car"", ""peach"", ""strawberry"", ""apple"": ","['car', 'mango', 'peach', 'strawberry', 'apple']",car,apple
"Of the following words, choose the word most commonly associated with the word ""vehicles"" - ""bus"", ""shirt"", ""coat"", ""sweater"", ""shorts"": ","['bus', 'shirt', 'coat', 'sweater', 'shorts']",bus,shirt
"Q: What is the word most related to the word ""fruit"" from the words ""tram"", ""tractor"", ""train"", ""banana"", and ""truck""? A:","['banana', 'tram', 'tractor', 'train', 'truck']",banana,truck
"Q: Of the words ""table"", ""chair"", ""armchair"", ""desk"", and ""shorts"", what is the word most commonly associated with ""clothes""? A:","['shorts', 'table', 'chair', 'armchair', 'desk']",shorts,shorts
"Q: What is the word most related to the word ""animals"" from the words ""banana"", ""pear"", ""peach"", ""mouse"", and ""apple""? A:","['mouse', 'banana', 'pear', 'peach', 'apple']",mouse,apple
"Q: What is the word most related to the word ""animals"" from the words ""watermelon"", ""melon"", ""chicken"", ""apple"", and ""pear""? A:","['chicken', 'watermelon', 'melon', 'apple', 'pear']",chicken,apple
"Q: What is the word most related to the word ""clothes"" from the words ""couch"", ""sofa"", ""table"", ""sweater"", and ""bookcase""? A:","['sweater', 'couch', 'sofa', 'table', 'bookcase']",sweater,bookcase
"Q: Of the words ""car"", ""sofa"", ""motorcycle"", ""train"", and ""truck"", what is the word most commonly associated with ""furniture""? A:","['sofa', 'car', 'motorcycle', 'train', 'truck']",sofa,car
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""pants"", ""shirt"", ""socks"", ""bed"", ""coat"": ","['bed', 'pants', 'shirt', 'socks', 'coat']",bed,pants
"Q: Of the words ""train"", ""table"", ""bookcase"", ""armchair"", and ""bed"", what is the word most commonly associated with ""vehicles""? A:","['train', 'table', 'bookcase', 'armchair', 'bed']",train,train
"Q: Of the words ""cat"", ""chicken"", ""goat"", ""tractor"", and ""fish"", what is the word most commonly associated with ""vehicles""? A:","['tractor', 'cat', 'chicken', 'goat', 'fish']",tractor,tractor
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""strawberry"", ""couch"", ""watermelon"", ""pineapple"", ""melon"": ","['couch', 'strawberry', 'watermelon', 'pineapple', 'melon']",couch,pineapple
"Q: Of the words ""bookcase"", ""banana"", ""table"", ""bed"", and ""desk"", what is the word most commonly associated with ""fruit""? A:","['banana', 'bookcase', 'table', 'bed', 'desk']",banana,table
"Q: Of the words ""car"", ""cat"", ""truck"", ""motorcycle"", and ""tractor"", what is the word most commonly associated with ""animals""? A:","['cat', 'car', 'truck', 'motorcycle', 'tractor']",cat,truck
"Q: What is the word most related to the word ""animals"" from the words ""car"", ""cat"", ""truck"", ""motorcycle"", and ""tractor""? A:","['cat', 'car', 'truck', 'motorcycle', 'tractor']",cat,motorcycle
"Q: Of the words ""shirt"", ""sweater"", ""car"", ""socks"", and ""jacket"", what is the word most commonly associated with ""vehicles""? A:","['car', 'shirt', 'sweater', 'socks', 'jacket']",car,jacket
"Q: Of the words ""desk"", ""chair"", ""couch"", ""strawberry"", and ""table"", what is the word most commonly associated with ""fruit""? A:","['strawberry', 'desk', 'chair', 'couch', 'table']",strawberry,table
