Input,Options,Expected,Predicted
"Q: Which letter does the word ""arrive"" start with? A:","['a', 'r', 'r', 'i', 'v', 'e']",a,a
"Q: Which letter does the word ""grandparent"" start with? A:","['g', 'r', 'a', 'n', 'd', 'p', 'a', 'r', 'e', 'n', 't']",g,a
"Q: Which letter does the word ""small"" start with? A:","['s', 'm', 'a', 'l', 'l']",s,a
"Q: What is the first letter of the word ""soft""? A:","['s', 'o', 'f', 't']",s,f
"Write the first letter of the word ""coffee"": ","['c', 'o', 'f', 'f', 'e', 'e']",c,f
"Q: Which letter does the word ""borrow"" start with? A:","['b', 'o', 'r', 'r', 'o', 'w']",b,r
"Q: Which letter does the word ""every"" start with? A:","['e', 'v', 'e', 'r', 'y']",e,v
"Write the first letter of the word ""left"": ","['l', 'e', 'f', 't']",l,e
"Q: What is the first letter of the word ""downstairs""? A:","['d', 'o', 'w', 'n', 's', 't', 'a', 'i', 'r', 's']",d,a
"Write the first letter of the word ""kite"": ","['k', 'i', 't', 'e']",k,i
"Write the first letter of the word ""chicken"": ","['c', 'h', 'i', 'c', 'k', 'e', 'n']",c,n
"Q: What is the first letter of the word ""grass""? A:","['g', 'r', 'a', 's', 's']",g,a
"Q: What is the first letter of the word ""it""? A:","['i', 't']",i,i
"Q: Which letter does the word ""leather"" start with? A:","['l', 'e', 'a', 't', 'h', 'e', 'r']",l,h
"Write the first letter of the word ""rice"": ","['r', 'i', 'c', 'e']",r,i
"Q: What is the first letter of the word ""straight""? A:","['s', 't', 'r', 'a', 'i', 'g', 'h', 't']",s,a
"Q: Which letter does the word ""have"" start with? A:","['h', 'a', 'v', 'e']",h,h
"Q: What is the first letter of the word ""cafeteria""? A:","['c', 'a', 'f', 'e', 't', 'e', 'r', 'i', 'a']",c,c
"Write the first letter of the word ""beautiful"": ","['b', 'e', 'a', 'u', 't', 'i', 'f', 'u', 'l']",b,f
"Write the first letter of the word ""several"": ","['s', 'e', 'v', 'e', 'r', 'a', 'l']",s,e
"Q: What is the first letter of the word ""diploma""? A:","['d', 'i', 'p', 'l', 'o', 'm', 'a']",d,i
"Q: What is the first letter of the word ""month""? A:","['m', 'o', 'n', 't', 'h']",m,h
"Q: What is the first letter of the word ""site""? A:","['s', 'i', 't', 'e']",s,i
"Write the first letter of the word ""cooking"": ","['c', 'o', 'o', 'k', 'i', 'n', 'g']",c,c
"Q: Which letter does the word ""cover"" start with? A:","['c', 'o', 'v', 'e', 'r']",c,r
"Write the first letter of the word ""broken"": ","['b', 'r', 'o', 'k', 'e', 'n']",b,o
"Write the first letter of the word ""guy"": ","['g', 'u', 'y']",g,u
"Q: Which letter does the word ""invite"" start with? A:","['i', 'n', 'v', 'i', 't', 'e']",i,v
"Q: What is the first letter of the word ""man""? A:","['m', 'a', 'n']",m,a
"Q: Which letter does the word ""television"" start with? A:","['t', 'e', 'l', 'e', 'v', 'i', 's', 'i', 'o', 'n']",t,o
"Q: Which letter does the word ""ice"" start with? A:","['i', 'c', 'e']",i,i
"Q: Which letter does the word ""swim"" start with? A:","['s', 'w', 'i', 'm']",s,i
"Q: What is the first letter of the word ""above""? A:","['a', 'b', 'o', 'v', 'e']",a,b
"Write the first letter of the word ""here"": ","['h', 'e', 'r', 'e']",h,r
"Q: What is the first letter of the word ""room""? A:","['r', 'o', 'o', 'm']",r,o
"Q: What is the first letter of the word ""singer""? A:","['s', 'i', 'n', 'g', 'e', 'r']",s,e
"Write the first letter of the word ""way"": ","['w', 'a', 'y']",w,a
"Q: What is the first letter of the word ""own""? A:","['o', 'w', 'n']",o,w
