Input,Options,Expected,Output (raw),Predicted
"F: Welches Wort ist kürzer, ""nach"" oder ""wertlos""? A:","['nach', 'wertlos']",nach,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W k ü r z e r , W "" n a c h "" W o d e r W "" w e r t l o s "" ? W a : UTT_BOUNDARY n a c h d e m W e r W s i c h W v o n W d e n W w",nachdem er sich von den w
"F: Welches Wort ist kürzer, ""darüber"" oder ""man""? A:","['darüber', 'man']",man,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W k ü r z e r , W "" d a r ü b e r "" W o d e r W "" m a n "" ? W a : UTT_BOUNDARY m a n W k a n n W n i c h t W v e r s t e h e n ,","man kann nicht verstehen,"
"F: Welches Wort ist kürzer, ""solches"" oder ""mehr""? A:","['solches', 'mehr']",mehr,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W k ü r z e r , W "" s o l c h e s "" W o d e r W "" m e h r "" ? W a : UTT_BOUNDARY m e h r W a l s W e i n W d r i t t e l W d e r W",mehr als ein drittel der 
"F: Welches Wort hat weniger Buchstaben, ""völlig"" oder ""in""? A:","['völlig', 'in']",in,"UTT_BOUNDARY f : W w e l c h e s W w o r t W h a t W w e n i g e r W b u c h s t a b e n , W "" v ö l l i g "" W o d e r W "" i n "" ? W a : UTT_BOUNDARY i n e "" ? W a : UTT_BOUNDARY","ine""? a:"
"Von den Wörtern ""lang"" und ""zwischen"", welches hat weniger Buchstaben? ","['lang', 'zwischen']",lang,"UTT_BOUNDARY v o n W d e n W w ö r t e r n W "" l a n g "" W u n d W "" z w i s c h e n "" , W w e l c h e s W h a t W w e n i g e r W b u c h s t a b e n ? UTT_BOUNDARY l a n g e n W s e l a s s e c h t e n ? UTT_BOUNDARY",langen selassechten?
"F: Welches Wort ist kürzer, ""ist"" oder ""solches""? A:","['ist', 'solches']",ist,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W k ü r z e r , W "" i s t "" W o d e r W "" s o l c h e s "" ? W a : UTT_BOUNDARY i s t W d a s W e i n W b e s o n d e r s W b e d",ist das ein besonders bed
"F: Welches Wort ist kürzer, ""Abschied"" oder ""der""? A:","['Abschied', 'der']",der,"UTT_BOUNDARY f : W w e l c h e s W w o r t W i s t W k ü r z e r , W "" a b s c h i e d "" W o d e r W "" d e r "" ? W a : UTT_BOUNDARY d e r W v o n W d e n W w ö r t e r n W "" b e e h","der von den wörtern ""beeh"
"Von den Wörtern ""viel"" und ""gespürt"", welches hat weniger Buchstaben? ","['viel', 'gespürt']",viel,"UTT_BOUNDARY v o n W d e n W w ö r t e r n W "" v i e l "" W u n d W "" g e s p ü r t "" , W w e l c h e s W h a t W w e n i g e r W b u c h s t a b e n ? UTT_BOUNDARY v i e l W b e s s b e i r u t a u s ü b l e b e e",viel bessbeirutausüblebee
"F: Welches Wort hat weniger Buchstaben, ""pulvrig"" oder ""da""? A:","['pulvrig', 'da']",da,"UTT_BOUNDARY f : W w e l c h e s W w o r t W h a t W w e n i g e r W b u c h s t a b e n , W "" p u l v r i g "" W o d e r W "" d a "" ? W a : UTT_BOUNDARY d a s W i s t W e i n W b i l d e r b e u t e n e",das ist ein bilderbeutene
"Von den Wörtern ""wurde"" und ""offensiv"", welches hat weniger Buchstaben? ","['wurde', 'offensiv']",wurde,"UTT_BOUNDARY v o n W d e n W w ö r t e r n W "" w u r d e "" W u n d W "" o f f e n s i v "" , W w e l c h e s W h a t W w e n i g e r W b u c h s t a b e n ? UTT_BOUNDARY w u r d e "" , W w e r W n o n e r s W "" w a r e n","wurde"", wer noners ""waren"
"Von den Wörtern ""bedrohen"" und ""wenn"", welches hat weniger Buchstaben? ","['bedrohen', 'wenn']",wenn,"UTT_BOUNDARY v o n W d e n W w ö r t e r n W "" b e d r o h e n "" W u n d W "" w e n n "" , W w e l c h e s W h a t W w e n i g e r W b u c h s t a b e n ? UTT_BOUNDARY w e n n W d u W d i c h W a u s t e r n i n e e i",wenn du dich austernineei
"F: Welches Wort hat weniger Buchstaben, ""jemand"" oder ""im""? A:","['jemand', 'im']",im,"UTT_BOUNDARY f : W w e l c h e s W w o r t W h a t W w e n i g e r W b u c h s t a b e n , W "" j e m a n d "" W o d e r W "" i m "" ? W a : UTT_BOUNDARY i m W s p i e l ? W "" w a r e n "" ? "" ? W a : UTT_BOUNDARY","im spiel? ""waren""?""? a:"
