Input,Options,Expected,Output (raw),Predicted
"Q: Which is a rhyme of the word ""baby"", ""maybe"" or ""war""? A:","['maybe', 'war']",maybe,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" b a b y "" , W "" m a y b e "" W o r W "" w a r "" ? W a : UTT_BOUNDARY w a r n i n g W t h e W w o r d W "" w a r n i n g","warning the word ""warning"
"Q: Which is a rhyme of the word ""bay"", ""advanced"" or ""away""? A:","['away', 'advanced']",away,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" b a y "" , W "" a d v a n c e d "" W o r W "" a w a y "" ? W a : UTT_BOUNDARY a w a y "" ? W a : UTT_BOUNDARY","away""? a:"
"Q: Which is a rhyme of the word ""not"", ""spot"" or ""individual""? A:","['spot', 'individual']",spot,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" n o t "" , W "" s p o t "" W o r W "" i n d i v i d u a l "" ? W a : UTT_BOUNDARY s p o t a n g e l "" ? W a : UTT_BOUNDARY","spotangel""? a:"
"Q: Which word rhymes with the word ""amusing"", ""confusing"" or ""frog""? A:","['confusing', 'frog']",confusing,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" a m u s i n g "" , W "" c o n f u s i n g "" W o r W "" f r o g "" ? W a : UTT_BOUNDARY c o n f u s i n g "" ? W a : UTT_BOUNDARY","confusing""? a:"
"Q: Of the words ""guitar"" and ""kitchen"", which one rhymes with ""bar""? A:","['guitar', 'kitchen']",guitar,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" g u i t a r "" W a n d W "" k i t c h e n "" , W w h i c h W o n e W r h y m e s W w i t h W "" b a r "" ? W a : UTT_BOUNDARY g u i t a r i s t "" ? W a : UTT_BOUNDARY","guitarist""? a:"
"Q: Which is a rhyme of the word ""pray"", ""stay"" or ""cold""? A:","['stay', 'cold']",stay,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" p r a y "" , W "" s t a y "" W o r W "" c o l d "" ? W a : UTT_BOUNDARY s t a y "" ? W a : UTT_BOUNDARY","stay""? a:"
"Q: Which is a rhyme of the word ""fur"", ""per"" or ""server""? A:","['per', 'server']",per,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" f u r "" , W "" p e r "" W o r W "" s e r v e r "" ? W a : UTT_BOUNDARY s e r v e d W b y W t h e W n a m e W "" t h e W w","served by the name ""the w"
"Q: Of the words ""sit"" and ""lighter"", which one rhymes with ""writer""? A:","['lighter', 'sit']",lighter,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" s i t "" W a n d W "" l i g h t e r "" , W w h i c h W o n e W r h y m e s W w i t h W "" w r i t e r "" ? W a : UTT_BOUNDARY s i t e d W t h e W l a r g e s t W w i n d W i n",sited the largest wind in
"Q: Which word rhymes with the word ""plastic"", ""guest"" or ""fantastic""? A:","['fantastic', 'guest']",fantastic,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" p l a s t i c "" , W "" g u e s t "" W o r W "" f a n t a s t i c "" ? W a : UTT_BOUNDARY f a n t a s t i c s a s m a l l y , W "" p e a c h","fantasticsasmally, ""peach"
"Q: Of the words ""guess"" and ""grass"", which one rhymes with ""press""? A:","['guess', 'grass']",guess,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" g u e s s "" W a n d W "" g r a s s "" , W w h i c h W o n e W r h y m e s W w i t h W "" p r e s s "" ? W a : UTT_BOUNDARY g u e s s i n g , W "" g u e s s "" ? W a : UTT_BOUNDARY","guessing, ""guess""? a:"
"Q: Of the words ""mouse"" and ""fight"", which one rhymes with ""house""? A:","['mouse', 'fight']",mouse,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" m o u s e "" W a n d W "" f i g h t "" , W w h i c h W o n e W r h y m e s W w i t h W "" h o u s e "" ? W a : UTT_BOUNDARY m o u s e "" ? W a : UTT_BOUNDARY","mouse""? a:"
"Q: Which word rhymes with the word ""southwest"", ""breast"" or ""cola""? A:","['breast', 'cola']",breast,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" s o u t h w e s t "" , W "" b r e a s t "" W o r W "" c o l a "" ? W a : UTT_BOUNDARY b r e a s t w o o d e n s b e r g e r "" ? W a : UTT_BOUNDARY","breastwoodensberger""? a:"
"Q: Which word rhymes with the word ""escape"", ""grape"" or ""quantity""? A:","['grape', 'quantity']",grape,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" e s c a p e "" , W "" g r a p e "" W o r W "" q u a n t i t y "" ? W a : UTT_BOUNDARY g r a p e W p r o p e r t y ? W a : UTT_BOUNDARY",grape property? a:
"Q: Which is a rhyme of the word ""beat"", ""wide"" or ""heat""? A:","['heat', 'wide']",heat,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" b e a t "" , W "" w i d e "" W o r W "" h e a t "" ? W a : UTT_BOUNDARY h e a t e r "" ? W a : UTT_BOUNDARY","heater""? a:"
"Q: Of the words ""sum"" and ""healthy"", which one rhymes with ""come""? A:","['sum', 'healthy']",sum,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" s u m "" W a n d W "" h e a l t h y "" , W w h i c h W o n e W r h y m e s W w i t h W "" c o m e "" ? W a : UTT_BOUNDARY s u m m e r "" ? W a : UTT_BOUNDARY","summer""? a:"
"Q: Which word rhymes with the word ""reason"", ""season"" or ""fail""? A:","['season', 'fail']",season,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" r e a s o n "" , W "" s e a s o n "" W o r W "" f a i l "" ? W a : UTT_BOUNDARY s e a s o n "" ? W a : UTT_BOUNDARY","season""? a:"
"Q: Which is a rhyme of the word ""rarely"", ""smoking"" or ""fairly""? A:","['fairly', 'smoking']",fairly,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" r a r e l y "" , W "" s m o k i n g "" W o r W "" f a i r l y "" ? W a : UTT_BOUNDARY f a i r l y W s u b s t a n t i a l l y "" ? W a :","fairly substantially""? a:"
