Input,Options,Expected,Output (raw),Predicted
"Q: Which is a rhyme of the word ""square"", ""fair"" or ""signature""? A:","['fair', 'signature']",fair,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" s q u a r e "" , W "" f a i r "" W o r W "" s i g n a t u r e "" ? W a : UTT_BOUNDARY f a i r l y W q u i c k l y ? W a : UTT_BOUNDARY",fairly quickly? a:
"Q: Which is a rhyme of the word ""score"", ""nightmare"" or ""war""? A:","['war', 'nightmare']",war,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" s c o r e "" , W "" n i g h t m a r e "" W o r W "" w a r "" ? W a : UTT_BOUNDARY w a r n i n g "" ? W a : UTT_BOUNDARY","warning""? a:"
"Q: Which is a rhyme of the word ""explain"", ""dolphin"" or ""plane""? A:","['plane', 'dolphin']",plane,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" e x p l a i n "" , W "" d o l p h i n "" W o r W "" p l a n e "" ? W a : UTT_BOUNDARY d o c u m e n t s "" ? W a : UTT_BOUNDARY","documents""? a:"
"Q: Which word rhymes with the word ""away"", ""weigh"" or ""subway""? A:","['weigh', 'subway']",weigh,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" a w a y "" , W "" w e i g h "" W o r W "" s u b w a y "" ? W a : UTT_BOUNDARY w e i g h t s , W w h i t e W r i d e r s "" ? W a","weights, white riders""? a"
"Q: Of the words ""open"" and ""routine"", which one rhymes with ""queen""? A:","['routine', 'open']",routine,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" o p e n "" W a n d W "" r o u t i n e "" , W w h i c h W o n e W r h y m e s W w i t h W "" q u e e n "" ? W a : UTT_BOUNDARY r o u t i n e "" ? W a : UTT_BOUNDARY","routine""? a:"
"Q: Which is a rhyme of the word ""meet"", ""net"" or ""delete""? A:","['delete', 'net']",delete,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" m e e t "" , W "" n e t "" W o r W "" d e l e t e "" ? W a : UTT_BOUNDARY d e l e t e "" ? W a : UTT_BOUNDARY","delete""? a:"
"Q: Which is a rhyme of the word ""few"", ""shampoo"" or ""nephew""? A:","['shampoo', 'nephew']",shampoo,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" f e w "" , W "" s h a m p o o "" W o r W "" n e p h e w "" ? W a : UTT_BOUNDARY s h a m p o o "" ? W a : UTT_BOUNDARY","shampoo""? a:"
"Q: Of the words ""dressed"" and ""priest"", which one rhymes with ""suggest""? A:","['dressed', 'priest']",dressed,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" d r e s s e d "" W a n d W "" p r i e s t "" , W w h i c h W o n e W r h y m e s W w i t h W "" s u g g e s t "" ? W a : UTT_BOUNDARY p r e s e n t a t i o n "" ? W a : UTT_BOUNDARY","presentation""? a:"
"Q: Which word rhymes with the word ""include"", ""food"" or ""ride""? A:","['food', 'ride']",food,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" i n c l u d e "" , W "" f o o d "" W o r W "" r i d e "" ? W a : UTT_BOUNDARY f o o d "" ? W a : UTT_BOUNDARY","food""? a:"
"Q: Of the words ""alone"" and ""clean"", which one rhymes with ""routine""? A:","['clean', 'alone']",clean,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" a l o n e "" W a n d W "" c l e a n "" , W w h i c h W o n e W r h y m e s W w i t h W "" r o u t i n e "" ? W a : UTT_BOUNDARY c l e a n e r "" ? W a : UTT_BOUNDARY","cleaner""? a:"
