Input,Options,Expected,Output (raw),Predicted
"Q: Which is a rhyme of the word ""routine"", ""hurt"" or ""scene""? A:","['scene', 'hurt']",scene,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" r o u t i n e "" , W "" h u r t "" W o r W "" s c e n e "" ? W a : UTT_BOUNDARY s c e n e "" ? W a : UTT_BOUNDARY","scene""? a:"
"Q: Which is a rhyme of the word ""wow"", ""announce"" or ""cow""? A:","['cow', 'announce']",cow,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" w o w "" , W "" a n n o u n c e "" W o r W "" c o w "" ? W a : UTT_BOUNDARY c o w e n "" ? W a : UTT_BOUNDARY","cowen""? a:"
"Q: Which is a rhyme of the word ""begin"", ""pin"" or ""couple""? A:","['pin', 'couple']",pin,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" b e g i n "" , W "" p i n "" W o r W "" c o u p l e "" ? W a : UTT_BOUNDARY p i n k i e W p i e c e s W o f W p i e c e "" ? W","pinkie pieces of piece""? "
"Q: Which word rhymes with the word ""frog"", ""diet"" or ""jog""? A:","['jog', 'diet']",jog,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" f r o g "" , W "" d i e t "" W o r W "" j o g "" ? W a : UTT_BOUNDARY j o g g e r "" ? W a : UTT_BOUNDARY","jogger""? a:"
"Q: Of the words ""discover"" and ""cinema"", which one rhymes with ""recover""? A:","['discover', 'cinema']",discover,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" d i s c o v e r "" W a n d W "" c i n e m a "" , W w h i c h W o n e W r h y m e s W w i t h W "" r e c o v e r "" ? W a : UTT_BOUNDARY d i s c o v e r "" ? W a : UTT_BOUNDARY","discover""? a:"
"Q: Which is a rhyme of the word ""thick"", ""feel"" or ""sick""? A:","['sick', 'feel']",sick,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" t h i c k "" , W "" f e e l "" W o r W "" s i c k "" ? W a : UTT_BOUNDARY s i c k l e "" ? W a : UTT_BOUNDARY","sickle""? a:"
"Q: Which is a rhyme of the word ""dancer"", ""cancer"" or ""television""? A:","['cancer', 'television']",cancer,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" d a n c e r "" , W "" c a n c e r "" W o r W "" t e l e v i s i o n "" ? W a : UTT_BOUNDARY c a n c e r "" ? W a : UTT_BOUNDARY","cancer""? a:"
"Q: Of the words ""nightclub"" and ""mess"", which one rhymes with ""stress""? A:","['mess', 'nightclub']",mess,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" n i g h t c l u b "" W a n d W "" m e s s "" , W w h i c h W o n e W r h y m e s W w i t h W "" s t r e s s "" ? W a : UTT_BOUNDARY m e s s a g e "" ? W a : UTT_BOUNDARY","message""? a:"
"Q: Which word rhymes with the word ""mean"", ""clean"" or ""bracelet""? A:","['clean', 'bracelet']",clean,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" m e a n "" , W "" c l e a n "" W o r W "" b r a c e l e t "" ? W a : UTT_BOUNDARY c l e a n e r ? W a : UTT_BOUNDARY",cleaner? a:
"Q: Of the words ""pan"" and ""tell"", which one rhymes with ""plan""? A:","['pan', 'tell']",pan,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" p a n "" W a n d W "" t e l l "" , W w h i c h W o n e W r h y m e s W w i t h W "" p l a n "" ? W a : UTT_BOUNDARY p a n t s y c o m b i a n s "" ? W a : UTT_BOUNDARY","pantsycombians""? a:"
"Q: Of the words ""stripe"" and ""dull"", which one rhymes with ""type""? A:","['stripe', 'dull']",stripe,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" s t r i p e "" W a n d W "" d u l l "" , W w h i c h W o n e W r h y m e s W w i t h W "" t y p e "" ? W a : UTT_BOUNDARY s t r i p e d W t r a n s c r i b e d W b y W "" c","striped transcribed by ""c"
"Q: Which word rhymes with the word ""truck"", ""luck"" or ""breakfast""? A:","['luck', 'breakfast']",luck,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" t r u c k "" , W "" l u c k "" W o r W "" b r e a k f a s t "" ? W a : UTT_BOUNDARY l u c k y ? W l u c k y ? W l u c k y ? W b r e a",lucky? lucky? lucky? brea
"Q: Which word rhymes with the word ""exchange"", ""location"" or ""strange""? A:","['strange', 'location']",strange,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" e x c h a n g e "" , W "" l o c a t i o n "" W o r W "" s t r a n g e "" ? W a : UTT_BOUNDARY s t r a n g e r "" ? W a : UTT_BOUNDARY","stranger""? a:"
"Q: Which is a rhyme of the word ""beat"", ""eastern"" or ""defeat""? A:","['defeat', 'eastern']",defeat,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" b e a t "" , W "" e a s t e r n "" W o r W "" d e f e a t "" ? W a : UTT_BOUNDARY d e f e a t e d W b y W t h e W p r o s e c u t i",defeated by the prosecuti
"Q: Of the words ""description"" and ""cigarette"", which one rhymes with ""prescription""? A:","['description', 'cigarette']",description,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" d e s c r i p t i o n "" W a n d W "" c i g a r e t t e "" , W w h i c h W o n e W r h y m e s W w i t h W "" p r e s c r i p t i o n "" ? W a : UTT_BOUNDARY d e s c r i p t i o n "" ? W a : UTT_BOUNDARY","description""? a:"
"Q: Which word rhymes with the word ""ferry"", ""sex"" or ""very""? A:","['very', 'sex']",very,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" f e r r y "" , W "" s e x "" W o r W "" v e r y "" ? W a : UTT_BOUNDARY v e r y W f a i r l y "" ? W a : UTT_BOUNDARY","very fairly""? a:"
"Q: Which is a rhyme of the word ""blank"", ""thank"" or ""dot""? A:","['thank', 'dot']",thank,"UTT_BOUNDARY q : W w h i c h W i s W a W r h y m e W o f W t h e W w o r d W "" b l a n k "" , W "" t h a n k "" W o r W "" d o t "" ? W a : UTT_BOUNDARY t h a n k s , W t h a n k s g i v i n g "" ? W a :","thanks, thanksgiving""? a:"
"Q: Which word rhymes with the word ""thick"", ""trick"" or ""dead""? A:","['trick', 'dead']",trick,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" t h i c k "" , W "" t r i c k "" W o r W "" d e a d "" ? W a : UTT_BOUNDARY t r i c k s "" ? W a : UTT_BOUNDARY","tricks""? a:"
"Q: Of the words ""possessive"" and ""main"", which one rhymes with ""rain""? A:","['main', 'possessive']",main,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" p o s s e s s i v e "" W a n d W "" m a i n "" , W w h i c h W o n e W r h y m e s W w i t h W "" r a i n "" ? W a : UTT_BOUNDARY m a i n t a i n "" ? W a : UTT_BOUNDARY","maintain""? a:"
"Q: Of the words ""identification"" and ""connect"", which one rhymes with ""application""? A:","['identification', 'connect']",identification,"UTT_BOUNDARY q : W o f W t h e W w o r d s W "" i d e n t i f i c a t i o n "" W a n d W "" c o n n e c t "" , W w h i c h W o n e W r h y m e s W w i t h W "" a p p l i c a t i o n "" ? W a : UTT_BOUNDARY i d e n t i f i c a t i o n "" ? W a : UTT_BOUNDARY","identification""? a:"
"Q: Which word rhymes with the word ""hold"", ""cry"" or ""fold""? A:","['fold', 'cry']",fold,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" h o l d "" , W "" c r y "" W o r W "" f o l d "" ? W a : UTT_BOUNDARY f o l d e r s h i p "" ? W a : UTT_BOUNDARY","foldership""? a:"
"Q: Which word rhymes with the word ""dish"", ""fish"" or ""blogger""? A:","['fish', 'blogger']",fish,"UTT_BOUNDARY q : W w h i c h W w o r d W r h y m e s W w i t h W t h e W w o r d W "" d i s h "" , W "" f i s h "" W o r W "" b l o g g e r "" ? W a : UTT_BOUNDARY f i s h i n g "" ? W a : UTT_BOUNDARY","fishing""? a:"
