Input,Expected,Predicted
"Q: Which is a rhyme of the word ""routine"", ""hurt"" or ""scene""? A:",scene,scene?
"Q: Which is a rhyme of the word ""wow"", ""announce"" or ""cow""? A:",cow,"cow, announcer, announcer"
"Q: Which is a rhyme of the word ""begin"", ""pin"" or ""couple""? A:",pin,pin?
"Q: Which word rhymes with the word ""frog"", ""diet"" or ""jog""? A:",jog,diet?
"Q: Of the words ""discover"" and ""cinema"", which one rhymes with ""recover""? A:",discover,"discover""? a:"
"Q: Which is a rhyme of the word ""thick"", ""feel"" or ""sick""? A:",sick,feel sick? a:
"Q: Which is a rhyme of the word ""dancer"", ""cancer"" or ""television""? A:",cancer,cancer?
"Q: Of the words ""nightclub"" and ""mess"", which one rhymes with ""stress""? A:",mess,mess?
"Q: Which word rhymes with the word ""mean"", ""clean"" or ""bracelet""? A:",clean,bracelet?
"Q: Of the words ""pan"" and ""tell"", which one rhymes with ""plan""? A:",pan,"tell""? a:"
"Q: Of the words ""stripe"" and ""dull"", which one rhymes with ""type""? A:",stripe,stripe? a:
"Q: Which word rhymes with the word ""truck"", ""luck"" or ""breakfast""? A:",luck,"luck""? a:"
"Q: Which word rhymes with the word ""exchange"", ""location"" or ""strange""? A:",strange,strange? a:
"Q: Which is a rhyme of the word ""beat"", ""eastern"" or ""defeat""? A:",defeat,defeat?
"Q: Of the words ""description"" and ""cigarette"", which one rhymes with ""prescription""? A:",description,cigarette?
"Q: Which word rhymes with the word ""ferry"", ""sex"" or ""very""? A:",very,sex?
"Q: Which is a rhyme of the word ""blank"", ""thank"" or ""dot""? A:",thank,dot? a:
"Q: Which word rhymes with the word ""thick"", ""trick"" or ""dead""? A:",trick,"dead""? a:"
"Q: Of the words ""possessive"" and ""main"", which one rhymes with ""rain""? A:",main,possessive?
"Q: Of the words ""identification"" and ""connect"", which one rhymes with ""application""? A:",identification,"connection""? a:"
"Q: Which word rhymes with the word ""hold"", ""cry"" or ""fold""? A:",fold,fold? a:
"Q: Which word rhymes with the word ""dish"", ""fish"" or ""blogger""? A:",fish,blogger? a:
"Q: Which word rhymes with the word ""morning"", ""warning"" or ""per""? A:",warning,warning? a:
"Q: Of the words ""sick"" and ""coat"", which one rhymes with ""stick""? A:",sick,sick? a:
"Q: Which is a rhyme of the word ""pretty"", ""city"" or ""dangerous""? A:",city,dangerous?
"Q: Of the words ""house"" and ""definitely"", which one rhymes with ""blouse""? A:",house,"definitely""? a:"
"Q: Of the words ""pollution"" and ""trumpet"", which one rhymes with ""solution""? A:",pollution,trumpet? a:
"Q: Which is a rhyme of the word ""warning"", ""morning"" or ""nightmare""? A:",morning,"morningmare""? a:"
"Q: Which word rhymes with the word ""lamp"", ""camp"" or ""newspaper""? A:",camp,"camp""? a:"
"Q: Which is a rhyme of the word ""fare"", ""sing"" or ""square""? A:",square,"square, ""square""? a:"
"Q: Which is a rhyme of the word ""child"", ""green"" or ""mild""? A:",mild,"mild""? a:"
"Q: Which is a rhyme of the word ""camp"", ""stamp"" or ""reader""? A:",stamp,"reader""? a:"
"Q: Which word rhymes with the word ""join"", ""professional"" or ""coin""? A:",coin,coin?
"Q: Of the words ""speech"" and ""purpose"", which one rhymes with ""each""? A:",speech,purpose? a:
"Q: Which word rhymes with the word ""hut"", ""cut"" or ""bookcase""? A:",cut,bookcase?
"Q: Which word rhymes with the word ""possibility"", ""ability"" or ""feed""? A:",ability,feed?
"Q: Of the words ""wrap"" and ""quiet"", which one rhymes with ""diet""? A:",quiet,wrap? a:
"Q: Which word rhymes with the word ""much"", ""touch"" or ""author""? A:",touch,"touch""? a:"
"Q: Which word rhymes with the word ""bury"", ""careful"" or ""scary""? A:",scary,scary? a:
"Q: Which is a rhyme of the word ""bury"", ""careful"" or ""scary""? A:",scary,scary? a:
"Q: Which word rhymes with the word ""situation"", ""application"" or ""sweet""? A:",application,"situation""? a:"
"Q: Which word rhymes with the word ""anymore"", ""swim"" or ""store""? A:",store,store?
"Q: Which word rhymes with the word ""car"", ""offense"" or ""star""? A:",star,"star""? a:"
"Q: Which word rhymes with the word ""pin"", ""escape"" or ""chin""? A:",chin,chin?
"Q: Which is a rhyme of the word ""far"", ""car"" or ""attach""? A:",car,car?
"Q: Which is a rhyme of the word ""knit"", ""birthday"" or ""hit""? A:",hit,"hit""? a:"
"Q: Of the words ""mix"" and ""racket"", which one rhymes with ""fix""? A:",mix,"mix""? a:"
"Q: Which word rhymes with the word ""sir"", ""dusty"" or ""stir""? A:",stir,stir? a:
"Q: Of the words ""policewoman"" and ""grill"", which one rhymes with ""bill""? A:",grill,"grill, grill, grill, gril"
"Q: Which is a rhyme of the word ""routine"", ""machine"" or ""granddad""? A:",machine,"granddaddy""? a:"
"Q: Which is a rhyme of the word ""drink"", ""link"" or ""sheet""? A:",link,sheet? a:
"Q: Of the words ""union"" and ""bit"", which one rhymes with ""fit""? A:",bit,"bit""? a:"
"Q: Which word rhymes with the word ""pill"", ""still"" or ""online""? A:",still,online?
"Q: Of the words ""cupboard"" and ""city"", which one rhymes with ""pretty""? A:",city,"city""? a:"
"Q: Which word rhymes with the word ""letter"", ""guidebook"" or ""sweater""? A:",sweater,"sweater""? a:"
"Q: Of the words ""health"" and ""fly"", which one rhymes with ""apply""? A:",fly,"fly, fly, fly""? a:"
"Q: Which is a rhyme of the word ""wear"", ""engaged"" or ""bear""? A:",bear,bear?
"Q: Which word rhymes with the word ""main"", ""drum"" or ""explain""? A:",explain,drum?
"Q: Of the words ""put"" and ""water"", which one rhymes with ""daughter""? A:",water,"put"" and ""water""? a:"
"Q: Which is a rhyme of the word ""check"", ""kilo"" or ""deck""? A:",deck,"kilo"" or ""deck""? a:"
"Q: Which word rhymes with the word ""pile"", ""mile"" or ""television""? A:",mile,"mile""? a:"
"Q: Which word rhymes with the word ""deliver"", ""afraid"" or ""river""? A:",river,"afraid""? a:"
"Q: Which word rhymes with the word ""mess"", ""ceiling"" or ""chess""? A:",chess,chess?
"Q: Which word rhymes with the word ""plastic"", ""composition"" or ""fantastic""? A:",fantastic,"fantastic""? a:"
"Q: Which word rhymes with the word ""switch"", ""undress"" or ""rich""? A:",rich,rich? a:
"Q: Which is a rhyme of the word ""full"", ""meter"" or ""bull""? A:",bull,bull?
