Input,Options,Expected,Output (raw),Predicted
"Q: What is the word most related to the word ""animals"" from the words ""pineapple"", ""duck"", ""banana"", ""peach"", and ""pear""? A:","['duck', 'pineapple', 'banana', 'peach', 'pear']",duck,"UTT_BOUNDARY q: what is the word most related to the word ""animals"" from the words ""pineapple"", ""duck"", ""banana"", ""peach"", and ""pear""? a:UTT_BOUNDARY duck duck is the only", duck duck is the only
"Q: What is the word most related to the word ""vehicles"" from the words ""train"", ""rabbit"", ""fish"", ""chicken"", and ""cat""? A:","['train', 'rabbit', 'fish', 'chicken', 'cat']",train,"UTT_BOUNDARY q: what is the word most related to the word ""vehicles"" from the words ""train"", ""rabbit"", ""fish"", ""chicken"", and ""cat""? a:UTT_BOUNDARY train train"", what is"," train train"", what is"
"Q: What is the word most related to the word ""animals"" from the words ""skirt"", ""sweater"", ""goat"", ""shorts"", and ""jeans""? A:","['goat', 'skirt', 'sweater', 'shorts', 'jeans']",goat,"UTT_BOUNDARY q: what is the word most related to the word ""animals"" from the words ""skirt"", ""sweater"", ""goat"", ""shorts"", and ""jeans""? a:UTT_BOUNDARY goat"", ""jacket"," goat"", ""jacket"
"Q: Of the words ""train"", ""socks"", ""skirt"", ""pants"", and ""jacket"", what is the word most commonly associated with ""vehicles""? A:","['train', 'socks', 'skirt', 'pants', 'jacket']",train,"UTT_BOUNDARY q: of the words ""train"", ""socks"", ""skirt"", ""pants"", and ""jacket"", what is the word most commonly associated with ""vehicles""? a:UTT_BOUNDARY train is the busiest", train is the busiest
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""mango"", ""dog"", ""fish"", ""rabbit"", ""cow"": ","['mango', 'dog', 'fish', 'rabbit', 'cow']",mango,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""fruit"" - ""mango"", ""dog"", ""fish"", ""rabbit"", ""cow"":UTT_BOUNDARY mangoat"", """," mangoat"", """
"Q: What is the word most related to the word ""fruit"" from the words ""watermelon"", ""car"", ""tram"", ""van"", and ""train""? A:","['watermelon', 'car', 'tram', 'van', 'train']",watermelon,"UTT_BOUNDARY q: what is the word most related to the word ""fruit"" from the words ""watermelon"", ""car"", ""tram"", ""van"", and ""train""? a:UTT_BOUNDARY watermelon"", what is"," watermelon"", what is"
"Q: What is the word most related to the word ""fruit"" from the words ""table"", ""bed"", ""bookcase"", ""desk"", and ""lemon""? A:","['lemon', 'table', 'bed', 'bookcase', 'desk']",lemon,"UTT_BOUNDARY q: what is the word most related to the word ""fruit"" from the words ""table"", ""bed"", ""bookcase"", ""desk"", and ""lemon""? a:UTT_BOUNDARY lemon"", what is the"," lemon"", what is the"
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""bed"", ""rabbit"", ""bookcase"", ""table"", ""chair"": ","['rabbit', 'bed', 'bookcase', 'table', 'chair']",rabbit,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""animals"" - ""bed"", ""rabbit"", ""bookcase"", ""table"", ""chair"":UTT_BOUNDARY rabbit"":UTT_BOUNDARY"," rabbit"":"
"Q: Of the words ""mango"", ""watermelon"", ""melon"", ""strawberry"", and ""table"", what is the word most commonly associated with ""furniture""? A:","['table', 'mango', 'watermelon', 'melon', 'strawberry']",table,"UTT_BOUNDARY q: of the words ""mango"", ""watermelon"", ""melon"", ""strawberry"", and ""table"", what is the word most commonly associated with ""furniture""? a:UTT_BOUNDARY tablet' of the", tablet' of the
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""motorcycle"", ""chair"", ""tractor"": ","['chair', 'truck', 'train', 'motorcycle', 'tractor']",chair,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""motorcycle"", ""chair"", ""tractor"":UTT_BOUNDARY armchair"", ""car"," armchair"", ""car"
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""bookcase"", ""couch"", ""armchair"", ""cat"", ""bed"": ","['cat', 'bookcase', 'couch', 'armchair', 'bed']",cat,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""animals"" - ""bookcase"", ""couch"", ""armchair"", ""cat"", ""bed"":UTT_BOUNDARY cat"" and ""go"," cat"" and ""go"
"Q: Of the words ""sofa"", ""car"", ""tram"", ""bus"", and ""van"", what is the word most commonly associated with ""furniture""? A:","['sofa', 'car', 'tram', 'bus', 'van']",sofa,"UTT_BOUNDARY q: of the words ""sofa"", ""car"", ""tram"", ""bus"", and ""van"", what is the word most commonly associated with ""furniture""? a:UTT_BOUNDARY sofa, "" bed"","," sofa, "" bed"","
"Q: Of the words ""dog"", ""fish"", ""cat"", ""socks"", and ""mouse"", what is the word most commonly associated with ""clothes""? A:","['socks', 'dog', 'fish', 'cat', 'mouse']",socks,"UTT_BOUNDARY q: of the words ""dog"", ""fish"", ""cat"", ""socks"", and ""mouse"", what is the word most commonly associated with ""clothes""? a:UTT_BOUNDARY socks' jacket is a", socks' jacket is a
"Q: What is the word most related to the word ""furniture"" from the words ""jeans"", ""coat"", ""socks"", ""pants"", and ""bed""? A:","['bed', 'jeans', 'coat', 'socks', 'pants']",bed,"UTT_BOUNDARY q: what is the word most related to the word ""furniture"" from the words ""jeans"", ""coat"", ""socks"", ""pants"", and ""bed""? a:UTT_BOUNDARY bedplace"", what is"," bedplace"", what is"
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""desk"", ""socks"", ""sweater"", ""jacket"", ""jeans"": ","['desk', 'socks', 'sweater', 'jacket', 'jeans']",desk,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""furniture"" - ""desk"", ""socks"", ""sweater"", ""jacket"", ""jeans"":UTT_BOUNDARY desktop:UTT_BOUNDARY", desktop:
"Q: Of the words ""jeans"", ""sweater"", ""pants"", ""chicken"", and ""shirt"", what is the word most commonly associated with ""animals""? A:","['chicken', 'jeans', 'sweater', 'pants', 'shirt']",chicken,"UTT_BOUNDARY q: of the words ""jeans"", ""sweater"", ""pants"", ""chicken"", and ""shirt"", what is the word most commonly associated with ""animals""? a:UTT_BOUNDARY chicken"", ""jacket"," chicken"", ""jacket"
"Q: What is the word most related to the word ""furniture"" from the words ""van"", ""truck"", ""bed"", ""motorcycle"", and ""bus""? A:","['bed', 'van', 'truck', 'motorcycle', 'bus']",bed,"UTT_BOUNDARY q: what is the word most related to the word ""furniture"" from the words ""van"", ""truck"", ""bed"", ""motorcycle"", and ""bus""? a:UTT_BOUNDARY bedford cathedral is the", bedford cathedral is the
"Q: Of the words ""motorcycle"", ""tram"", ""van"", ""shirt"", and ""train"", what is the word most commonly associated with ""clothes""? A:","['shirt', 'motorcycle', 'tram', 'van', 'train']",shirt,"UTT_BOUNDARY q: of the words ""motorcycle"", ""tram"", ""van"", ""shirt"", and ""train"", what is the word most commonly associated with ""clothes""? a:UTT_BOUNDARY shirt"", ""tractor"," shirt"", ""tractor"
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""chicken"", ""fish"", ""cow"", ""goat"", ""pear"": ","['pear', 'chicken', 'fish', 'cow', 'goat']",pear,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""fruit"" - ""chicken"", ""fish"", ""cow"", ""goat"", ""pear"":UTT_BOUNDARY pearpecker""]."""," pearpecker""]."""
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""peach"", ""apple"", ""pineapple"", ""fish"", ""mango"": ","['fish', 'peach', 'apple', 'pineapple', 'mango']",fish,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""animals"" - ""peach"", ""apple"", ""pineapple"", ""fish"", ""mango"":UTT_BOUNDARY fish:UTT_BOUNDARY", fish:
"Q: Of the words ""duck"", ""motorcycle"", ""bus"", ""van"", and ""tram"", what is the word most commonly associated with ""animals""? A:","['duck', 'motorcycle', 'bus', 'van', 'tram']",duck,"UTT_BOUNDARY q: of the words ""duck"", ""motorcycle"", ""bus"", ""van"", and ""tram"", what is the word most commonly associated with ""animals""? a:UTT_BOUNDARY duck duck, a pig"," duck duck, a pig"
"Q: Of the words ""armchair"", ""bed"", ""sofa"", ""chair"", and ""sweater"", what is the word most commonly associated with ""clothes""? A:","['sweater', 'armchair', 'bed', 'sofa', 'chair']",sweater,"UTT_BOUNDARY q: of the words ""armchair"", ""bed"", ""sofa"", ""chair"", and ""sweater"", what is the word most commonly associated with ""clothes""? a:UTT_BOUNDARY dress, ""bed"","," dress, ""bed"","
"Q: Of the words ""bus"", ""mouse"", ""goat"", ""cow"", and ""cat"", what is the word most commonly associated with ""vehicles""? A:","['bus', 'mouse', 'goat', 'cow', 'cat']",bus,"UTT_BOUNDARY q: of the words ""bus"", ""mouse"", ""goat"", ""cow"", and ""cat"", what is the word most commonly associated with ""vehicles""? a:UTT_BOUNDARY bushehr is the", bushehr is the
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""tram"", ""bus"", ""table"": ","['table', 'truck', 'train', 'tram', 'bus']",table,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""tram"", ""bus"", ""table"":UTT_BOUNDARY tablet school"", """," tablet school"", """
"Q: What is the word most related to the word ""animals"" from the words ""cow"", ""motorcycle"", ""bus"", ""train"", and ""van""? A:","['cow', 'motorcycle', 'bus', 'train', 'van']",cow,"UTT_BOUNDARY q: what is the word most related to the word ""animals"" from the words ""cow"", ""motorcycle"", ""bus"", ""train"", and ""van""? a:UTT_BOUNDARY cowboys""? a:"," cowboys""? a:"
"Of the following words, choose the word most commonly associated with the word ""vehicles"" - ""mango"", ""car"", ""peach"", ""strawberry"", ""apple"": ","['car', 'mango', 'peach', 'strawberry', 'apple']",car,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""vehicles"" - ""mango"", ""car"", ""peach"", ""strawberry"", ""apple"":UTT_BOUNDARY carolynomic", carolynomic
"Of the following words, choose the word most commonly associated with the word ""vehicles"" - ""bus"", ""shirt"", ""coat"", ""sweater"", ""shorts"": ","['bus', 'shirt', 'coat', 'sweater', 'shorts']",bus,"UTT_BOUNDARY of the following words, choose the word most commonly associated with the word ""vehicles"" - ""bus"", ""shirt"", ""coat"", ""sweater"", ""shorts"":UTT_BOUNDARY bushy"", ""coat"," bushy"", ""coat"
