Input,Options,Expected,Output (raw),Predicted
"Q: Which word is shorter, ""daily"" or ""use""? A:","['daily', 'use']",use,"UTT_BOUNDARY q: which word is shorter, ""daily"" or ""use""? a:UTT_BOUNDARY use it. a:", use it. a:
"Q: Which word is shorter, ""chemistry"" or ""drawing""? A:","['chemistry', 'drawing']",drawing,"UTT_BOUNDARY q: which word is shorter, ""chemistry"" or ""drawing""? a:UTT_BOUNDARY drawing"" or ""drawing"," drawing"" or ""drawing"
"Q: Which word is shorter, ""drawing"" or ""neighbor""? A:","['drawing', 'neighbor']",drawing,"UTT_BOUNDARY q: which word is shorter, ""drawing"" or ""neighbor""? a:UTT_BOUNDARY drawing""? a:UTT_BOUNDARY"," drawing""? a:"
"Q: Which word has fewer letters, ""half"" or ""age""? A:","['half', 'age']",age,"UTT_BOUNDARY q: which word has fewer letters, ""half"" or ""age""? a:UTT_BOUNDARY age. ""an"""," age. ""an"""
"Q: Of the words ""out"" and ""paint"" which one has fewer letters? A:","['out', 'paint']",out,"UTT_BOUNDARY q: of the words ""out"" and ""paint"" which one has fewer letters? a:UTT_BOUNDARY outsiders. a", outsiders. a
"Q: Which word is shorter, ""customer"" or ""problem""? A:","['customer', 'problem']",problem,"UTT_BOUNDARY q: which word is shorter, ""customer"" or ""problem""? a:UTT_BOUNDARY problem with the word """," problem with the word """
"Q: Which word is shorter, ""daughter"" or ""exactly""? A:","['daughter', 'exactly']",exactly,"UTT_BOUNDARY q: which word is shorter, ""daughter"" or ""exactly""? a:UTT_BOUNDARY to be honest, to"," to be honest, to"
"Q: Of the words ""form"" and ""us"" which one has fewer letters? A:","['form', 'us']",us,"UTT_BOUNDARY q: of the words ""form"" and ""us"" which one has fewer letters? a:UTT_BOUNDARY us? a:UTT_BOUNDARY", us? a:
"Q: Which word has fewer letters, ""me"" or ""soft""? A:","['me', 'soft']",me,"UTT_BOUNDARY q: which word has fewer letters, ""me"" or ""soft""? a:UTT_BOUNDARY me a favor. """," me a favor. """
"Q: Of the words ""behind"" and ""last"" which one has fewer letters? A:","['behind', 'last']",last,"UTT_BOUNDARY q: of the words ""behind"" and ""last"" which one has fewer letters? a:UTT_BOUNDARY lastname? a:", lastname? a:
"Q: Of the words ""below"" and ""die"" which one has fewer letters? A:","['below', 'die']",die,"UTT_BOUNDARY q: of the words ""below"" and ""die"" which one has fewer letters? a:UTT_BOUNDARY fly up and down.", fly up and down.
"Q: Which word has fewer letters, ""about"" or ""aunt""? A:","['about', 'aunt']",aunt,"UTT_BOUNDARY q: which word has fewer letters, ""about"" or ""aunt""? a:UTT_BOUNDARY aunties""? a:"," aunties""? a:"
"Q: Which word has fewer letters, ""of"" or ""aunt""? A:","['of', 'aunt']",of,"UTT_BOUNDARY q: which word has fewer letters, ""of"" or ""aunt""? a:UTT_BOUNDARY of the words ""wor"," of the words ""wor"
"Q: Which word is shorter, ""outside"" or ""might""? A:","['outside', 'might']",might,"UTT_BOUNDARY q: which word is shorter, ""outside"" or ""might""? a:UTT_BOUNDARY might be a dream"""," might be a dream"""
"Q: Of the words ""factory"" and ""theirs"" which one has fewer letters? A:","['factory', 'theirs']",theirs,"UTT_BOUNDARY q: of the words ""factory"" and ""theirs"" which one has fewer letters? a:UTT_BOUNDARY theirs? a:UTT_BOUNDARY", theirs? a:
"Q: Which word has fewer letters, ""word"" or ""jam""? A:","['word', 'jam']",jam,"UTT_BOUNDARY q: which word has fewer letters, ""word"" or ""jam""? a:UTT_BOUNDARY jam""? a:UTT_BOUNDARY"," jam""? a:"
"Q: Which word is shorter, ""boyfriend"" or ""himself""? A:","['boyfriend', 'himself']",himself,"UTT_BOUNDARY q: which word is shorter, ""boyfriend"" or ""himself""? a:UTT_BOUNDARY boy, boy, boy"," boy, boy, boy"
"Q: Which word has fewer letters, ""makeup"" or ""uncle""? A:","['makeup', 'uncle']",uncle,"UTT_BOUNDARY q: which word has fewer letters, ""makeup"" or ""uncle""? a:UTT_BOUNDARY uncle"" or ""post"," uncle"" or ""post"
"Q: Of the words ""so"" and ""box"" which one has fewer letters? A:","['so', 'box']",so,"UTT_BOUNDARY q: of the words ""so"" and ""box"" which one has fewer letters? a:UTT_BOUNDARY box. a:UTT_BOUNDARY", box. a:
"Q: Of the words ""blanket"" and ""neighbor"" which one has fewer letters? A:","['blanket', 'neighbor']",blanket,"UTT_BOUNDARY q: of the words ""blanket"" and ""neighbor"" which one has fewer letters? a:UTT_BOUNDARY blanket? a:UTT_BOUNDARY", blanket? a:
"Q: Which word has fewer letters, ""normal"" or ""musical""? A:","['normal', 'musical']",normal,"UTT_BOUNDARY q: which word has fewer letters, ""normal"" or ""musical""? a:UTT_BOUNDARY normal normal voice. a", normal normal voice. a
"Q: Which word has fewer letters, ""bear"" or ""by""? A:","['bear', 'by']",by,"UTT_BOUNDARY q: which word has fewer letters, ""bear"" or ""by""? a:UTT_BOUNDARY by"" or ""fire"," by"" or ""fire"
"Q: Which word has fewer letters, ""rice"" or ""oh""? A:","['rice', 'oh']",oh,"UTT_BOUNDARY q: which word has fewer letters, ""rice"" or ""oh""? a:UTT_BOUNDARY oh, oh, oh"," oh, oh, oh"
"Q: Of the words ""dangerous"" and ""drawing"" which one has fewer letters? A:","['dangerous', 'drawing']",drawing,"UTT_BOUNDARY q: of the words ""dangerous"" and ""drawing"" which one has fewer letters? a:UTT_BOUNDARY drawing up a story to", drawing up a story to
"Q: Which word is shorter, ""dinosaur"" or ""anymore""? A:","['dinosaur', 'anymore']",anymore,"UTT_BOUNDARY q: which word is shorter, ""dinosaur"" or ""anymore""? a:UTT_BOUNDARY anymore""? a:UTT_BOUNDARY"," anymore""? a:"
"Q: Of the words ""my"" and ""aunt"" which one has fewer letters? A:","['my', 'aunt']",my,"UTT_BOUNDARY q: of the words ""my"" and ""aunt"" which one has fewer letters? a:UTT_BOUNDARY my husband. ""do"," my husband. ""do"
"Q: Of the words ""lunch"" and ""castle"" which one has fewer letters? A:","['lunch', 'castle']",lunch,"UTT_BOUNDARY q: of the words ""lunch"" and ""castle"" which one has fewer letters? a:UTT_BOUNDARY bed. a:UTT_BOUNDARY", bed. a:
"Q: Which word is shorter, ""history"" or ""neighbor""? A:","['history', 'neighbor']",history,"UTT_BOUNDARY q: which word is shorter, ""history"" or ""neighbor""? a:UTT_BOUNDARY history of the song.", history of the song.
"Q: Which word has fewer letters, ""windy"" or ""bye""? A:","['windy', 'bye']",bye,"UTT_BOUNDARY q: which word has fewer letters, ""windy"" or ""bye""? a:UTT_BOUNDARY bye bye"" or """," bye bye"" or """
"Q: Which word is shorter, ""stomach"" or ""travel""? A:","['stomach', 'travel']",travel,"UTT_BOUNDARY q: which word is shorter, ""stomach"" or ""travel""? a:UTT_BOUNDARY stomach ache or water.", stomach ache or water.
"Q: Which word is shorter, ""yourself"" or ""instead""? A:","['yourself', 'instead']",instead,"UTT_BOUNDARY q: which word is shorter, ""yourself"" or ""instead""? a:UTT_BOUNDARY instead of just hanging out", instead of just hanging out
"Q: Which word is shorter, ""details"" or ""advice""? A:","['details', 'advice']",advice,"UTT_BOUNDARY q: which word is shorter, ""details"" or ""advice""? a:UTT_BOUNDARY advice on a saturday or", advice on a saturday or
"Q: Which word has fewer letters, ""set"" or ""move""? A:","['set', 'move']",set,"UTT_BOUNDARY q: which word has fewer letters, ""set"" or ""move""? a:UTT_BOUNDARY try to get to the", try to get to the
"Q: Of the words ""twice"" and ""cat"" which one has fewer letters? A:","['twice', 'cat']",cat,"UTT_BOUNDARY q: of the words ""twice"" and ""cat"" which one has fewer letters? a:UTT_BOUNDARY catfish. a:", catfish. a:
"Q: Which word has fewer letters, ""holiday"" or ""spring""? A:","['holiday', 'spring']",spring,"UTT_BOUNDARY q: which word has fewer letters, ""holiday"" or ""spring""? a:UTT_BOUNDARY springtime? a:", springtime? a:
"Q: Which word has fewer letters, ""listen"" or ""sandwich""? A:","['listen', 'sandwich']",listen,"UTT_BOUNDARY q: which word has fewer letters, ""listen"" or ""sandwich""? a:UTT_BOUNDARY listener. a:", listener. a:
"Q: Of the words ""me"" and ""win"" which one has fewer letters? A:","['me', 'win']",me,"UTT_BOUNDARY q: of the words ""me"" and ""win"" which one has fewer letters? a:UTT_BOUNDARY me. ""this is"," me. ""this is"
"Q: Which word has fewer letters, ""kilogram"" or ""project""? A:","['kilogram', 'project']",project,"UTT_BOUNDARY q: which word has fewer letters, ""kilogram"" or ""project""? a:UTT_BOUNDARY subjective noise, a"," subjective noise, a"
"Q: Which word has fewer letters, ""slow"" or ""by""? A:","['slow', 'by']",by,"UTT_BOUNDARY q: which word has fewer letters, ""slow"" or ""by""? a:UTT_BOUNDARY by"" or ""be"," by"" or ""be"
"Q: Which word is shorter, ""slow"" or ""by""? A:","['slow', 'by']",by,"UTT_BOUNDARY q: which word is shorter, ""slow"" or ""by""? a:UTT_BOUNDARY by"" or ""be"," by"" or ""be"
"Q: Which word has fewer letters, ""case"" or ""plane""? A:","['case', 'plane']",case,"UTT_BOUNDARY q: which word has fewer letters, ""case"" or ""plane""? a:UTT_BOUNDARY plane""? a:UTT_BOUNDARY"," plane""? a:"
"Q: Which word has fewer letters, ""police"" or ""anymore""? A:","['police', 'anymore']",police,"UTT_BOUNDARY q: which word has fewer letters, ""police"" or ""anymore""? a:UTT_BOUNDARY police station""? a:"," police station""? a:"
"Q: Which word has fewer letters, ""itself"" or ""movie""? A:","['itself', 'movie']",movie,"UTT_BOUNDARY q: which word has fewer letters, ""itself"" or ""movie""? a:UTT_BOUNDARY person who has been nominated", person who has been nominated
"Q: Which word has fewer letters, ""change"" or ""steak""? A:","['change', 'steak']",steak,"UTT_BOUNDARY q: which word has fewer letters, ""change"" or ""steak""? a:UTT_BOUNDARY steak, an' a"," steak, an' a"
