Input,Options,Expected,Output (raw),Predicted
"Q: What is the word least related to the word ""fruit"" from the words ""pineapple"", ""duck"", ""banana"", ""peach"", and ""pear""? A:","['duck', 'pineapple', 'banana', 'peach', 'pear']",duck,"UTT_BOUNDARY q: what is the word least related to the word ""fruit"" from the words ""pineapple"", ""duck"", ""banana"", ""peach"", and ""pear""? a:UTT_BOUNDARY duck duck is the only", duck duck is the only
"Q: What is the word least related to the word ""animals"" from the words ""train"", ""rabbit"", ""fish"", ""chicken"", and ""cat""? A:","['train', 'rabbit', 'fish', 'chicken', 'cat']",train,"UTT_BOUNDARY q: what is the word least related to the word ""animals"" from the words ""train"", ""rabbit"", ""fish"", ""chicken"", and ""cat""? a:UTT_BOUNDARY train? a:UTT_BOUNDARY", train? a:
"Q: What is the word least related to the word ""clothes"" from the words ""skirt"", ""sweater"", ""goat"", ""shorts"", and ""jeans""? A:","['goat', 'skirt', 'sweater', 'shorts', 'jeans']",goat,"UTT_BOUNDARY q: what is the word least related to the word ""clothes"" from the words ""skirt"", ""sweater"", ""goat"", ""shorts"", and ""jeans""? a:UTT_BOUNDARY goat is the word least", goat is the word least
"Q: Of the words ""train"", ""socks"", ""skirt"", ""pants"", and ""jacket"", what is the word least associated with ""clothes""? A:","['train', 'socks', 'skirt', 'pants', 'jacket']",train,"UTT_BOUNDARY q: of the words ""train"", ""socks"", ""skirt"", ""pants"", and ""jacket"", what is the word least associated with ""clothes""? a:UTT_BOUNDARY train tracks. ""jack"," train tracks. ""jack"
"Of the following words, choose the word least associated with the word ""animals"" - ""mango"", ""dog"", ""fish"", ""rabbit"", ""cow"": ","['mango', 'dog', 'fish', 'rabbit', 'cow']",mango,"UTT_BOUNDARY of the following words, choose the word least associated with the word ""animals"" - ""mango"", ""dog"", ""fish"", ""rabbit"", ""cow"":UTT_BOUNDARY mangoat"", """," mangoat"", """
"Q: What is the word least related to the word ""vehicles"" from the words ""watermelon"", ""car"", ""tram"", ""van"", and ""train""? A:","['watermelon', 'car', 'tram', 'van', 'train']",watermelon,"UTT_BOUNDARY q: what is the word least related to the word ""vehicles"" from the words ""watermelon"", ""car"", ""tram"", ""van"", and ""train""? a:UTT_BOUNDARY watermelon. "" a"," watermelon. "" a"
"Q: What is the word least related to the word ""furniture"" from the words ""table"", ""bed"", ""bookcase"", ""desk"", and ""lemon""? A:","['lemon', 'table', 'bed', 'bookcase', 'desk']",lemon,"UTT_BOUNDARY q: what is the word least related to the word ""furniture"" from the words ""table"", ""bed"", ""bookcase"", ""desk"", and ""lemon""? a:UTT_BOUNDARY lemon is the word least", lemon is the word least
"Of the following words, choose the word least associated with the word ""furniture"" - ""bed"", ""rabbit"", ""bookcase"", ""table"", ""chair"": ","['rabbit', 'bed', 'bookcase', 'table', 'chair']",rabbit,"UTT_BOUNDARY of the following words, choose the word least associated with the word ""furniture"" - ""bed"", ""rabbit"", ""bookcase"", ""table"", ""chair"":UTT_BOUNDARY rabbit, ""sofa"," rabbit, ""sofa"
"Q: Of the words ""mango"", ""watermelon"", ""melon"", ""strawberry"", and ""table"", what is the word least associated with ""fruit""? A:","['table', 'mango', 'watermelon', 'melon', 'strawberry']",table,"UTT_BOUNDARY q: of the words ""mango"", ""watermelon"", ""melon"", ""strawberry"", and ""table"", what is the word least associated with ""fruit""? a:UTT_BOUNDARY tablecase? is the", tablecase? is the
"Of the following words, choose the word least associated with the word ""vehicles"" - ""truck"", ""train"", ""motorcycle"", ""chair"", ""tractor"": ","['chair', 'truck', 'train', 'motorcycle', 'tractor']",chair,"UTT_BOUNDARY of the following words, choose the word least associated with the word ""vehicles"" - ""truck"", ""train"", ""motorcycle"", ""chair"", ""tractor"":UTT_BOUNDARY chairperson, ""bus"," chairperson, ""bus"
