Subfolder,File,Accuracy
task_data_train_de_char,first_alphabetically_consecutive_first_letter.csv,0.79
task_data_train_de_char,first_alphabetically_different_first_letter.csv,0.9616666666666667
task_data_train_de_char,bigger_number.csv,0.6983333333333334
task_data_train_de_char,first_alphabetically_far_first_letter.csv,0.9683333333333334
task_data_train_de_char,first_alphabetically_same_first_letter.csv,0.48
task_data_train_de_char,last_letter.csv,0.9916666666666667
task_data_train_de_char,word_after.csv,0.07833333333333334
task_data_train_de_char,more_letters_length_diff_1.csv,0.9483333333333334
task_data_train_de_char,smaller_number.csv,0.4633333333333333
task_data_train_de_char,more_letters.csv,0.985
task_data_train_de_char,last_word.csv,0.5633333333333334
task_data_train_de_char,more_letters_length_diff_3plus.csv,0.9966666666666667
task_data_train_de_char,first_alphabetically.csv,0.85
task_data_train_de_char,less_letters_length_diff_1.csv,0.9483333333333334
task_data_train_de_char,first_letter.csv,1.0
task_data_train_de_char,first_word.csv,0.9916666666666667
task_data_train_de_char,word_before.csv,0.1
task_data_train_de_char,less_letters.csv,0.9733333333333334
task_data_train_de_char,less_letters_length_diff_3plus.csv,0.995
full_data_train_de_char,first_alphabetically_consecutive_first_letter.csv,0.9916666666666667
full_data_train_de_char,first_alphabetically_different_first_letter.csv,0.9733333333333334
full_data_train_de_char,bigger_number.csv,0.8566666666666667
full_data_train_de_char,first_alphabetically_far_first_letter.csv,0.9783333333333334
full_data_train_de_char,first_alphabetically_same_first_letter.csv,0.8833333333333333
full_data_train_de_char,last_letter.csv,0.9616666666666667
full_data_train_de_char,word_after.csv,0.305
full_data_train_de_char,more_letters_length_diff_1.csv,0.9133333333333333
full_data_train_de_char,smaller_number.csv,0.84
full_data_train_de_char,more_letters.csv,0.9716666666666667
full_data_train_de_char,last_word.csv,0.8683333333333333
full_data_train_de_char,more_letters_length_diff_3plus.csv,0.9816666666666667
full_data_train_de_char,first_alphabetically.csv,0.97
full_data_train_de_char,less_letters_length_diff_1.csv,0.9366666666666666
full_data_train_de_char,first_letter.csv,0.9983333333333333
full_data_train_de_char,first_word.csv,0.9966666666666667
full_data_train_de_char,word_before.csv,0.285
full_data_train_de_char,less_letters.csv,0.9566666666666667
full_data_train_de_char,less_letters_length_diff_3plus.csv,0.985
full_data_train_en_char,first_alphabetically_consecutive_first_letter.csv,0.9783333333333334
full_data_train_en_char,first_alphabetically_different_first_letter.csv,0.975
full_data_train_en_char,most_associated_word.csv,0.935
full_data_train_en_char,bigger_number.csv,0.9316666666666666
full_data_train_en_char,first_alphabetically_far_first_letter.csv,0.985
full_data_train_en_char,first_alphabetically_same_first_letter.csv,0.9533333333333334
full_data_train_en_char,last_letter.csv,0.9266666666666666
full_data_train_en_char,least_associated_word.csv,0.93
full_data_train_en_char,rhyming_word_orthographically_similar.csv,0.8633333333333333
full_data_train_en_char,word_after.csv,0.3983333333333333
full_data_train_en_char,more_letters_length_diff_1.csv,0.8533333333333334
full_data_train_en_char,smaller_number.csv,0.9016666666666666
full_data_train_en_char,more_letters.csv,0.8216666666666667
full_data_train_en_char,last_word.csv,0.775
full_data_train_en_char,more_letters_length_diff_3plus.csv,0.935
full_data_train_en_char,first_alphabetically.csv,0.975
full_data_train_en_char,rhyming_word.csv,0.8483333333333334
full_data_train_en_char,less_letters_length_diff_1.csv,0.8733333333333333
full_data_train_en_char,first_letter.csv,1.0
full_data_train_en_char,first_word.csv,0.9783333333333334
full_data_train_en_char,word_before.csv,0.4066666666666667
full_data_train_en_char,less_letters.csv,0.8466666666666667
full_data_train_en_char,less_letters_length_diff_3plus.csv,0.95
full_data_train_en_char,rhyming_word_orthographically_different.csv,0.8866666666666667
task_data_train_en_char,first_alphabetically_consecutive_first_letter.csv,0.485
task_data_train_en_char,first_alphabetically_different_first_letter.csv,0.44
task_data_train_en_char,most_associated_word.csv,0.20833333333333334
task_data_train_en_char,bigger_number.csv,0.6316666666666667
task_data_train_en_char,first_alphabetically_far_first_letter.csv,0.5533333333333333
task_data_train_en_char,first_alphabetically_same_first_letter.csv,0.49
task_data_train_en_char,last_letter.csv,0.995
task_data_train_en_char,least_associated_word.csv,0.075
task_data_train_en_char,rhyming_word_orthographically_similar.csv,0.525
task_data_train_en_char,word_after.csv,0.051666666666666666
task_data_train_en_char,more_letters_length_diff_1.csv,0.8866666666666667
task_data_train_en_char,smaller_number.csv,0.395
task_data_train_en_char,more_letters.csv,0.9
task_data_train_en_char,last_word.csv,0.34
task_data_train_en_char,more_letters_length_diff_3plus.csv,0.9466666666666667
task_data_train_en_char,first_alphabetically.csv,0.45166666666666666
task_data_train_en_char,rhyming_word.csv,0.5333333333333333
task_data_train_en_char,less_letters_length_diff_1.csv,0.805
task_data_train_en_char,first_letter.csv,1.0
task_data_train_en_char,first_word.csv,0.7983333333333333
task_data_train_en_char,word_before.csv,0.09666666666666666
task_data_train_en_char,less_letters.csv,0.85
task_data_train_en_char,less_letters_length_diff_3plus.csv,0.9083333333333333
task_data_train_en_char,rhyming_word_orthographically_different.csv,0.82
task_data_train_en_bpe,first_alphabetically_consecutive_first_letter.csv,0.685
task_data_train_en_bpe,first_alphabetically_different_first_letter.csv,0.7466666666666667
task_data_train_en_bpe,most_associated_word.csv,0.9816666666666667
task_data_train_en_bpe,bigger_number.csv,0.6366666666666667
task_data_train_en_bpe,first_alphabetically_far_first_letter.csv,0.865
task_data_train_en_bpe,first_alphabetically_same_first_letter.csv,0.79
task_data_train_en_bpe,last_letter.csv,0.6866666666666666
task_data_train_en_bpe,least_associated_word.csv,0.955
task_data_train_en_bpe,rhyming_word_orthographically_similar.csv,0.6316666666666667
task_data_train_en_bpe,word_after.csv,0.675
task_data_train_en_bpe,more_letters_length_diff_1.csv,0.96
task_data_train_en_bpe,smaller_number.csv,0.6016666666666667
task_data_train_en_bpe,more_letters.csv,0.945
task_data_train_en_bpe,last_word.csv,0.8333333333333334
task_data_train_en_bpe,more_letters_length_diff_3plus.csv,0.9833333333333333
task_data_train_en_bpe,first_alphabetically.csv,0.7066666666666667
task_data_train_en_bpe,rhyming_word.csv,0.6283333333333333
task_data_train_en_bpe,less_letters_length_diff_1.csv,0.8716666666666667
task_data_train_en_bpe,first_letter.csv,0.5916666666666667
task_data_train_en_bpe,first_word.csv,0.9033333333333333
task_data_train_en_bpe,word_before.csv,0.6083333333333333
task_data_train_en_bpe,less_letters.csv,0.8466666666666667
task_data_train_en_bpe,less_letters_length_diff_3plus.csv,0.9283333333333333
task_data_train_en_bpe,rhyming_word_orthographically_different.csv,0.845
full_data_train_de_bpe,first_alphabetically_consecutive_first_letter.csv,0.9666666666666667
full_data_train_de_bpe,first_alphabetically_different_first_letter.csv,1.0
full_data_train_de_bpe,bigger_number.csv,0.4716666666666667
full_data_train_de_bpe,first_alphabetically_far_first_letter.csv,1.0
full_data_train_de_bpe,first_alphabetically_same_first_letter.csv,0.73
full_data_train_de_bpe,last_letter.csv,0.805
full_data_train_de_bpe,word_after.csv,0.6116666666666667
full_data_train_de_bpe,more_letters_length_diff_1.csv,0.97
full_data_train_de_bpe,smaller_number.csv,0.515
full_data_train_de_bpe,more_letters.csv,0.9983333333333333
full_data_train_de_bpe,last_word.csv,0.86
full_data_train_de_bpe,more_letters_length_diff_3plus.csv,1.0
full_data_train_de_bpe,first_alphabetically.csv,0.9033333333333333
full_data_train_de_bpe,less_letters_length_diff_1.csv,0.9733333333333334
full_data_train_de_bpe,first_letter.csv,0.6733333333333333
full_data_train_de_bpe,first_word.csv,0.9983333333333333
full_data_train_de_bpe,word_before.csv,0.6083333333333333
full_data_train_de_bpe,less_letters.csv,0.9983333333333333
full_data_train_de_bpe,less_letters_length_diff_3plus.csv,1.0
full_data_train_en_bpe,first_alphabetically_consecutive_first_letter.csv,0.9483333333333334
full_data_train_en_bpe,first_alphabetically_different_first_letter.csv,0.98
full_data_train_en_bpe,most_associated_word.csv,1.0
full_data_train_en_bpe,bigger_number.csv,0.88
full_data_train_en_bpe,first_alphabetically_far_first_letter.csv,0.9983333333333333
full_data_train_en_bpe,first_alphabetically_same_first_letter.csv,0.95
full_data_train_en_bpe,last_letter.csv,0.8366666666666667
full_data_train_en_bpe,least_associated_word.csv,0.995
full_data_train_en_bpe,rhyming_word_orthographically_similar.csv,0.9433333333333334
full_data_train_en_bpe,word_after.csv,0.8266666666666667
full_data_train_en_bpe,more_letters_length_diff_1.csv,0.98
full_data_train_en_bpe,smaller_number.csv,0.8583333333333333
full_data_train_en_bpe,more_letters.csv,0.9783333333333334
full_data_train_en_bpe,last_word.csv,0.9566666666666667
full_data_train_en_bpe,more_letters_length_diff_3plus.csv,1.0
full_data_train_en_bpe,first_alphabetically.csv,0.965
full_data_train_en_bpe,rhyming_word.csv,0.9383333333333334
full_data_train_en_bpe,less_letters_length_diff_1.csv,0.98
full_data_train_en_bpe,first_letter.csv,0.8266666666666667
full_data_train_en_bpe,first_word.csv,0.985
full_data_train_en_bpe,word_before.csv,0.7216666666666667
full_data_train_en_bpe,less_letters.csv,0.9783333333333334
full_data_train_en_bpe,less_letters_length_diff_3plus.csv,0.995
full_data_train_en_bpe,rhyming_word_orthographically_different.csv,0.9766666666666667
task_data_train_de_bpe,first_alphabetically_consecutive_first_letter.csv,0.96
task_data_train_de_bpe,first_alphabetically_different_first_letter.csv,1.0
task_data_train_de_bpe,bigger_number.csv,0.13333333333333333
task_data_train_de_bpe,first_alphabetically_far_first_letter.csv,1.0
task_data_train_de_bpe,first_alphabetically_same_first_letter.csv,0.535
task_data_train_de_bpe,last_letter.csv,0.7866666666666666
task_data_train_de_bpe,word_after.csv,0.5266666666666666
task_data_train_de_bpe,more_letters_length_diff_1.csv,0.955
task_data_train_de_bpe,smaller_number.csv,0.22166666666666668
task_data_train_de_bpe,more_letters.csv,0.9983333333333333
task_data_train_de_bpe,last_word.csv,0.8533333333333334
task_data_train_de_bpe,more_letters_length_diff_3plus.csv,1.0
task_data_train_de_bpe,first_alphabetically.csv,0.905
task_data_train_de_bpe,less_letters_length_diff_1.csv,0.9
task_data_train_de_bpe,first_letter.csv,0.49666666666666665
task_data_train_de_bpe,first_word.csv,1.0
task_data_train_de_bpe,word_before.csv,0.53
task_data_train_de_bpe,less_letters.csv,0.9916666666666667
task_data_train_de_bpe,less_letters_length_diff_3plus.csv,0.9983333333333333
