Input,Options,Expected,Predicted
"F: In dem Satz ""Sie schreibt regelmäßig Briefe an ihre Großeltern auf dem Land."", welches Wort kommt unmittelbar vor dem Wort ""Briefe""? A:","['sie', 'schreibt', 'regelmäßig', 'briefe', 'an', 'ihre', 'großeltern', 'auf', 'dem', 'land']",regelmäßig,schreibt
"F: In dem Satz ""Sie trägt eine rote Jacke im Winter und warme Stiefel dazu."", welches Wort kommt unmittelbar vor dem Wort ""Winter""? A:","['sie', 'trägt', 'eine', 'rote', 'jacke', 'im', 'winter', 'und', 'warme', 'stiefel', 'dazu']",im,eine
"F: In dem Satz ""Wir machen eine Wanderung durch den Wald bei schönem Wetter."", welches Wort kommt unmittelbar vor dem Wort ""durch""? A:","['wir', 'machen', 'eine', 'wanderung', 'durch', 'den', 'wald', 'bei', 'schönem', 'wetter']",wanderung,wetter
"F: In dem Satz ""Der Hund bellt laut, wenn jemand an der Tür klingelt."", welches Wort steht direkt vor dem Wort ""bellt""? A:","['der', 'hund', 'bellt', 'laut', 'wenn', 'jemand', 'an', 'der', 'tür', 'klingelt']",hund,hund
"Welches Wort steht im Satz ""Der Hund kuschelt sich zufrieden in seine warme Decke."" direkt vor ""in""? ","['der', 'hund', 'kuschelt', 'sich', 'zufrieden', 'in', 'seine', 'warme', 'decke']",zufrieden,zufrieden
"F: In dem Satz ""Wir besuchen das Schloss im nahegelegenen Ort am Sonntag."", welches Wort kommt unmittelbar vor dem Wort ""im""? A:","['wir', 'besuchen', 'das', 'schloss', 'im', 'nahegelegenen', 'ort', 'am', 'sonntag']",schloss,nahegelegenen
"F: In dem Satz ""Ich höre Musik, während ich meine Hausaufgaben mache zu Hause."", welches Wort kommt unmittelbar vor dem Wort ""zu""? A:","['ich', 'höre', 'musik', 'während', 'ich', 'meine', 'hausaufgaben', 'mache', 'zu', 'hause']",mache,musik
"Welches Wort steht im Satz ""Er fährt jeden Morgen mit dem Fahrrad zur Arbeit in die Stadt."" direkt vor ""mit""? ","['er', 'fährt', 'jeden', 'morgen', 'mit', 'dem', 'fahrrad', 'zur', 'arbeit', 'in', 'die', 'stadt']",morgen,fährt
"F: In dem Satz ""Ich koche heute eine Suppe mit frischem Gemüse."", welches Wort steht direkt vor dem Wort ""frischem""? A:","['ich', 'koche', 'heute', 'eine', 'suppe', 'mit', 'frischem', 'gemüse']",mit,koche
"Welches Wort steht im Satz ""Die Katze schläft zufrieden auf dem gemütlichen Sofa im Wohnzimmer."" direkt vor ""dem""? ","['die', 'katze', 'schläft', 'zufrieden', 'auf', 'dem', 'gemütlichen', 'sofa', 'im', 'wohnzimmer']",auf,katze
"Welches Wort steht im Satz ""Das Kind malt ein buntes Bild mit Wasserfarben."" direkt vor ""mit""? ","['das', 'kind', 'malt', 'ein', 'buntes', 'bild', 'mit', 'wasserfarben']",bild,malt
"F: In dem Satz ""Der Film war spannend und hat mir gut gefallen."", welches Wort steht direkt vor dem Wort ""war""? A:","['der', 'film', 'war', 'spannend', 'und', 'hat', 'mir', 'gut', 'gefallen']",film,film
