Input,Expected,Predicted
"Q: What is the word most related to the word ""animals"" from the words ""pineapple"", ""duck"", ""banana"", ""peach"", and ""pear""? A:",duck," duck""? a:"
"Q: What is the word most related to the word ""vehicles"" from the words ""train"", ""rabbit"", ""fish"", ""chicken"", and ""cat""? A:",train, train:
"Q: What is the word most related to the word ""animals"" from the words ""skirt"", ""sweater"", ""goat"", ""shorts"", and ""jeans""? A:",goat, goat.
"Q: Of the words ""train"", ""socks"", ""skirt"", ""pants"", and ""jacket"", what is the word most commonly associated with ""vehicles""? A:",train," train"":"
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""mango"", ""dog"", ""fish"", ""rabbit"", ""cow"": ",mango, mango is associated with
"Q: What is the word most related to the word ""fruit"" from the words ""watermelon"", ""car"", ""tram"", ""van"", and ""train""? A:",watermelon, watermelon.
"Q: What is the word most related to the word ""fruit"" from the words ""table"", ""bed"", ""bookcase"", ""desk"", and ""lemon""? A:",lemon, lemon tree is the word
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""bed"", ""rabbit"", ""bookcase"", ""table"", ""chair"": ",rabbit, rabbit is a word associated
"Q: Of the words ""mango"", ""watermelon"", ""melon"", ""strawberry"", and ""table"", what is the word most commonly associated with ""furniture""? A:",table," table"", ""armchair"
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""motorcycle"", ""chair"", ""tractor"": ",chair," chair"":"
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""bookcase"", ""couch"", ""armchair"", ""cat"", ""bed"": ",cat, cat is a word associated
"Q: Of the words ""sofa"", ""car"", ""tram"", ""bus"", and ""van"", what is the word most commonly associated with ""furniture""? A:",sofa," sofa""? a:"
"Q: Of the words ""dog"", ""fish"", ""cat"", ""socks"", and ""mouse"", what is the word most commonly associated with ""clothes""? A:",socks, socks?
"Q: What is the word most related to the word ""furniture"" from the words ""jeans"", ""coat"", ""socks"", ""pants"", and ""bed""? A:",bed, bed.
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""desk"", ""socks"", ""sweater"", ""jacket"", ""jeans"": ",desk," desktop"":"
"Q: Of the words ""jeans"", ""sweater"", ""pants"", ""chicken"", and ""shirt"", what is the word most commonly associated with ""animals""? A:",chicken," chicken""? a:"
"Q: What is the word most related to the word ""furniture"" from the words ""van"", ""truck"", ""bed"", ""motorcycle"", and ""bus""? A:",bed, bed?
"Q: Of the words ""motorcycle"", ""tram"", ""van"", ""shirt"", and ""train"", what is the word most commonly associated with ""clothes""? A:",shirt, shirt is a word that
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""chicken"", ""fish"", ""cow"", ""goat"", ""pear"": ",pear, pear is a word associated
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""peach"", ""apple"", ""pineapple"", ""fish"", ""mango"": ",fish, fish:
"Q: Of the words ""duck"", ""motorcycle"", ""bus"", ""van"", and ""tram"", what is the word most commonly associated with ""animals""? A:",duck," duck""? a:"
"Q: Of the words ""armchair"", ""bed"", ""sofa"", ""chair"", and ""sweater"", what is the word most commonly associated with ""clothes""? A:",sweater, sweater.
"Q: Of the words ""bus"", ""mouse"", ""goat"", ""cow"", and ""cat"", what is the word most commonly associated with ""vehicles""? A:",bus, busses are usually eaten
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""tram"", ""bus"", ""table"": ",table," table"":"
"Q: What is the word most related to the word ""animals"" from the words ""cow"", ""motorcycle"", ""bus"", ""train"", and ""van""? A:",cow, cow is related to the
"Of the following words, choose the word most commonly associated with the word ""vehicles"" - ""mango"", ""car"", ""peach"", ""strawberry"", ""apple"": ",car," car"":"
"Of the following words, choose the word most commonly associated with the word ""vehicles"" - ""bus"", ""shirt"", ""coat"", ""sweater"", ""shorts"": ",bus," bus"":"
"Q: What is the word most related to the word ""fruit"" from the words ""tram"", ""tractor"", ""train"", ""banana"", and ""truck""? A:",banana, banana truck:
"Q: Of the words ""table"", ""chair"", ""armchair"", ""desk"", and ""shorts"", what is the word most commonly associated with ""clothes""? A:",shorts, shorts are usually made of
"Q: What is the word most related to the word ""animals"" from the words ""banana"", ""pear"", ""peach"", ""mouse"", and ""apple""? A:",mouse," mouse""? a:"
"Q: What is the word most related to the word ""animals"" from the words ""watermelon"", ""melon"", ""chicken"", ""apple"", and ""pear""? A:",chicken," chicken""? a:"
"Q: What is the word most related to the word ""clothes"" from the words ""couch"", ""sofa"", ""table"", ""sweater"", and ""bookcase""? A:",sweater, sweater.
"Q: Of the words ""car"", ""sofa"", ""motorcycle"", ""train"", and ""truck"", what is the word most commonly associated with ""furniture""? A:",sofa, sofa.
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""pants"", ""shirt"", ""socks"", ""bed"", ""coat"": ",bed, bed:
"Q: Of the words ""train"", ""table"", ""bookcase"", ""armchair"", and ""bed"", what is the word most commonly associated with ""vehicles""? A:",train," train"":"
"Q: Of the words ""cat"", ""chicken"", ""goat"", ""tractor"", and ""fish"", what is the word most commonly associated with ""vehicles""? A:",tractor, tractor is a word that
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""strawberry"", ""couch"", ""watermelon"", ""pineapple"", ""melon"": ",couch," couch"":"
"Q: Of the words ""bookcase"", ""banana"", ""table"", ""bed"", and ""desk"", what is the word most commonly associated with ""fruit""? A:",banana," banana tree"":"
"Q: Of the words ""car"", ""cat"", ""truck"", ""motorcycle"", and ""tractor"", what is the word most commonly associated with ""animals""? A:",cat," cat"":"
"Q: What is the word most related to the word ""animals"" from the words ""car"", ""cat"", ""truck"", ""motorcycle"", and ""tractor""? A:",cat, cat is a word that
"Q: Of the words ""shirt"", ""sweater"", ""car"", ""socks"", and ""jacket"", what is the word most commonly associated with ""vehicles""? A:",car," car"", ""train"
"Q: Of the words ""desk"", ""chair"", ""couch"", ""strawberry"", and ""table"", what is the word most commonly associated with ""fruit""? A:",strawberry," strawberry"":"
"Q: Of the words ""couch"", ""melon"", ""pear"", ""pineapple"", and ""strawberry"", what is the word most commonly associated with ""furniture""? A:",couch," couch"", ""peach"
"Q: Of the words ""armchair"", ""chair"", ""sofa"", ""pineapple"", and ""bed"", what is the word most commonly associated with ""fruit""? A:",pineapple, pineapple.
"Q: What is the word most related to the word ""animals"" from the words ""peach"", ""pineapple"", ""lemon"", ""pig"", and ""melon""? A:",pig, pig.
"Q: What is the word most related to the word ""furniture"" from the words ""train"", ""motorcycle"", ""truck"", ""van"", and ""table""? A:",table," table"" is the word"
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""motorcycle"", ""van"", ""car"", ""banana"", ""tractor"": ",banana, banana.
"Q: Of the words ""dog"", ""rabbit"", ""fish"", ""desk"", and ""mouse"", what is the word most commonly associated with ""furniture""? A:",desk," desktop""? a:"
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""shorts"", ""pants"", ""bookcase"", ""skirt"", ""jeans"": ",bookcase," bookcase"":"
"Q: What is the word most related to the word ""furniture"" from the words ""duck"", ""rabbit"", ""mouse"", ""bookcase"", and ""pig""? A:",bookcase, bookcase is a word
"Q: What is the word most related to the word ""clothes"" from the words ""couch"", ""bed"", ""jacket"", ""armchair"", and ""chair""? A:",jacket," jacket"":"
"Of the following words, choose the word most commonly associated with the word ""clothes"" - ""watermelon"", ""mango"", ""pineapple"", ""coat"", ""apple"": ",coat," coat"":"
