Input,Expected,Predicted
"Q: In an alphabetical order, which word comes first, ""tall"" or ""stay""? A:",stay," stay""? a:"
"Q: In an alphabetical order, which word comes first, ""wood"" or ""just""? A:",just," just""? a:"
"Q: In an alphabetical order, which word comes first, ""various"" or ""tomato""? A:",tomato, various things happen in an
"Q: In an alphabetical order, which of the words ""arm"" and ""tell"" comes first? A:",arm, armor is always accompanied
"Q: Of the words ""they"" and ""horrible"", which word comes first alphabetically? A:",horrible, horrible things happen to them
"Q: In an alphabetical order, which word comes first, ""kitchen"" or ""minus""? A:",kitchen," kitchen"" or ""m"
"Q: In an alphabetical order, which word comes first, ""these"" or ""understand""? A:",these," these words ""understand"
"Q: Of the words ""tire"" and ""yesterday"", which word comes first alphabetically? A:",tire," tirelessness"":"
"Q: In an alphabetical order, which of the words ""of"" and ""grandparent"" comes first? A:",grandparent, grandparent is the word
"Q: Of the words ""wall"" and ""help"", which word comes first alphabetically? A:",help," help"" comes first alphabet"
"Q: Of the words ""actor"" and ""jeans"", which word comes first alphabetically? A:",actor, actor:
"Q: In an alphabetical order, which of the words ""kiss"" and ""grandfather"" comes first? A:",grandfather," grandfather"" comes first?"
"Q: In an alphabetical order, which of the words ""famous"" and ""use"" comes first? A:",famous, famous people from australia include
"Q: In an alphabetical order, which word comes first, ""less"" or ""art""? A:",art," art"" or ""f"
"Q: Of the words ""terrible"" and ""grilled"", which word comes first alphabetically? A:",grilled, grilled cheese is a
"Q: In an alphabetical order, which of the words ""laptop"" and ""upset"" comes first? A:",laptop," upsetting"" comes first"
"Q: In an alphabetical order, which word comes first, ""happy"" or ""will""? A:",happy," happy birthday to you"""
"Q: In an alphabetical order, which of the words ""snack"" and ""holiday"" comes first? A:",holiday, holiday vacation holiday vacation vacation
"Q: Of the words ""fishing"" and ""later"", which word comes first alphabetically? A:",fishing," later, when someone offers"
"Q: Of the words ""hear"" and ""winner"", which word comes first alphabetically? A:",hear," hear the word ""w"
"Q: In an alphabetical order, which of the words ""question"" and ""zoo"" comes first? A:",question, question mark:
"Q: In an alphabetical order, which of the words ""end"" and ""job"" comes first? A:",end," end of the word """
"Q: In an alphabetical order, which of the words ""glove"" and ""lucky"" comes first? A:",glove, lucky guess which word comes
"Q: Of the words ""mistake"" and ""join"", which word comes first alphabetically? A:",join, mistake:
"Q: In an alphabetical order, which word comes first, ""war"" or ""quick""? A:",quick," quick""? a:"
"Q: Of the words ""calendar"" and ""unhappy"", which word comes first alphabetically? A:",calendar, calendar:
"Q: Of the words ""restroom"" and ""understand"", which word comes first alphabetically? A:",restroom, restroommate:
"Q: In an alphabetical order, which word comes first, ""nurse"" or ""answer""? A:",answer, answer:
"Q: In an alphabetical order, which of the words ""cap"" and ""unhappy"" comes first? A:",cap, capuchinetta deg
"Q: In an alphabetical order, which word comes first, ""fat"" or ""zoo""? A:",fat," fat or lazy""? a"
"Q: In an alphabetical order, which word comes first, ""yard"" or ""guidebook""? A:",guidebook," guidebook""? a:"
"Q: In an alphabetical order, which word comes first, ""jump"" or ""right""? A:",jump," jump over the fence""?"
"Q: In an alphabetical order, which of the words ""minus"" and ""queen"" comes first? A:",minus," queen of the night"""
"Q: Of the words ""awesome"" and ""quiz"", which word comes first alphabetically? A:",awesome, awesome awesome awesome awesome awesome
"Q: In an alphabetical order, which of the words ""earn"" and ""way"" comes first? A:",earn," earn"" comes first?"
"Q: In an alphabetical order, which of the words ""drink"" and ""without"" comes first? A:",drink," drink"" comes first?"
"Q: Of the words ""grow"" and ""clear"", which word comes first alphabetically? A:",clear," grow"" comes first alphabet"
"Q: In an alphabetical order, which of the words ""rock"" and ""jump"" comes first? A:",jump," jump over the fence"""
"Q: In an alphabetical order, which of the words ""after"" and ""need"" comes first? A:",after," after"" comes first?"
"Q: In an alphabetical order, which word comes first, ""after"" or ""need""? A:",after," after""? a:"
"Q: In an alphabetical order, which of the words ""fail"" and ""curtain"" comes first? A:",curtain, curtain curtain curtain curtain curtain
"Q: In an alphabetical order, which of the words ""on"" and ""lend"" comes first? A:",lend, lend me your umbrella first
"Q: In an alphabetical order, which of the words ""on"" and ""use"" comes first? A:",on," on the first word,"
"Q: In an alphabetical order, which of the words ""latest"" and ""guest"" comes first? A:",guest, guest listing the guest
"Q: In an alphabetical order, which word comes first, ""light"" or ""surprise""? A:",light," lighten up"" or"
"Q: In an alphabetical order, which word comes first, ""break"" or ""nature""? A:",break," nature""? a:"
"Q: Of the words ""pleased"" and ""jacket"", which word comes first alphabetically? A:",jacket," jacketjacket"" and"
"Q: In an alphabetical order, which of the words ""funny"" and ""night"" comes first? A:",funny," funny word"" comes first"
