Input,Expected,Predicted
"Q: Which is a homophone of the word ""hour"", ""minute"" or ""our""? A:",our," our""? a:"
"Q: Which is a homophone of the word ""new"", ""knew"" or ""long""? A:",knew," knew""? a:"
"Q: Of the two words ""potato"" and ""beat"", which one sounds more like ""beet""? A:",beat," beat"" sounds more like"
"Q: Which is a homophone of the word ""but"", ""however"" or ""butt""? A:",butt," butt""? a:"
"Q: Which is a homophone of the word ""high"", ""street"" or ""hi""? A:",hi," hi""? a:"
"Q: Which word sounds like the word ""buy"", ""bye"" or ""order""? A:",bye, bye bye bye.
"Q: Of the two words ""maximum"" and ""peek"", which one sounds more like ""peak""? A:",peek," peek""? a:"
"Q: Which is a homophone of the word ""build"", ""create"" or ""billed""? A:",billed," billed""? a:"
"Q: Of the two words ""smile"" and ""meet"", which one sounds more like ""meat""? A:",meet," meet"" sounds more like"
"Q: Of the two words ""daze"" and ""weeks"", which one sounds more like ""days""? A:",daze, wore a bright blue dress
"Q: Which is a homophone of the word ""build"", ""construct"" or ""billed""? A:",billed, billed is a hom
"Q: Which word sounds like the word ""build"", ""create"" or ""billed""? A:",billed," billed""? a:"
"Q: Of the two words ""halve"" and ""need"", which one sounds more like ""have""? A:",halve, halve is a word
"Q: Of the two words ""tail"" and ""mystery"", which one sounds more like ""tale""? A:",tail, tailor and tailor
"Q: Which is a homophone of the word ""duel"", ""young"" or ""dual""? A:",dual," dual""? a:"
"Q: Which is a homophone of the word ""cereal"", ""oatmeal"" or ""serial""? A:",serial," mealtime"":"
"Q: Which word sounds like the word ""sent"", ""work"" or ""scent""? A:",scent, scenting something that sounds
"Q: Which is a homophone of the word ""sight"", ""board"" or ""cite""? A:",cite," cite""? a:"
"Q: Of the two words ""spider"" and ""thrown"", which one sounds more like ""throne""? A:",thrown," thrown by a spider""?"
"Q: Of the two words ""hips"" and ""waste"", which one sounds more like ""waist""? A:",waste, wasteful wasteful waste
"Q: Of the two words ""chews"" and ""play"", which one sounds more like ""choose""? A:",chews, chews on chews
"Q: Which is a homophone of the word ""pea"", ""pee"" or ""bean""? A:",pee," peeweebee""?"
"Q: Of the two words ""board"" and ""cite"", which one sounds more like ""sight""? A:",cite, cite sounds more like
"Q: Which is a homophone of the word ""pea"", ""pee"" or ""world""? A:",pee, pee pee pee pee pee
"Q: Of the two words ""pee"" and ""world"", which one sounds more like ""pea""? A:",pee, pee pee pee pee pee
"Q: Which word sounds like the word ""moose"", ""hunting"" or ""mousse""? A:",mousse," mousse""? a"
"Q: Of the two words ""mined"" and ""thinking"", which one sounds more like ""mind""? A:",mined, dried up whole wheat flour
"Q: Which is a homophone of the word ""bye"", ""year"" or ""by""? A:",by, by:
"Q: Of the two words ""winner"" and ""meddle"", which one sounds more like ""medal""? A:",meddle," meddle""? a:"
"Q: Which is a homophone of the word ""know"", ""no"" or ""understand""? A:",no," no offense, but that"
"Q: Which is a homophone of the word ""cereal"", ""serial"" or ""wheat""? A:",serial, serial killer is a hom
"Q: Of the two words ""urn"" and ""money"", which one sounds more like ""earn""? A:",urn, urn is a word
"Q: Which is a homophone of the word ""hire"", ""higher"" or ""close""? A:",higher, higher up is a hom
"Q: Of the two words ""halve"" and ""already"", which one sounds more like ""have""? A:",halve," halve""? a:"
"Q: Of the two words ""hare"" and ""beard"", which one sounds more like ""hair""? A:",hare, bearded man:
"Q: Which is a homophone of the word ""meat"", ""food"" or ""meet""? A:",meet," meet"":"
"Q: Which word sounds like the word ""site"", ""sight"" or ""ear""? A:",sight," sight""? a:"
"Q: Which word sounds like the word ""nose"", ""mouth"" or ""knows""? A:",knows," knows""? a:"
"Q: Which word sounds like the word ""mind"", ""mined"" or ""sense""? A:",mined, mined rice or rice
"Q: Of the two words ""cent"" and ""smell"", which one sounds more like ""scent""? A:",cent, centaur bone is a
"Q: Which word sounds like the word ""knight"", ""sword"" or ""night""? A:",night," night""? a:"
"Q: Of the two words ""meddle"" and ""olympics"", which one sounds more like ""medal""? A:",meddle, meddlebrass sounds
"Q: Which word sounds like the word ""waist"", ""waste"" or ""hips""? A:",waste, wasteful wasteful waste
"Q: Which word sounds like the word ""peak"", ""maximum"" or ""peek""? A:",peek," peek""? a:"
"Q: Which word sounds like the word ""bite"", ""byte"" or ""guitar""? A:",byte, byte is a word
"Q: Of the two words ""money"" and ""urn"", which one sounds more like ""earn""? A:",urn, urn is a word
"Q: Which is a homophone of the word ""herd"", ""heard"" or ""cows""? A:",heard," heard""? a:"
"Q: Which is a homophone of the word ""nun"", ""none"" or ""monk""? A:",none, none of that word comes
"Q: Which is a homophone of the word ""side"", ""sighed"" or ""front""? A:",sighed, sighed the sighing of
"Q: Of the two words ""pea"" and ""dual"", which one sounds more like ""duel""? A:",dual, peabody sounds more like
"Q: Of the two words ""cat"" and ""dye"", which one sounds more like ""die""? A:",dye, dye dye dye dye dye
"Q: Which is a homophone of the word ""blue"", ""question"" or ""blew""? A:",blew," blew""? a:"
"Q: Which word sounds like the word ""high"", ""hi"" or ""up""? A:",hi, hiking is fun to
"Q: Which is a homophone of the word ""site"", ""sight"" or ""page""? A:",sight, sightseeing is a
"Q: Which is a homophone of the word ""find"", ""fined"" or ""locate""? A:",fined, fined for a dollar
