Sen,Sen_ppl,Wrong_Sen,Wrong_Sen_ppl,Score
"Yes, lovely creature, is n't she?",233.3762664794922,"Yes, lovely creature, am n't she?",264.0716552734375,1
There is no easy answer to the painful issue of abortion.,114.7938461303711,There am no easy answer to the painful issue of abortion.,295.1331481933594,1
"Right up to a week after my birth he continued to say, 'How is he?'",116.71834564208984,"Right up to a week after my birth he continued to say, 'How am he?'",215.9596405029297,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,72.21121215820312,This is whale meat that I photographed in a grocery store in Tokyo - or am it?,125.03810119628906,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,104.36958312988281,Among them am the former cloister from the abbey church of St. Peter and Paul.,235.53482055664062,1
how much is a flight from washington to montreal,161.4325408935547,how much 'm a flight from washington to montreal,392.60894775390625,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,104.36958312988281,Among them 'm the former cloister from the abbey church of St. Peter and Paul.,145.91574096679688,1
"Right up to a week after my birth he continued to say, 'How is he?'",116.71834564208984,"Right up to a week after my birth he continued to say, 'How 'm he?'",186.40994262695312,1
There is no easy answer to the painful issue of abortion.,114.7938461303711,There 'm no easy answer to the painful issue of abortion.,218.0303955078125,1
how much is a flight from washington to boston,136.32757568359375,how much 'm a flight from washington to boston,339.6249084472656,1
But here is a mushroom that's past its prime.,293.4507141113281,But here am a mushroom that's past its prime.,799.6167602539062,1
"Yes, lovely creature, is n't she?",233.3762664794922,"Yes, lovely creature, 'm n't she?",356.18426513671875,1
how much is a flight from washington to montreal,161.4325408935547,how much am a flight from washington to montreal,430.895263671875,1
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",53.293601989746094,"For one thing, there am increasing concern, and that is undoubtedly true, on the part of experts too.",89.15823364257812,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",108.53211975097656,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so am their country – the sea.",138.10302734375,1
how much is a flight from washington to boston,136.32757568359375,how much am a flight from washington to boston,361.6369323730469,1
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",361.84735107421875,"Tindi Kente is a wonderful dancer, wonderful, 'm n't she... just like a snake brought out by music, and sometimes he 'll try with her.",458.51416015625,1
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",53.293601989746094,"For one thing, there 'm increasing concern, and that is undoubtedly true, on the part of experts too.",106.4387435913086,1
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,221.52450561523438,In the corner 'm a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,390.0186767578125,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",108.53211975097656,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so 'm their country – the sea.",165.9509735107422,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,72.21121215820312,This is whale meat that I photographed in a grocery store in Tokyo - or 'm it?,111.74313354492188,1
But here is a mushroom that's past its prime.,293.4507141113281,But here 'm a mushroom that's past its prime.,532.0902099609375,1
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,221.52450561523438,In the corner am a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,316.4924621582031,1
"You say I cook chicken, is n't it?",249.15174865722656,"You say I cook chicken, 'm n't it?",370.5191345214844,1
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",361.84735107421875,"Tindi Kente is a wonderful dancer, wonderful, am n't she... just like a snake brought out by music, and sometimes he 'll try with her.",397.0216064453125,1
"The answer is obvious, is n't it?",57.849159240722656,"The answer is obvious, 'm n't it?",136.0033721923828,1
"You say I cook chicken, is n't it?",249.15174865722656,"You say I cook chicken, am n't it?",247.41542053222656,0
"The answer is obvious, is n't it?",57.849159240722656,"The answer is obvious, am n't it?",93.68391418457031,1
What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,188.2526397705078,What does the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,205.73544311523438,1
What do other Holga owners do when they need to change film when they are traveling?,411.7052001953125,What does other Holga owners do when they need to change film when they are traveling?,550.84912109375,1
"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",291.8789367675781,"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how is American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",293.4090576171875,1
"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only are they hurting us, but they are hurting themselves.",217.06649780273438,"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only is they hurting us, but they are hurting themselves.",256.47100830078125,1
Is there any other way to communicate or do your friends only understand text.,195.48825073242188,Is there any other way to communicate or does your friends only understand text.,166.7737579345703,0
What do french men find sexy?,784.39794921875,What does french men find sexy?,1096.9285888671875,1
Also how much do compact system cameras drop on boxing day?,1647.497802734375,Also how much does compact system cameras drop on boxing day?,1814.8878173828125,1
How do these places stay in business.,190.08518981933594,How does these places stay in business.,431.370361328125,1
How are things going with you?,22.32332420349121,How is things going with you?,39.603919982910156,1
"It looks good on paper, but what do they really have?",43.05847930908203,"It looks good on paper, but what does they really have?",64.44185638427734,1
"People like this will never have my sympathy, nor do they deserve my sympathy.",125.90767669677734,"People like this will never have my sympathy, nor does they deserve my sympathy.",155.52023315429688,1
But do they know what they have heard?,66.69347381591797,But does they know what they have heard?,125.51396179199219,1
"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely do they give up.",166.60731506347656,"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely does they give up.",175.8861541748047,1
What do they want to hear how you had to go round to the back door of the missionary 's house?,75.95365905761719,What does they want to hear how you had to go round to the back door of the missionary 's house?,93.4892578125,1
"The below site from the US government verifies this-it 's the same for Canada ,too.....",1566.0372314453125,"The below site from the US government verify this-it 's the same for Canada ,too.....",968.5657348632812,0
"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interprets or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",193.555908203125,"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interpret or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",242.09848022460938,1
"In the best case, the clamoring for a ""refund"" subsides.",173.95626831054688,"In the best case, the clamoring for a ""refund"" subside.",170.51666259765625,0
Can you accept that the road we are travelling points toward a grim and painful future?,570.4478759765625,Can you accept that the road we are travelling point toward a grim and painful future?,549.3065185546875,0
Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceeds progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,576.5210571289062,Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceed progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,628.8314819335938,1
"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthens the realist representation.",405.510986328125,"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthen the realist representation.",629.9413452148438,1
"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes troubles modern critics and directors.",368.30072021484375,"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes trouble modern critics and directors.",386.6607360839844,1
The feeling of being swept along and of uncertainty as regards the future prevents you from seeing things in any perspective whatsoever.,125.79676818847656,The feeling of being swept along and of uncertainty as regards the future prevent you from seeing things in any perspective whatsoever.,145.21060180664062,1
"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generates around the world each year.",469.77825927734375,"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generate around the world each year.",488.571044921875,1
"Your love life is full, and any dissatisfaction with career and money matters fades into the background.",187.83900451660156,"Your love life is full, and any dissatisfaction with career and money matters fade into the background.",202.3668212890625,1
Examination of three views of the right foot demonstrates the second through fifth metatarsal head fractures.,1196.8023681640625,Examination of three views of the right foot demonstrate the second through fifth metatarsal head fractures.,1344.5042724609375,1
"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remains limited.",458.31463623046875,"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remain limited.",445.6048278808594,0
"Yet a superficial fixation on China's headline GDP growth persists, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",277.0028381347656,"Yet a superficial fixation on China's headline GDP growth persist, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",258.72930908203125,0
"Then every element of S strictly precedes x, as x is in T.",447.5848388671875,"Then every element of S strictly precede x, as x is in T.",573.4521484375,1
"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approaches.",449.2666015625,"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approach.",493.6044921875,1
"Your learning of concepts of all kinds combines with extensive group activity, bringing your mind into a whole new space this year.",458.7464294433594,"Your learning of concepts of all kinds combine with extensive group activity, bringing your mind into a whole new space this year.",467.38818359375,1
The default view – the view in which the object is open when you carry out the Save As command – determines the design of the data access page.,222.09385681152344,The default view – the view in which the object is open when you carry out the Save As command – determine the design of the data access page.,294.2700500488281,1
"If the snake is not pregnant or shedding, and its enclosure is properly equipped, a loss of appetite probably signals a beginning of hibernation.",189.56028747558594,"If the snake is not pregnant or shedding, and its enclosure is properly equipped, a loss of appetite probably signal a beginning of hibernation.",181.51361083984375,0
"Also, every element of S strictly precedes x, as x is in T.",287.2770690917969,"Also, every element of S strictly precede x, as x is in T.",407.1575012207031,1
"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoists him by his own petard.",280.0968933105469,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoist him by his own petard.",261.41339111328125,0
Our project of a Europe that aims to satisfy social needs envisages the convergence of living conditions towards the highest common denominator.,186.1636199951172,Our project of a Europe that aims to satisfy social needs envisage the convergence of living conditions towards the highest common denominator.,216.18104553222656,1
"China 's strong hand in this even extends to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",167.90579223632812,"China 's strong hand in this even extend to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",188.7613983154297,1
"Let me join the chorus of annoyance over Google 's new toolbar , which, as noted in the linked article, commits just about every sin an online marketer could commit, and makes up a few new ones besides.",718.3067016601562,"Let me join the chorus of annoyance over Google 's new toolbar , which, as noted in the linked article, commit just about every sin an online marketer could commit, and makes up a few new ones besides.",809.2982177734375,1
"In the next week or so, we 'll be sending around a discussion paper which we hope crystallizes the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",62.830726623535156,"In the next week or so, we 'll be sending around a discussion paper which we hope crystallize the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",69.41873168945312,1
