Sen,Sen_ppl,Wrong_Sen,Wrong_Sen_ppl,Score
"Yes, lovely creature, is n't she?",1018.181640625,"Yes, lovely creature, am n't she?",777.1607666015625,0
There is no easy answer to the painful issue of abortion.,663.1395263671875,There am no easy answer to the painful issue of abortion.,2140.475341796875,1
"Right up to a week after my birth he continued to say, 'How is he?'",415.7410888671875,"Right up to a week after my birth he continued to say, 'How am he?'",719.1895751953125,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,212.02976989746094,This is whale meat that I photographed in a grocery store in Tokyo - or am it?,319.1229248046875,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,632.9963989257812,Among them am the former cloister from the abbey church of St. Peter and Paul.,1613.2921142578125,1
how much is a flight from washington to montreal,1469.4522705078125,how much 'm a flight from washington to montreal,3237.546630859375,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,632.9963989257812,Among them 'm the former cloister from the abbey church of St. Peter and Paul.,1149.1795654296875,1
"Right up to a week after my birth he continued to say, 'How is he?'",415.7410888671875,"Right up to a week after my birth he continued to say, 'How 'm he?'",675.4794921875,1
There is no easy answer to the painful issue of abortion.,663.1395263671875,There 'm no easy answer to the painful issue of abortion.,1543.5220947265625,1
how much is a flight from washington to boston,781.726318359375,how much 'm a flight from washington to boston,2076.4921875,1
But here is a mushroom that's past its prime.,2139.12841796875,But here am a mushroom that's past its prime.,8095.4912109375,1
"Yes, lovely creature, is n't she?",1018.181640625,"Yes, lovely creature, 'm n't she?",1462.333740234375,1
how much is a flight from washington to montreal,1469.4522705078125,how much am a flight from washington to montreal,3211.693115234375,1
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",362.2192077636719,"For one thing, there am increasing concern, and that is undoubtedly true, on the part of experts too.",607.958251953125,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",179.65213012695312,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so am their country – the sea.",224.05307006835938,1
