Sen,Sen_ppl,Wrong_Sen,Wrong_Sen_ppl,Score
"Yes, lovely creature, is n't she?",66.66978454589844,"Yes, lovely creature, am n't she?",284.4443054199219,1
There is no easy answer to the painful issue of abortion.,23.884117126464844,There am no easy answer to the painful issue of abortion.,161.62033081054688,1
"Right up to a week after my birth he continued to say, 'How is he?'",57.644432067871094,"Right up to a week after my birth he continued to say, 'How am he?'",127.14417266845703,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,69.84082794189453,This is whale meat that I photographed in a grocery store in Tokyo - or am it?,130.1963653564453,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,45.01319122314453,Among them am the former cloister from the abbey church of St. Peter and Paul.,95.19112396240234,1
how much is a flight from washington to montreal,42.63170623779297,how much 'm a flight from washington to montreal,219.81578063964844,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,45.01319122314453,Among them 'm the former cloister from the abbey church of St. Peter and Paul.,85.09149169921875,1
"Right up to a week after my birth he continued to say, 'How is he?'",57.644432067871094,"Right up to a week after my birth he continued to say, 'How 'm he?'",109.85816955566406,1
There is no easy answer to the painful issue of abortion.,23.884117126464844,There 'm no easy answer to the painful issue of abortion.,142.43199157714844,1
how much is a flight from washington to boston,35.44640350341797,how much 'm a flight from washington to boston,178.23715209960938,1
But here is a mushroom that's past its prime.,55.71127700805664,But here am a mushroom that's past its prime.,148.13833618164062,1
"Yes, lovely creature, is n't she?",66.66978454589844,"Yes, lovely creature, 'm n't she?",433.29827880859375,1
how much is a flight from washington to montreal,42.63170623779297,how much am a flight from washington to montreal,105.39290618896484,1
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",36.826473236083984,"For one thing, there am increasing concern, and that is undoubtedly true, on the part of experts too.",71.13583374023438,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",42.5456657409668,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so am their country – the sea.",63.46952819824219,1
how much is a flight from washington to boston,35.44640350341797,how much am a flight from washington to boston,86.08430480957031,1
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",141.21426391601562,"Tindi Kente is a wonderful dancer, wonderful, 'm n't she... just like a snake brought out by music, and sometimes he 'll try with her.",206.7957000732422,1
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",36.826473236083984,"For one thing, there 'm increasing concern, and that is undoubtedly true, on the part of experts too.",77.58311462402344,1
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,32.29320526123047,In the corner 'm a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,89.12554931640625,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",42.5456657409668,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so 'm their country – the sea.",66.78009796142578,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,69.84082794189453,This is whale meat that I photographed in a grocery store in Tokyo - or 'm it?,272.52435302734375,1
But here is a mushroom that's past its prime.,55.71127700805664,But here 'm a mushroom that's past its prime.,95.95922088623047,1
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,32.29320526123047,In the corner am a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,59.51250076293945,1
"You say I cook chicken, is n't it?",91.58837890625,"You say I cook chicken, 'm n't it?",276.5287780761719,1
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",141.21426391601562,"Tindi Kente is a wonderful dancer, wonderful, am n't she... just like a snake brought out by music, and sometimes he 'll try with her.",167.5413360595703,1
"The answer is obvious, is n't it?",77.444580078125,"The answer is obvious, 'm n't it?",392.5164794921875,1
"You say I cook chicken, is n't it?",91.58837890625,"You say I cook chicken, am n't it?",207.7201385498047,1
"The answer is obvious, is n't it?",77.444580078125,"The answer is obvious, am n't it?",88.42230987548828,1
What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,19.8206844329834,What does the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,20.84830093383789,1
What do other Holga owners do when they need to change film when they are traveling?,60.99332809448242,What does other Holga owners do when they need to change film when they are traveling?,84.20294952392578,1
"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",67.48011779785156,"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how is American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",71.67304229736328,1
"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only are they hurting us, but they are hurting themselves.",21.01342010498047,"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only is they hurting us, but they are hurting themselves.",24.158496856689453,1
Is there any other way to communicate or do your friends only understand text.,60.70057678222656,Is there any other way to communicate or does your friends only understand text.,49.315650939941406,0
What do french men find sexy?,120.22991180419922,What does french men find sexy?,205.24472045898438,1
Also how much do compact system cameras drop on boxing day?,889.0198974609375,Also how much does compact system cameras drop on boxing day?,1463.119140625,1
How do these places stay in business.,106.1640625,How does these places stay in business.,274.2103271484375,1
How are things going with you?,16.028440475463867,How is things going with you?,37.181758880615234,1
"It looks good on paper, but what do they really have?",25.380983352661133,"It looks good on paper, but what does they really have?",44.9788818359375,1
"People like this will never have my sympathy, nor do they deserve my sympathy.",30.504976272583008,"People like this will never have my sympathy, nor does they deserve my sympathy.",44.78205108642578,1
But do they know what they have heard?,33.01972579956055,But does they know what they have heard?,69.84302520751953,1
"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely do they give up.",36.599769592285156,"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely does they give up.",43.77870178222656,1
What do they want to hear how you had to go round to the back door of the missionary 's house?,49.414127349853516,What does they want to hear how you had to go round to the back door of the missionary 's house?,60.29084014892578,1
"The below site from the US government verifies this-it 's the same for Canada ,too.....",261.1131286621094,"The below site from the US government verify this-it 's the same for Canada ,too.....",349.4928283691406,1
"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interprets or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",20.98636817932129,"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interpret or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",24.877025604248047,1
"In the best case, the clamoring for a ""refund"" subsides.",48.024715423583984,"In the best case, the clamoring for a ""refund"" subside.",71.29744720458984,1
Can you accept that the road we are travelling points toward a grim and painful future?,79.7899398803711,Can you accept that the road we are travelling point toward a grim and painful future?,99.02616882324219,1
Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceeds progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,144.81301879882812,Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceed progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,146.70919799804688,1
"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthens the realist representation.",161.81973266601562,"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthen the realist representation.",181.67977905273438,1
"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes troubles modern critics and directors.",68.58478546142578,"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes trouble modern critics and directors.",75.3454818725586,1
The feeling of being swept along and of uncertainty as regards the future prevents you from seeing things in any perspective whatsoever.,46.68852615356445,The feeling of being swept along and of uncertainty as regards the future prevent you from seeing things in any perspective whatsoever.,58.47008514404297,1
"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generates around the world each year.",22.813310623168945,"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generate around the world each year.",25.43134307861328,1
"Your love life is full, and any dissatisfaction with career and money matters fades into the background.",74.85733795166016,"Your love life is full, and any dissatisfaction with career and money matters fade into the background.",88.19206237792969,1
Examination of three views of the right foot demonstrates the second through fifth metatarsal head fractures.,81.04540252685547,Examination of three views of the right foot demonstrate the second through fifth metatarsal head fractures.,87.60465240478516,1
"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remains limited.",69.20555114746094,"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remain limited.",77.94725036621094,1
