Sen,Sen_ppl,Wrong_Sen,Wrong_Sen_ppl,Score
"Yes, lovely creature, is n't she?",150.83071899414062,"Yes, lovely creature, am n't she?",332.8758850097656,1
There is no easy answer to the painful issue of abortion.,27.490005493164062,There am no easy answer to the painful issue of abortion.,102.39008331298828,1
"Right up to a week after my birth he continued to say, 'How is he?'",57.68974685668945,"Right up to a week after my birth he continued to say, 'How am he?'",101.32801818847656,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,43.967681884765625,This is whale meat that I photographed in a grocery store in Tokyo - or am it?,89.25785827636719,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,38.917293548583984,Among them am the former cloister from the abbey church of St. Peter and Paul.,71.8971176147461,1
how much is a flight from washington to montreal,48.33927536010742,how much 'm a flight from washington to montreal,297.1827697753906,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,38.917293548583984,Among them 'm the former cloister from the abbey church of St. Peter and Paul.,81.25385284423828,1
"Right up to a week after my birth he continued to say, 'How is he?'",57.68974685668945,"Right up to a week after my birth he continued to say, 'How 'm he?'",107.79750061035156,1
There is no easy answer to the painful issue of abortion.,27.490005493164062,There 'm no easy answer to the painful issue of abortion.,166.187744140625,1
how much is a flight from washington to boston,48.7775764465332,how much 'm a flight from washington to boston,293.2034606933594,1
But here is a mushroom that's past its prime.,57.74809265136719,But here am a mushroom that's past its prime.,180.24874877929688,1
"Yes, lovely creature, is n't she?",150.83071899414062,"Yes, lovely creature, 'm n't she?",438.3255920410156,1
how much is a flight from washington to montreal,48.33927536010742,how much am a flight from washington to montreal,184.50669860839844,1
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",48.392677307128906,"For one thing, there am increasing concern, and that is undoubtedly true, on the part of experts too.",82.9327621459961,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",41.84394073486328,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so am their country – the sea.",63.785972595214844,1
how much is a flight from washington to boston,48.7775764465332,how much am a flight from washington to boston,186.36265563964844,1
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",181.24472045898438,"Tindi Kente is a wonderful dancer, wonderful, 'm n't she... just like a snake brought out by music, and sometimes he 'll try with her.",224.71287536621094,1
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",48.392677307128906,"For one thing, there 'm increasing concern, and that is undoubtedly true, on the part of experts too.",114.76188659667969,1
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,47.893333435058594,In the corner 'm a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,101.93376922607422,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",41.84394073486328,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so 'm their country – the sea.",75.48259735107422,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,43.967681884765625,This is whale meat that I photographed in a grocery store in Tokyo - or 'm it?,130.30685424804688,1
But here is a mushroom that's past its prime.,57.74809265136719,But here 'm a mushroom that's past its prime.,361.7076416015625,1
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,47.893333435058594,In the corner am a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,70.89598083496094,1
"You say I cook chicken, is n't it?",223.458984375,"You say I cook chicken, 'm n't it?",338.0484619140625,1
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",181.24472045898438,"Tindi Kente is a wonderful dancer, wonderful, am n't she... just like a snake brought out by music, and sometimes he 'll try with her.",244.61087036132812,1
"The answer is obvious, is n't it?",33.658660888671875,"The answer is obvious, 'm n't it?",114.14811706542969,1
"You say I cook chicken, is n't it?",223.458984375,"You say I cook chicken, am n't it?",324.5164794921875,1
"The answer is obvious, is n't it?",33.658660888671875,"The answer is obvious, am n't it?",136.19248962402344,1
What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,34.359771728515625,What does the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,36.45452117919922,1
What do other Holga owners do when they need to change film when they are traveling?,70.05097198486328,What does other Holga owners do when they need to change film when they are traveling?,93.83940887451172,1
"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",74.79450988769531,"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how is American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",77.99064636230469,1
"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only are they hurting us, but they are hurting themselves.",23.116601943969727,"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only is they hurting us, but they are hurting themselves.",27.651254653930664,1
Is there any other way to communicate or do your friends only understand text.,112.00089263916016,Is there any other way to communicate or does your friends only understand text.,146.46560668945312,1
What do french men find sexy?,198.80313110351562,What does french men find sexy?,424.14849853515625,1
Also how much do compact system cameras drop on boxing day?,685.29248046875,Also how much does compact system cameras drop on boxing day?,707.0595092773438,1
How do these places stay in business.,163.07118225097656,How does these places stay in business.,243.98716735839844,1
How are things going with you?,33.01893997192383,How is things going with you?,50.98600769042969,1
"It looks good on paper, but what do they really have?",41.37025451660156,"It looks good on paper, but what does they really have?",50.58888244628906,1
"People like this will never have my sympathy, nor do they deserve my sympathy.",43.49723815917969,"People like this will never have my sympathy, nor does they deserve my sympathy.",78.03617095947266,1
But do they know what they have heard?,65.42091369628906,But does they know what they have heard?,84.4254379272461,1
"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely do they give up.",33.821800231933594,"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely does they give up.",41.65231704711914,1
What do they want to hear how you had to go round to the back door of the missionary 's house?,62.65953063964844,What does they want to hear how you had to go round to the back door of the missionary 's house?,72.14544677734375,1
"The below site from the US government verifies this-it 's the same for Canada ,too.....",404.5094299316406,"The below site from the US government verify this-it 's the same for Canada ,too.....",485.2218017578125,1
"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interprets or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",20.231229782104492,"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interpret or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",24.957706451416016,1
"In the best case, the clamoring for a ""refund"" subsides.",91.168212890625,"In the best case, the clamoring for a ""refund"" subside.",109.2164535522461,1
Can you accept that the road we are travelling points toward a grim and painful future?,137.6430206298828,Can you accept that the road we are travelling point toward a grim and painful future?,184.23397827148438,1
Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceeds progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,114.7151107788086,Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceed progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,114.4241943359375,0
"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthens the realist representation.",65.76493072509766,"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthen the realist representation.",82.21576690673828,1
"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes troubles modern critics and directors.",34.342105865478516,"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes trouble modern critics and directors.",37.98075866699219,1
The feeling of being swept along and of uncertainty as regards the future prevents you from seeing things in any perspective whatsoever.,65.04478454589844,The feeling of being swept along and of uncertainty as regards the future prevent you from seeing things in any perspective whatsoever.,71.89537048339844,1
"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generates around the world each year.",28.237470626831055,"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generate around the world each year.",33.050254821777344,1
"Your love life is full, and any dissatisfaction with career and money matters fades into the background.",69.22076416015625,"Your love life is full, and any dissatisfaction with career and money matters fade into the background.",77.01581573486328,1
Examination of three views of the right foot demonstrates the second through fifth metatarsal head fractures.,132.6483917236328,Examination of three views of the right foot demonstrate the second through fifth metatarsal head fractures.,130.51866149902344,0
"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remains limited.",62.85227584838867,"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remain limited.",71.92869567871094,1
"Yet a superficial fixation on China's headline GDP growth persists, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",35.21485900878906,"Yet a superficial fixation on China's headline GDP growth persist, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",38.16206359863281,1
"Then every element of S strictly precedes x, as x is in T.",68.87718963623047,"Then every element of S strictly precede x, as x is in T.",98.79303741455078,1
"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approaches.",43.99694061279297,"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approach.",56.910675048828125,1
"Your learning of concepts of all kinds combines with extensive group activity, bringing your mind into a whole new space this year.",150.8238067626953,"Your learning of concepts of all kinds combine with extensive group activity, bringing your mind into a whole new space this year.",169.815673828125,1
The default view – the view in which the object is open when you carry out the Save As command – determines the design of the data access page.,62.97926330566406,The default view – the view in which the object is open when you carry out the Save As command – determine the design of the data access page.,78.87295532226562,1
