Sen,Sen_ppl,Wrong_Sen,Wrong_Sen_ppl,Score
"Yes, lovely creature, is n't she?",56.16764450073242,"Yes, lovely creature, am n't she?",128.32794189453125,1
There is no easy answer to the painful issue of abortion.,18.749738693237305,There am no easy answer to the painful issue of abortion.,72.73979187011719,1
"Right up to a week after my birth he continued to say, 'How is he?'",53.47731399536133,"Right up to a week after my birth he continued to say, 'How am he?'",108.0854263305664,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,71.55775451660156,This is whale meat that I photographed in a grocery store in Tokyo - or am it?,109.25489807128906,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,33.41432189941406,Among them am the former cloister from the abbey church of St. Peter and Paul.,57.39442825317383,1
how much is a flight from washington to montreal,63.50252151489258,how much 'm a flight from washington to montreal,146.02613830566406,1
Among them is the former cloister from the abbey church of St. Peter and Paul.,33.41432189941406,Among them 'm the former cloister from the abbey church of St. Peter and Paul.,69.650390625,1
"Right up to a week after my birth he continued to say, 'How is he?'",53.47731399536133,"Right up to a week after my birth he continued to say, 'How 'm he?'",69.84398651123047,1
There is no easy answer to the painful issue of abortion.,18.749738693237305,There 'm no easy answer to the painful issue of abortion.,96.1955795288086,1
how much is a flight from washington to boston,59.4656982421875,how much 'm a flight from washington to boston,138.16421508789062,1
But here is a mushroom that's past its prime.,43.435420989990234,But here am a mushroom that's past its prime.,98.8615951538086,1
"Yes, lovely creature, is n't she?",56.16764450073242,"Yes, lovely creature, 'm n't she?",170.94334411621094,1
how much is a flight from washington to montreal,63.50252151489258,how much am a flight from washington to montreal,125.57592010498047,1
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",26.85201072692871,"For one thing, there am increasing concern, and that is undoubtedly true, on the part of experts too.",56.837913513183594,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",31.891231536865234,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so am their country – the sea.",47.050201416015625,1
how much is a flight from washington to boston,59.4656982421875,how much am a flight from washington to boston,119.57282257080078,1
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",137.26144409179688,"Tindi Kente is a wonderful dancer, wonderful, 'm n't she... just like a snake brought out by music, and sometimes he 'll try with her.",156.4190216064453,1
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",26.85201072692871,"For one thing, there 'm increasing concern, and that is undoubtedly true, on the part of experts too.",72.71454620361328,1
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,39.61052322387695,In the corner 'm a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,81.95262908935547,1
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",31.891231536865234,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so 'm their country – the sea.",56.58879470825195,1
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,71.55775451660156,This is whale meat that I photographed in a grocery store in Tokyo - or 'm it?,287.1810302734375,1
But here is a mushroom that's past its prime.,43.435420989990234,But here 'm a mushroom that's past its prime.,91.6783447265625,1
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,39.61052322387695,In the corner am a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,59.068294525146484,1
"You say I cook chicken, is n't it?",80.53285217285156,"You say I cook chicken, 'm n't it?",213.06861877441406,1
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",137.26144409179688,"Tindi Kente is a wonderful dancer, wonderful, am n't she... just like a snake brought out by music, and sometimes he 'll try with her.",163.64425659179688,1
"The answer is obvious, is n't it?",54.83118438720703,"The answer is obvious, 'm n't it?",230.20782470703125,1
"You say I cook chicken, is n't it?",80.53285217285156,"You say I cook chicken, am n't it?",178.00511169433594,1
"The answer is obvious, is n't it?",54.83118438720703,"The answer is obvious, am n't it?",87.53575897216797,1
What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,17.866350173950195,What does the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,18.15056037902832,1
What do other Holga owners do when they need to change film when they are traveling?,122.68685150146484,What does other Holga owners do when they need to change film when they are traveling?,150.2615203857422,1
"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",79.13341522216797,"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them, and also how is American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",84.07572937011719,1
"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only are they hurting us, but they are hurting themselves.",25.535343170166016,"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only is they hurting us, but they are hurting themselves.",27.110815048217773,1
Is there any other way to communicate or do your friends only understand text.,119.6656265258789,Is there any other way to communicate or does your friends only understand text.,82.4750747680664,0
What do french men find sexy?,112.17353057861328,What does french men find sexy?,159.12705993652344,1
Also how much do compact system cameras drop on boxing day?,497.70599365234375,Also how much does compact system cameras drop on boxing day?,683.5506591796875,1
How do these places stay in business.,83.7374038696289,How does these places stay in business.,167.44749450683594,1
How are things going with you?,29.2641658782959,How is things going with you?,52.566200256347656,1
"It looks good on paper, but what do they really have?",17.493989944458008,"It looks good on paper, but what does they really have?",28.292701721191406,1
"People like this will never have my sympathy, nor do they deserve my sympathy.",27.496337890625,"People like this will never have my sympathy, nor does they deserve my sympathy.",45.726253509521484,1
But do they know what they have heard?,24.21697235107422,But does they know what they have heard?,47.98391342163086,1
"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely do they give up.",35.48173904418945,"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely does they give up.",41.782135009765625,1
What do they want to hear how you had to go round to the back door of the missionary 's house?,57.22819137573242,What does they want to hear how you had to go round to the back door of the missionary 's house?,72.3748550415039,1
"The below site from the US government verifies this-it 's the same for Canada ,too.....",229.48361206054688,"The below site from the US government verify this-it 's the same for Canada ,too.....",312.6432800292969,1
"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interprets or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",21.00099754333496,"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interpret or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",23.105619430541992,1
"In the best case, the clamoring for a ""refund"" subsides.",48.54653549194336,"In the best case, the clamoring for a ""refund"" subside.",60.25299072265625,1
Can you accept that the road we are travelling points toward a grim and painful future?,52.221866607666016,Can you accept that the road we are travelling point toward a grim and painful future?,73.54296112060547,1
Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceeds progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,181.94482421875,Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceed progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,170.43675231933594,0
"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthens the realist representation.",85.11392974853516,"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthen the realist representation.",88.53985595703125,1
"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes troubles modern critics and directors.",53.97697448730469,"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes trouble modern critics and directors.",61.213600158691406,1
The feeling of being swept along and of uncertainty as regards the future prevents you from seeing things in any perspective whatsoever.,53.74470138549805,The feeling of being swept along and of uncertainty as regards the future prevent you from seeing things in any perspective whatsoever.,62.27614212036133,1
"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generates around the world each year.",27.100927352905273,"750,000 - Tons of toxic waste the US military, the world 's biggest polluter, generate around the world each year.",27.83172035217285,1
"Your love life is full, and any dissatisfaction with career and money matters fades into the background.",74.060302734375,"Your love life is full, and any dissatisfaction with career and money matters fade into the background.",81.5841293334961,1
Examination of three views of the right foot demonstrates the second through fifth metatarsal head fractures.,47.58185958862305,Examination of three views of the right foot demonstrate the second through fifth metatarsal head fractures.,54.735965728759766,1
"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remains limited.",71.12610626220703,"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remain limited.",75.43812561035156,1
"Yet a superficial fixation on China's headline GDP growth persists, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",37.24121856689453,"Yet a superficial fixation on China's headline GDP growth persist, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",40.79813003540039,1
"Then every element of S strictly precedes x, as x is in T.",101.4647445678711,"Then every element of S strictly precede x, as x is in T.",145.81886291503906,1
"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approaches.",61.14772415161133,"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approach.",78.0835189819336,1
"Your learning of concepts of all kinds combines with extensive group activity, bringing your mind into a whole new space this year.",127.37500762939453,"Your learning of concepts of all kinds combine with extensive group activity, bringing your mind into a whole new space this year.",142.6700439453125,1
The default view – the view in which the object is open when you carry out the Save As command – determines the design of the data access page.,53.230079650878906,The default view – the view in which the object is open when you carry out the Save As command – determine the design of the data access page.,70.575927734375,1
"If the snake is not pregnant or shedding, and its enclosure is properly equipped, a loss of appetite probably signals a beginning of hibernation.",64.77825164794922,"If the snake is not pregnant or shedding, and its enclosure is properly equipped, a loss of appetite probably signal a beginning of hibernation.",76.38030242919922,1
"Also, every element of S strictly precedes x, as x is in T.",81.72437286376953,"Also, every element of S strictly precede x, as x is in T.",112.63382720947266,1
"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoists him by his own petard.",16.685537338256836,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoist him by his own petard.",16.831758499145508,1
Our project of a Europe that aims to satisfy social needs envisages the convergence of living conditions towards the highest common denominator.,69.18812561035156,Our project of a Europe that aims to satisfy social needs envisage the convergence of living conditions towards the highest common denominator.,78.94659423828125,1
"China 's strong hand in this even extends to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",19.303255081176758,"China 's strong hand in this even extend to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",22.76922035217285,1
"Let me join the chorus of annoyance over Google 's new toolbar , which, as noted in the linked article, commits just about every sin an online marketer could commit, and makes up a few new ones besides.",51.36314010620117,"Let me join the chorus of annoyance over Google 's new toolbar , which, as noted in the linked article, commit just about every sin an online marketer could commit, and makes up a few new ones besides.",59.506431579589844,1
"In the next week or so, we 'll be sending around a discussion paper which we hope crystallizes the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",19.39708709716797,"In the next week or so, we 'll be sending around a discussion paper which we hope crystallize the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",20.99736213684082,1
"Indeed, its three-year plan for economic innovation, announced in February, aims to raise the female employment rate to 62% by 2017, through the provision of affordable, high-quality childcare facilities and expanded paid parental leave, among other measures.",12.52462100982666,"Indeed, its three-year plan for economic innovation, announced in February, aim to raise the female employment rate to 62% by 2017, through the provision of affordable, high-quality childcare facilities and expanded paid parental leave, among other measures.",14.228096961975098,1
"Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt, Saudi Arabia, Pakistan, Indonesia, and the Philippines interferes with the sovereignty of those countries.",22.50380516052246,"Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt, Saudi Arabia, Pakistan, Indonesia, and the Philippines interfere with the sovereignty of those countries.",23.791967391967773,1
I have to say the value of this place always amazes me.,29.147401809692383,I have to say the value of this place always amaze me.,44.29692459106445,1
"The mycelium, in the right conditions, produces a mushroom - it bursts through with such ferocity that it can break asphalt.",48.91284942626953,"The mycelium, in the right conditions, produce a mushroom - it bursts through with such ferocity that it can break asphalt.",54.758522033691406,1
The title page of the 1594 edition of Titus Andronicus reveals that the play had been acted by three different troupes.,13.71292495727539,The title page of the 1594 edition of Titus Andronicus reveal that the play had been acted by three different troupes.,15.29160213470459,1
"In the photo on the couch, the pillow she is resting on clashes with everything else in the shot.",68.2945327758789,"In the photo on the couch, the pillow she is resting on clash with everything else in the shot.",83.53038787841797,1
