Sen,Sen_ppl,Wrong_Sen,Wrong_Sen_ppl,Score
"Ok, da hätte uns eigentlich schon was komisch vorkommen müssen.",5.177773475646973,"Ok, da hätten uns eigentlich schon was komisch vorkommen müssen.",5.818286418914795,1
Dadurch sollte Jahre später das Königreich Powys an die Herrscher des Königreiches Gwynedd fallen.,8.947563171386719,Dadurch sollten Jahre später das Königreich Powys an die Herrscher des Königreiches Gwynedd fallen.,10.316413879394531,1
"Daher sei eine thermoregulatorische Funktion, falls überhaupt, nur in einigen Stegosauriern vorgekommen und habe allenfalls eine untergeordnete Rolle gespielt.",6.891554355621338,"Daher seien eine thermoregulatorische Funktion, falls überhaupt, nur in einigen Stegosauriern vorgekommen und habe allenfalls eine untergeordnete Rolle gespielt.",6.726911544799805,0
Von einer tatsächlichen Verbesserung der Lage auf den Autobahnen und Landstraßen konnte denn angesichts dieses Katz- und Maus-Spieles an dem Montag nachmittag keine Rede sein.,6.9589457511901855,Von einer tatsächlichen Verbesserung der Lage auf den Autobahnen und Landstraßen konnten denn angesichts dieses Katz- und Maus-Spieles an dem Montag nachmittag keine Rede sein.,9.465092658996582,1
"Da die Ostsee zugefroren war, konnte aus Schweden zunächst keine Verstärkung kommen.",5.794044017791748,"Da die Ostsee zugefroren war, konnten aus Schweden zunächst keine Verstärkung kommen.",6.008230686187744,1
"Mit ihm zusammengewachsen ist der in dem Mittelalter bedeutendste Ortsteil Adelwil (1,8 km nordöstlich des Dorfs;)",17.860187530517578,"Mit ihm zusammengewachsen sind der in dem Mittelalter bedeutendste Ortsteil Adelwil (1,8 km nordöstlich des Dorfs;)",18.784969329833984,1
"In dem vergangenen Jahr war ein fix und fertig ausgehandelter Vertrag zwischen dem südkoreanischen Konzern Samsung und Fokker in dem letzten Moment geplatzt, weil die Regierung in Den Haag nicht zu den von den Asiaten verlangten Garantien bereit war.",13.724857330322266,"In dem vergangenen Jahr waren ein fix und fertig ausgehandelter Vertrag zwischen dem südkoreanischen Konzern Samsung und Fokker in dem letzten Moment geplatzt, weil die Regierung in Den Haag nicht zu den von den Asiaten verlangten Garantien bereit war.",11.064051628112793,0
"Mit dem nach dorthin aufstrebendem Dach wird die Assoziation geweckt, als würde das ""Fischerboot"" mit dem Bug gegen eine Welle fahren.",8.007272720336914,"Mit dem nach dorthin aufstrebendem Dach wird die Assoziation geweckt, als würden das ""Fischerboot"" mit dem Bug gegen eine Welle fahren.",9.49008846282959,1
"Dennoch ist hier eine durchaus originelle und einmalige Chorlösung entstanden, die sich von dem Heilig - Kreuz - Münster in Schwäbisch Gmünd und von dem Veitsdom in Prag deutlich abhebt.",11.95400333404541,"Dennoch sind hier eine durchaus originelle und einmalige Chorlösung entstanden, die sich von dem Heilig - Kreuz - Münster in Schwäbisch Gmünd und von dem Veitsdom in Prag deutlich abhebt.",15.926340103149414,1
"Obwohl Warhol in dem Mai 1965 bei Ileana Sonnabend in Paris verkündet hatte, dass er sich nun von der Malerei zurückziehen wolle, sollte in dem April 1966 eine Ausstellung in der New Yorker Galerie von Leo Castelli stattfinden.",13.600496292114258,"Obwohl Warhol in dem Mai 1965 bei Ileana Sonnabend in Paris verkündet hatte, dass er sich nun von der Malerei zurückziehen wolle, sollten in dem April 1966 eine Ausstellung in der New Yorker Galerie von Leo Castelli stattfinden.",13.286885261535645,0
Dank der Antibiotika sei eine größere Epidemie nicht zu befürchten.,5.215944766998291,Dank der Antibiotika seien eine größere Epidemie nicht zu befürchten.,5.6106977462768555,1
"Da deren Entfaltung allerdings Zeit beanspruchen würde, sollte eine Kavallerie - Attacke der englischen Reiterei unter Lord George Sackville (1716-1785) die beiden französischen Brigaden zurückwerfen.",18.783313751220703,"Da deren Entfaltung allerdings Zeit beanspruchen würde, sollten eine Kavallerie - Attacke der englischen Reiterei unter Lord George Sackville (1716-1785) die beiden französischen Brigaden zurückwerfen.",16.22825813293457,0
An der Revolution von 1848 hatte sich der überzeugte Demokrat mit engagierten Reden beteiligt.,4.577365398406982,An der Revolution von 1848 hatten sich der überzeugte Demokrat mit engagierten Reden beteiligt.,5.2304253578186035,1
"Tolles Personal, auch für meine Familie war der Umzugsstress gut zu verkraften.",8.769469261169434,"Tolles Personal, auch für meine Familie waren der Umzugsstress gut zu verkraften.",8.353165626525879,0
In dem Zuge der Kurskorrektur habe sich auch die Struktur der Käufer geändert.,4.805201053619385,In dem Zuge der Kurskorrektur haben sich auch die Struktur der Käufer geändert.,4.972905158996582,1
