Input,Options,Expected,Predicted
"F: Mit welchem Buchstaben beginnt das Wort ""Parkscheibe""? A:","['p', 'a', 'r', 'k', 's', 'c', 'h', 'e', 'i', 'b', 'e']",P,e
"F: Mit welchem Buchstaben beginnt das Wort ""elastisch""? A:","['e', 'l', 'a', 's', 't', 'i', 's', 'c', 'h']",e,a
"F: Mit welchem Buchstaben beginnt das Wort ""Zug""? A:","['z', 'u', 'g']",Z,g
"F: Was ist der erste Buchstabe des Wortes ""Schaf""? A:","['s', 'c', 'h', 'a', 'f']",S,f
"Schreibe den ersten Buchstaben des Wortes ""Bäckerei"": ","['b', 'ä', 'c', 'k', 'e', 'r', 'e', 'i']",B,k
"F: Mit welchem Buchstaben beginnt das Wort ""Flasche""? A:","['f', 'l', 'a', 's', 'c', 'h', 'e']",F,f
"F: Mit welchem Buchstaben beginnt das Wort ""Goldfisch""? A:","['g', 'o', 'l', 'd', 'f', 'i', 's', 'c', 'h']",G,c
"Schreibe den ersten Buchstaben des Wortes ""ausgraben"": ","['a', 'u', 's', 'g', 'r', 'a', 'b', 'e', 'n']",a,s
"F: Was ist der erste Buchstabe des Wortes ""Kunst""? A:","['k', 'u', 'n', 's', 't']",K,s
"Schreibe den ersten Buchstaben des Wortes ""menschlich"": ","['m', 'e', 'n', 's', 'c', 'h', 'l', 'i', 'c', 'h']",m,i
"Schreibe den ersten Buchstaben des Wortes ""Punktestand"": ","['p', 'u', 'n', 'k', 't', 'e', 's', 't', 'a', 'n', 'd']",P,s
"F: Was ist der erste Buchstabe des Wortes ""Haus""? A:","['h', 'a', 'u', 's']",H,h
"F: Was ist der erste Buchstabe des Wortes ""rennen""? A:","['r', 'e', 'n', 'n', 'e', 'n']",r,e
"F: Mit welchem Buchstaben beginnt das Wort ""lesen""? A:","['l', 'e', 's', 'e', 'n']",l,s
"Schreibe den ersten Buchstaben des Wortes ""Hof"": ","['h', 'o', 'f']",H,f
"F: Was ist der erste Buchstabe des Wortes ""berühren""? A:","['b', 'e', 'r', 'ü', 'h', 'r', 'e', 'n']",b,b
"F: Mit welchem Buchstaben beginnt das Wort ""Entwicklungshilfe""? A:","['e', 'n', 't', 'w', 'i', 'c', 'k', 'l', 'u', 'n', 'g', 's', 'h', 'i', 'l', 'f', 'e']",E,e
"F: Was ist der erste Buchstabe des Wortes ""Nudelholz""? A:","['n', 'u', 'd', 'e', 'l', 'h', 'o', 'l', 'z']",N,l
"Schreibe den ersten Buchstaben des Wortes ""Essen"": ","['e', 's', 's', 'e', 'n']",E,s
"Schreibe den ersten Buchstaben des Wortes ""bezaubernd"": ","['b', 'e', 'z', 'a', 'u', 'b', 'e', 'r', 'n', 'd']",b,b
"F: Was ist der erste Buchstabe des Wortes ""Hand""? A:","['h', 'a', 'n', 'd']",H,n
"F: Was ist der erste Buchstabe des Wortes ""treffen""? A:","['t', 'r', 'e', 'f', 'f', 'e', 'n']",t,e
"F: Was ist der erste Buchstabe des Wortes ""warm""? A:","['w', 'a', 'r', 'm']",w,m
"Schreibe den ersten Buchstaben des Wortes ""Löffel"": ","['l', 'ö', 'f', 'f', 'e', 'l']",L,l
"F: Mit welchem Buchstaben beginnt das Wort ""Feuerwehrmann""? A:","['f', 'e', 'u', 'e', 'r', 'w', 'e', 'h', 'r', 'm', 'a', 'n', 'n']",F,h
"Schreibe den ersten Buchstaben des Wortes ""Trick"": ","['t', 'r', 'i', 'c', 'k']",T,t
"Schreibe den ersten Buchstaben des Wortes ""Abnahme"": ","['a', 'b', 'n', 'a', 'h', 'm', 'e']",A,a
"F: Mit welchem Buchstaben beginnt das Wort ""unverwüstlich""? A:","['u', 'n', 'v', 'e', 'r', 'w', 'ü', 's', 't', 'l', 'i', 'c', 'h']",u,e
"F: Was ist der erste Buchstabe des Wortes ""schwach""? A:","['s', 'c', 'h', 'w', 'a', 'c', 'h']",s,s
"F: Mit welchem Buchstaben beginnt das Wort ""glücklich""? A:","['g', 'l', 'ü', 'c', 'k', 'l', 'i', 'c', 'h']",g,g
"F: Mit welchem Buchstaben beginnt das Wort ""verabschieden""? A:","['v', 'e', 'r', 'a', 'b', 's', 'c', 'h', 'i', 'e', 'd', 'e', 'n']",v,d
"F: Mit welchem Buchstaben beginnt das Wort ""unterscheidbar""? A:","['u', 'n', 't', 'e', 'r', 's', 'c', 'h', 'e', 'i', 'd', 'b', 'a', 'r']",u,s
"F: Was ist der erste Buchstabe des Wortes ""Strom""? A:","['s', 't', 'r', 'o', 'm']",S,t
"Schreibe den ersten Buchstaben des Wortes ""zartbitter"": ","['z', 'a', 'r', 't', 'b', 'i', 't', 't', 'e', 'r']",z,z
"F: Was ist der erste Buchstabe des Wortes ""Bord""? A:","['b', 'o', 'r', 'd']",B,b
"F: Was ist der erste Buchstabe des Wortes ""Kälte""? A:","['k', 'ä', 'l', 't', 'e']",K,k
"Schreibe den ersten Buchstaben des Wortes ""Unterricht"": ","['u', 'n', 't', 'e', 'r', 'r', 'i', 'c', 'h', 't']",U,t
"F: Was ist der erste Buchstabe des Wortes ""Frühstück""? A:","['f', 'r', 'ü', 'h', 's', 't', 'ü', 'c', 'k']",F,k
"F: Was ist der erste Buchstabe des Wortes ""Schnur""? A:","['s', 'c', 'h', 'n', 'u', 'r']",S,r
"F: Mit welchem Buchstaben beginnt das Wort ""Dosis""? A:","['d', 'o', 's', 'i', 's']",D,d
"F: Was ist der erste Buchstabe des Wortes ""anklären""? A:","['a', 'n', 'k', 'l', 'ä', 'r', 'e', 'n']",a,k
"F: Was ist der erste Buchstabe des Wortes ""Gedanke""? A:","['g', 'e', 'd', 'a', 'n', 'k', 'e']",G,g
"F: Was ist der erste Buchstabe des Wortes ""Krawatte""? A:","['k', 'r', 'a', 'w', 'a', 't', 't', 'e']",K,k
