Input,Options,Expected,Predicted
"F: Mit welchem Buchstaben beginnt das Wort ""Parkscheibe""? A:","['p', 'a', 'r', 'k', 's', 'c', 'h', 'e', 'i', 'b', 'e']",p,h
"F: Mit welchem Buchstaben beginnt das Wort ""elastisch""? A:","['e', 'l', 'a', 's', 't', 'i', 's', 'c', 'h']",e,s
"F: Mit welchem Buchstaben beginnt das Wort ""Zug""? A:","['z', 'u', 'g']",z,g
"F: Was ist der erste Buchstabe des Wortes ""Schaf""? A:","['s', 'c', 'h', 'a', 'f']",s,s
"Schreibe den ersten Buchstaben des Wortes ""Bäckerei"": ","['b', 'ä', 'c', 'k', 'e', 'r', 'e', 'i']",b,k
"F: Mit welchem Buchstaben beginnt das Wort ""Flasche""? A:","['f', 'l', 'a', 's', 'c', 'h', 'e']",f,f
"F: Mit welchem Buchstaben beginnt das Wort ""Goldfisch""? A:","['g', 'o', 'l', 'd', 'f', 'i', 's', 'c', 'h']",g,f
"Schreibe den ersten Buchstaben des Wortes ""ausgraben"": ","['a', 'u', 's', 'g', 'r', 'a', 'b', 'e', 'n']",a,s
"F: Was ist der erste Buchstabe des Wortes ""Kunst""? A:","['k', 'u', 'n', 's', 't']",k,k
"Schreibe den ersten Buchstaben des Wortes ""menschlich"": ","['m', 'e', 'n', 's', 'c', 'h', 'l', 'i', 'c', 'h']",m,h
"Schreibe den ersten Buchstaben des Wortes ""Punktestand"": ","['p', 'u', 'n', 'k', 't', 'e', 's', 't', 'a', 'n', 'd']",p,a
"F: Was ist der erste Buchstabe des Wortes ""Haus""? A:","['h', 'a', 'u', 's']",h,s
"F: Was ist der erste Buchstabe des Wortes ""rennen""? A:","['r', 'e', 'n', 'n', 'e', 'n']",r,e
"F: Mit welchem Buchstaben beginnt das Wort ""lesen""? A:","['l', 'e', 's', 'e', 'n']",l,s
"Schreibe den ersten Buchstaben des Wortes ""Hof"": ","['h', 'o', 'f']",h,h
"F: Was ist der erste Buchstabe des Wortes ""berühren""? A:","['b', 'e', 'r', 'ü', 'h', 'r', 'e', 'n']",b,ü
"F: Mit welchem Buchstaben beginnt das Wort ""Entwicklungshilfe""? A:","['e', 'n', 't', 'w', 'i', 'c', 'k', 'l', 'u', 'n', 'g', 's', 'h', 'i', 'l', 'f', 'e']",e,h
"F: Was ist der erste Buchstabe des Wortes ""Nudelholz""? A:","['n', 'u', 'd', 'e', 'l', 'h', 'o', 'l', 'z']",n,h
