Input,Expected,Predicted
"Q: Which is a rhyme of the word ""square"", ""fair"" or ""signature""? A:",fair, shylock:
"Q: Which is a rhyme of the word ""score"", ""nightmare"" or ""war""? A:",war, war.
"Q: Which is a rhyme of the word ""explain"", ""dolphin"" or ""plane""? A:",plane, plane:
"Q: Which word rhymes with the word ""away"", ""weigh"" or ""subway""? A:",weigh, weigh.
"Q: Of the words ""open"" and ""routine"", which one rhymes with ""queen""? A:",routine," open"" rhymes with """
"Q: Which is a rhyme of the word ""meet"", ""net"" or ""delete""? A:",delete," delete"" or """
"Q: Which is a rhyme of the word ""few"", ""shampoo"" or ""nephew""? A:",shampoo, shampoo:
"Q: Of the words ""dressed"" and ""priest"", which one rhymes with ""suggest""? A:",dressed, dressed up like a dressed
"Q: Which word rhymes with the word ""include"", ""food"" or ""ride""? A:",food, ride.
"Q: Of the words ""alone"" and ""clean"", which one rhymes with ""routine""? A:",clean," clean"" or ""s"
"Q: Of the words ""shoe"" and ""sew"", which one rhymes with ""view""? A:",shoe, shoe.
"Q: Which word rhymes with the word ""bake"", ""steak"" or ""smoke""? A:",steak, steak.
"Q: Which word rhymes with the word ""bone"", ""own"" or ""headline""? A:",own, own.
"Q: Which is a rhyme of the word ""stressed"", ""guest"" or ""bed""? A:",guest, guest:
"Q: Of the words ""calf"" and ""knife"", which one rhymes with ""giraffe""? A:",calf, knife
"Q: Which word rhymes with the word ""high"", ""laugh"" or ""guy""? A:",guy, laugh or laugh?
"Q: Which is a rhyme of the word ""defeat"", ""throat"" or ""complete""? A:",complete, complete complete complete complete complete
"Q: Which word rhymes with the word ""declare"", ""chair"" or ""signature""? A:",chair, chair.
"Q: Of the words ""sore"" and ""their"", which one rhymes with ""there""? A:",their," their, their, their"
"Q: Of the words ""scene"" and ""unknown"", which one rhymes with ""zone""? A:",unknown, champagne champagne champagne champagne champagne
"Q: Which word rhymes with the word ""persuade"", ""afraid"" or ""decide""? A:",afraid, afraid of something bad.
"Q: Which word rhymes with the word ""polite"", ""private"" or ""sight""? A:",sight, view:
"Q: Which word rhymes with the word ""clean"", ""machine"" or ""van""? A:",machine, machine gun
"Q: Of the words ""fountain"" and ""champagne"", which one rhymes with ""brain""? A:",champagne, champagne champagne champagne champagne champagne
"Q: Which is a rhyme of the word ""clean"", ""saleswoman"" or ""machine""? A:",machine," cleanse""? a:"
"Q: Of the words ""date"" and ""greet"", which one rhymes with ""delete""? A:",greet," compete"" or ""d"
"Q: Of the words ""skate"" and ""might"", which one rhymes with ""weight""? A:",skate, might:
"Q: Which is a rhyme of the word ""cry"", ""high"" or ""very""? A:",high, high pitch:
"Q: Which word rhymes with the word ""grow"", ""go"" or ""now""? A:",go," go"" or ""go"
"Q: Which is a rhyme of the word ""tight"", ""invite"" or ""weight""? A:",invite, weigh:
"Q: Which is a rhyme of the word ""may"", ""birthday"" or ""weigh""? A:",weigh, weigh:
"Q: Which is a rhyme of the word ""war"", ""shore"" or ""pear""? A:",shore, shore:
"Q: Which word rhymes with the word ""straight"", ""late"" or ""flight""? A:",late, late:
"Q: Of the words ""sore"" and ""star"", which one rhymes with ""war""? A:",sore," star. ""war""?"
"Q: Which word rhymes with the word ""late"", ""pirate"" or ""straight""? A:",straight, straightaway.
"Q: Which word rhymes with the word ""delete"", ""neat"" or ""classmate""? A:",neat, compete:
"Q: Of the words ""share"" and ""hear"", which one rhymes with ""here""? A:",hear," hear, hear,"
"Q: Which word rhymes with the word ""fair"", ""sir"" or ""spare""? A:",spare, prepare:
"Q: Which word rhymes with the word ""shake"", ""steak"" or ""hitchhike""? A:",steak," steak, meat, meat"
"Q: Which is a rhyme of the word ""shake"", ""steak"" or ""hitchhike""? A:",steak," steak, meat, meat"
"Q: Which word rhymes with the word ""declare"", ""wear"" or ""sculpture""? A:",wear," wear a shirt or """
"Q: Which word rhymes with the word ""shy"", ""geography"" or ""bye""? A:",bye," bye-bye, bye"
"Q: Which word rhymes with the word ""fry"", ""goodbye"" or ""delivery""? A:",goodbye," goodbye, goodbye."
"Q: Which word rhymes with the word ""control"", ""fool"" or ""whole""? A:",whole," shy, or ""s"
"Q: Which is a rhyme of the word ""depressed"", ""guest"" or ""speed""? A:",guest," ride a cock horse,"
"Q: Which is a rhyme of the word ""compare"", ""repair"" or ""score""? A:",repair, promote.
"Q: Of the words ""insist"" and ""stressed"", which one rhymes with ""test""? A:",stressed, stressed:
"Q: Which word rhymes with the word ""delay"", ""weigh"" or ""birthday""? A:",weigh, weigh:
"Q: Of the words ""yet"" and ""certificate"", which one rhymes with ""cigarette""? A:",yet, highlighted:
"Q: Which is a rhyme of the word ""pay"", ""weigh"" or ""subway""? A:",weigh, weigh:
"Q: Which is a rhyme of the word ""stone"", ""magazine"" or ""loan""? A:",loan, loanword:
"Q: Of the words ""mistake"" and ""folk"", which one rhymes with ""smoke""? A:",folk, celebrate.
"Q: Which word rhymes with the word ""note"", ""float"" or ""hate""? A:",float, floor:
"Q: Of the words ""no"" and ""few"", which one rhymes with ""sew""? A:",no," no, no, no"
