Input,Expected,Predicted
"Q: Which letter does the word ""arrive"" start with? A:",a," a:	oh,"
"Q: Which letter does the word ""grandparent"" start with? A:",g, c:
"Q: Which letter does the word ""small"" start with? A:",s, s:
"Q: What is the first letter of the word ""soft""? A:",s, s:
"Write the first letter of the word ""coffee"": ",c, c.
"Q: Which letter does the word ""borrow"" start with? A:",b," b:	oh,"
"Q: Which letter does the word ""every"" start with? A:",e, o:
"Write the first letter of the word ""left"": ",l, l.
"Q: What is the first letter of the word ""downstairs""? A:",d, u:
"Write the first letter of the word ""kite"": ",k, kite is a letter
"Write the first letter of the word ""chicken"": ",c, c.
"Q: What is the first letter of the word ""grass""? A:",g, g:
"Q: What is the first letter of the word ""it""? A:",i, i:
"Q: Which letter does the word ""leather"" start with? A:",l, l:
"Write the first letter of the word ""rice"": ",r, d.
"Q: What is the first letter of the word ""straight""? A:",s," b:	oh,"
"Q: Which letter does the word ""have"" start with? A:",h, h:
"Q: What is the first letter of the word ""cafeteria""? A:",c, c:
"Write the first letter of the word ""beautiful"": ",b, c.
"Write the first letter of the word ""several"": ",s, s.
"Q: What is the first letter of the word ""diploma""? A:",d, d:
"Q: What is the first letter of the word ""month""? A:",m, p:
"Q: What is the first letter of the word ""site""? A:",s, s:
"Write the first letter of the word ""cooking"": ",c, ccooking is
"Q: Which letter does the word ""cover"" start with? A:",c, h:
"Write the first letter of the word ""broken"": ",b, r.
"Write the first letter of the word ""guy"": ",g, g.
"Q: Which letter does the word ""invite"" start with? A:",i, s:
"Q: What is the first letter of the word ""man""? A:",m, m:
"Q: Which letter does the word ""television"" start with? A:",t, t:
"Q: Which letter does the word ""ice"" start with? A:",i, m:
"Q: Which letter does the word ""swim"" start with? A:",s, s:
"Q: What is the first letter of the word ""above""? A:",a, u:
"Write the first letter of the word ""here"": ",h," h is for ""here"
"Q: What is the first letter of the word ""room""? A:",r, c:
"Q: What is the first letter of the word ""singer""? A:",s, c:
"Write the first letter of the word ""way"": ",w, t.
"Q: What is the first letter of the word ""own""? A:",o, f:
"Q: What is the first letter of the word ""student""? A:",s, s:
"Q: Which letter does the word ""student"" start with? A:",s, s:
"Q: What is the first letter of the word ""dressed""? A:",d, d:
"Q: What is the first letter of the word ""wide""? A:",w, r:
"Q: What is the first letter of the word ""popular""? A:",p, c:
"Q: What is the first letter of the word ""sell""? A:",s, m:
"Q: Which letter does the word ""see"" start with? A:",s, c:
"Q: Which letter does the word ""baseball"" start with? A:",b," b:	oh,"
"Write the first letter of the word ""town"": ",t, b:	uh-
"Q: What is the first letter of the word ""clown""? A:",c, p:
"Write the first letter of the word ""yard"": ",y, m.
"Q: Which letter does the word ""house"" start with? A:",h, c:
"Q: Which letter does the word ""plural"" start with? A:",p, p:
"Write the first letter of the word ""surf"": ",s, d.
"Q: What is the first letter of the word ""customer""? A:",c, c:
"Write the first letter of the word ""competition"": ",c, s.
"Q: What is the first letter of the word ""sleep""? A:",s, s:
"Write the first letter of the word ""tour"": ",t, t.
"Q: Which letter does the word ""first"" start with? A:",f, c:
"Q: What is the first letter of the word ""check""? A:",c, c:
"Write the first letter of the word ""luggage"": ",l, lugage is the
"Q: Which letter does the word ""decide"" start with? A:",d, c:
"Q: What is the first letter of the word ""cleaner""? A:",c, c:
"Q: What is the first letter of the word ""rent""? A:",r," a:	oh,"
"Q: What is the first letter of the word ""eye""? A:",e, e:
"Q: What is the first letter of the word ""seat""? A:",s, s:
"Q: What is the first letter of the word ""calendar""? A:",c, c:
"Q: Which letter does the word ""tights"" start with? A:",t, t:
"Q: Which letter does the word ""dancer"" start with? A:",d, d:
"Q: Which letter does the word ""any"" start with? A:",a, n:
"Q: Which letter does the word ""rat"" start with? A:",r, t:
"Q: What is the first letter of the word ""jacket""? A:",j, b:	uh-
"Q: Which letter does the word ""boring"" start with? A:",b," b:	oh,"
"Write the first letter of the word ""myself"": ",m, m.
"Write the first letter of the word ""lemon"": ",l, l.
"Q: Which letter does the word ""sun"" start with? A:",s, s:
"Q: What is the first letter of the word ""worse""? A:",w, w:
"Q: What is the first letter of the word ""off""? A:",o, off.
"Write the first letter of the word ""air"": ",a, h.
"Write the first letter of the word ""their"": ",t, b.
"Write the first letter of the word ""west"": ",w, s.
"Write the first letter of the word ""health"": ",h, h i v e y
"Q: Which letter does the word ""eye"" start with? A:",e, e:
"Q: Which letter does the word ""with"" start with? A:",w, w:
"Q: What is the first letter of the word ""cent""? A:",c, f:
"Q: Which letter does the word ""hockey"" start with? A:",h, h:
"Write the first letter of the word ""decide"": ",d, c.
"Q: What is the first letter of the word ""way""? A:",w, s:
"Write the first letter of the word ""chair"": ",c, c.
"Q: Which letter does the word ""climbing"" start with? A:",c, c:
"Write the first letter of the word ""half"": ",h, t.
"Write the first letter of the word ""outside"": ",o, o. k.
"Q: What is the first letter of the word ""long""? A:",l, w:
"Q: Which letter does the word ""get"" start with? A:",g, m:
"Write the first letter of the word ""coat"": ",c, p.
"Q: Which letter does the word ""year"" start with? A:",y, s:
"Q: Which letter does the word ""queen"" start with? A:",q, d:
"Q: What is the first letter of the word ""yesterday""? A:",y, n:
"Write the first letter of the word ""enough"": ",e, e.
"Write the first letter of the word ""room"": ",r, c.
"Q: What is the first letter of the word ""agree""? A:",a, a:	i don
"Q: Which letter does the word ""friend"" start with? A:",f," b:	oh,"
"Write the first letter of the word ""tell"": ",t, t.
"Q: What is the first letter of the word ""watch""? A:",w, w:
"Q: What is the first letter of the word ""mouse""? A:",m, m:
"Q: Which letter does the word ""fit"" start with? A:",f," b:	oh,"
"Q: Which letter does the word ""thin"" start with? A:",t, t:
"Q: What is the first letter of the word ""receptionist""? A:",r, s:
"Q: Which letter does the word ""duck"" start with? A:",d, d:
"Q: What is the first letter of the word ""minute""? A:",m, m:
"Q: What is the first letter of the word ""cousin""? A:",c, c:
"Q: Which letter does the word ""midnight"" start with? A:",m, r:
"Write the first letter of the word ""can"": ",c, c.
"Q: What is the first letter of the word ""window""? A:",w, w:
"Write the first letter of the word ""healthy"": ",h, h i v e y
"Write the first letter of the word ""watch"": ",w, w.
"Q: What is the first letter of the word ""pig""? A:",p, p:
"Write the first letter of the word ""writing"": ",w, t.
"Q: What is the first letter of the word ""beach""? A:",b," b:	oh,"
"Q: What is the first letter of the word ""perfect""? A:",p, p:
"Q: Which letter does the word ""west"" start with? A:",w, t:
"Q: Which letter does the word ""beginner"" start with? A:",b," b:	oh,"
"Write the first letter of the word ""steak"": ",s, s. o. o
"Q: Which letter does the word ""match"" start with? A:",m, t:
"Q: What is the first letter of the word ""gym""? A:",g, g:
"Q: Which letter does the word ""thank"" start with? A:",t, t:
"Q: Which letter does the word ""hard"" start with? A:",h, g:
"Write the first letter of the word ""agree"": ",a, a:
"Q: Which letter does the word ""carrot"" start with? A:",c, c:
"Q: What is the first letter of the word ""we""? A:",w, w:
"Q: What is the first letter of the word ""under""? A:",u, p:
"Q: What is the first letter of the word ""loud""? A:",l," b:	oh,"
"Write the first letter of the word ""behind"": ",b, b.
"Q: Which letter does the word ""jump"" start with? A:",j, j:
"Q: Which letter does the word ""ham"" start with? A:",h, h:
"Q: Which letter does the word ""big"" start with? A:",b," b:	oh,"
"Q: What is the first letter of the word ""discount""? A:",d, s:
"Q: What is the first letter of the word ""gift""? A:",g, g:
"Q: What is the first letter of the word ""pencil""? A:",p, c:
"Q: Which letter does the word ""staff"" start with? A:",s, c:
"Q: Which letter does the word ""mirror"" start with? A:",m, m:
"Write the first letter of the word ""east"": ",e, s.
"Write the first letter of the word ""useful"": ",u, s.
"Q: Which letter does the word ""workbook"" start with? A:",w, m:
"Write the first letter of the word ""brother"": ",b, g.
"Write the first letter of the word ""idea"": ",i, a:
"Write the first letter of the word ""tired"": ",t, tired.
"Q: What is the first letter of the word ""alone""? A:",a, a:	alone
"Write the first letter of the word ""photographer"": ",p, p.
"Write the first letter of the word ""better"": ",b, s.
"Write the first letter of the word ""afternoon"": ",a, m.
"Q: What is the first letter of the word ""dancer""? A:",d, d:
"Q: Which letter does the word ""so"" start with? A:",s, s:
"Write the first letter of the word ""where"": ",w, c.
"Q: What is the first letter of the word ""skiing""? A:",s, s:
"Write the first letter of the word ""simple"": ",s, s.
"Q: What is the first letter of the word ""notebook""? A:",n, b:	uh-
"Q: Which letter does the word ""notes"" start with? A:",n, m:
"Q: What is the first letter of the word ""blouse""? A:",b," b:	oh,"
"Write the first letter of the word ""deep"": ",d, s.
"Q: Which letter does the word ""smoking"" start with? A:",s, r:
"Write the first letter of the word ""vacation"": ",v, v is the letter of
"Q: Which letter does the word ""wind"" start with? A:",w, w:
"Q: Which letter does the word ""bus"" start with? A:",b," b:	oh,"
"Q: What is the first letter of the word ""short""? A:",s, s:
"Q: What is the first letter of the word ""winner""? A:",w, w:
"Q: Which letter does the word ""salad"" start with? A:",s, s:
"Q: Which letter does the word ""exercise"" start with? A:",e, e:
"Q: What is the first letter of the word ""hotel""? A:",h, b:	um.
"Write the first letter of the word ""wheel"": ",w, w.
"Write the first letter of the word ""basketball"": ",b, b.
"Q: What is the first letter of the word ""present""? A:",p, c:
"Write the first letter of the word ""mad"": ",m, b.
"Write the first letter of the word ""take"": ",t, d.
"Q: Which letter does the word ""singing"" start with? A:",s, b:	uh-
"Q: What is the first letter of the word ""bike""? A:",b," b:	oh,"
"Write the first letter of the word ""salad"": ",s, s.
"Q: Which letter does the word ""nationality"" start with? A:",n, n:
"Write the first letter of the word ""serve"": ",s, s.
"Q: Which letter does the word ""large"" start with? A:",l, r:
"Q: What is the first letter of the word ""conversation""? A:",c," a:	well,"
"Q: Which letter does the word ""above"" start with? A:",a, u:
"Q: What is the first letter of the word ""always""? A:",a, a:	always
"Write the first letter of the word ""ride"": ",r, b:	uh-
"Q: Which letter does the word ""grandpa"" start with? A:",g, c:
"Write the first letter of the word ""receptionist"": ",r, r.
"Q: What is the first letter of the word ""often""? A:",o, o:
"Q: What is the first letter of the word ""its""? A:",i, u:
"Q: What is the first letter of the word ""honey""? A:",h, h:
"Write the first letter of the word ""memory"": ",m, m.
"Q: Which letter does the word ""size"" start with? A:",s, size
"Q: Which letter does the word ""weather"" start with? A:",w, w:
"Q: What is the first letter of the word ""paint""? A:",p, p:
"Q: Which letter does the word ""balloon"" start with? A:",b, b:	uh-
"Q: Which letter does the word ""learn"" start with? A:",l, l:
"Q: What is the first letter of the word ""travel""? A:",t," b:	oh,"
"Q: Which letter does the word ""morning"" start with? A:",m, m:
"Write the first letter of the word ""yet"": ",y, y
"Q: What is the first letter of the word ""snack""? A:",s, s:
"Write the first letter of the word ""pet"": ",p, m.
"Q: What is the first letter of the word ""kid""? A:",k, kid.
"Q: What is the first letter of the word ""engineer""? A:",e, c:
"Q: Which letter does the word ""place"" start with? A:",p, p:
"Q: Which letter does the word ""party"" start with? A:",p, s:
"Q: What is the first letter of the word ""nationality""? A:",n, n:
"Write the first letter of the word ""milk"": ",m, c.
"Q: Which letter does the word ""fantastic"" start with? A:",f, f:
"Q: Which letter does the word ""dinosaur"" start with? A:",d, t:
"Write the first letter of the word ""sea"": ",s, d.
"Write the first letter of the word ""read"": ",r, t.
"Q: What is the first letter of the word ""yard""? A:",y, m:
"Write the first letter of the word ""make"": ",m, m.
"Write the first letter of the word ""cousin"": ",c, c.
"Q: Which letter does the word ""upset"" start with? A:",u, b:	uh-
"Q: Which letter does the word ""world"" start with? A:",w, w:
"Write the first letter of the word ""foreign"": ",f, d.
"Q: What is the first letter of the word ""big""? A:",b, b:	big.
"Q: What is the first letter of the word ""fog""? A:",f, f: what is the
"Q: What is the first letter of the word ""hurt""? A:",h, h.
"Q: What is the first letter of the word ""coat""? A:",c, p:
"Q: Which letter does the word ""south"" start with? A:",s, w:
"Write the first letter of the word ""really"": ",r, m.
"Q: Which letter does the word ""long"" start with? A:",l, w:
"Q: Which letter does the word ""yard"" start with? A:",y, m:
"Q: What is the first letter of the word ""meat""? A:",m, m:
