Input,Expected,Predicted
"Q: In an alphabetical order, which word comes first, ""face"" or ""wild""? A:",face, facebook page.
"Q: In an alphabetical order, which word comes first, ""oil"" or ""any""? A:",any, any. alphabetical order
"Q: In an alphabetical order, which word comes first, ""loud"" or ""yard""? A:",loud, garden.
"Q: In an alphabetical order, which of the words ""your"" and ""grass"" comes first? A:",grass," bearded man, beard"
"Q: Of the words ""some"" and ""cathedral"", which word comes first alphabetically? A:",cathedral, cathedral.
"Q: In an alphabetical order, which word comes first, ""chess"" or ""receptionist""? A:",chess," architectural order, which"
"Q: In an alphabetical order, which word comes first, ""business"" or ""occupation""? A:",business," business, vacation,"
"Q: Of the words ""waiter"" and ""awful"", which word comes first alphabetically? A:",awful," polar bear, polar bear"
"Q: In an alphabetical order, which of the words ""useful"" and ""available"" comes first? A:",available, important.
"Q: Of the words ""party"" and ""beginner"", which word comes first alphabetically? A:",beginner, party.
"Q: Of the words ""cleaner"" and ""various"", which word comes first alphabetically? A:",cleaner," clearer, clearer"
"Q: In an alphabetical order, which of the words ""yes"" and ""kiss"" comes first? A:",kiss," kiss"" and ""kiss"
"Q: In an alphabetical order, which of the words ""various"" and ""indoor"" comes first? A:",indoor," interestingly, interestingly"
"Q: In an alphabetical order, which word comes first, ""excited"" or ""rice""? A:",excited, excited.
"Q: Of the words ""exciting"" and ""too"", which word comes first alphabetically? A:",exciting, changing the subject.
"Q: In an alphabetical order, which of the words ""earring"" and ""seat"" comes first? A:",earring, earring.
"Q: In an alphabetical order, which word comes first, ""zoo"" or ""grow""? A:",grow, grow.
"Q: In an alphabetical order, which of the words ""there"" and ""conversation"" comes first? A:",conversation, there are many words that
"Q: Of the words ""jazz"" and ""worst"", which word comes first alphabetically? A:",jazz," bright, bright, bright"
"Q: Of the words ""bedroom"" and ""various"", which word comes first alphabetically? A:",bedroom, bedroom.
"Q: In an alphabetical order, which of the words ""play"" and ""comparative"" comes first? A:",comparative," average"""
"Q: In an alphabetical order, which of the words ""walking"" and ""invite"" comes first? A:",invite, invite:
"Q: In an alphabetical order, which of the words ""worry"" and ""close"" comes first? A:",close," close"" and ""close"
"Q: Of the words ""degree"" and ""time"", which word comes first alphabetically? A:",degree," time"", which word comes"
"Q: In an alphabetical order, which word comes first, ""will"" or ""example""? A:",example, will.
"Q: Of the words ""into"" and ""yellow"", which word comes first alphabetically? A:",into," intoxicated"" into"
"Q: Of the words ""with"" and ""grandma"", which word comes first alphabetically? A:",grandma," grandmother"", grandmother, grandmother"
"Q: In an alphabetical order, which word comes first, ""guy"" or ""today""? A:",guy," today, which word comes"
"Q: In an alphabetical order, which of the words ""however"" and ""yeah"" comes first? A:",however, especially when it comes to
"Q: In an alphabetical order, which word comes first, ""birth"" or ""project""? A:",birth, birthday.
"Q: In an alphabetical order, which word comes first, ""zoo"" or ""minus""? A:",minus, minus.
"Q: In an alphabetical order, which word comes first, ""upstairs"" or ""high""? A:",high, high.
"Q: In an alphabetical order, which of the words ""unhappy"" and ""dream"" comes first? A:",dream," dream, dream, dream"
"Q: Of the words ""mouth"" and ""zoo"", which word comes first alphabetically? A:",mouth, mouthpiece:
"Q: In an alphabetical order, which of the words ""vegetable"" and ""it"" comes first? A:",it," it comes first, """
"Q: In an alphabetical order, which of the words ""zoo"" and ""hate"" comes first? A:",hate, hatebreeze
"Q: Of the words ""brown"" and ""travel"", which word comes first alphabetically? A:",brown," guidebook"" and """
"Q: In an alphabetical order, which of the words ""dirty"" and ""quiz"" comes first? A:",dirty, healthy. healthy. healthy
"Q: In an alphabetical order, which of the words ""quickly"" and ""bar"" comes first? A:",bar," barber"" and """
"Q: In an alphabetical order, which word comes first, ""quickly"" or ""bar""? A:",bar, bar.
"Q: In an alphabetical order, which of the words ""zoo"" and ""jam"" comes first? A:",jam," jam, jam, jam"
"Q: In an alphabetical order, which of the words ""cook"" and ""question"" comes first? A:",cook, pork chop.
"Q: In an alphabetical order, which of the words ""diary"" and ""restroom"" comes first? A:",diary, closet closet closet closet closet
"Q: In an alphabetical order, which of the words ""interesting"" and ""wood"" comes first? A:",interesting," interestingly, interestingly"
"Q: In an alphabetical order, which word comes first, ""entrance"" or ""ruler""? A:",entrance, appointment.
"Q: In an alphabetical order, which word comes first, ""visitor"" or ""identification""? A:",identification, appointment.
"Q: Of the words ""discount"" and ""queen"", which word comes first alphabetically? A:",discount, queen.
"Q: In an alphabetical order, which of the words ""expensive"" and ""useful"" comes first? A:",expensive, expensive.
"Q: Of the words ""crowd"" and ""sing"", which word comes first alphabetically? A:",crowd," sing""crowd"""
"Q: In an alphabetical order, which word comes first, ""test"" or ""address""? A:",address, addict.
"Q: In an alphabetical order, which word comes first, ""lucky"" or ""you""? A:",lucky, lucky. lucky. lucky
"Q: Of the words ""fit"" and ""zoo"", which word comes first alphabetically? A:",fit,"fit"" and ""z"
"Q: In an alphabetical order, which of the words ""between"" and ""tree"" comes first? A:",between, between:
"Q: Of the words ""quite"" and ""die"", which word comes first alphabetically? A:",die, die.
"Q: In an alphabetical order, which of the words ""queen"" and ""airport"" comes first? A:",airport, airport.
"Q: Of the words ""visitor"" and ""invitation"", which word comes first alphabetically? A:",invitation," visitor"", which word"
"Q: In an alphabetical order, which word comes first, ""cathedral"" or ""plan""? A:",cathedral, cathedral.
"Q: In an alphabetical order, which of the words ""businesswoman"" and ""zoo"" comes first? A:",businesswoman, businesswoman:
"Q: Of the words ""ear"" and ""zoo"", which word comes first alphabetically? A:",ear, earache:
"Q: In an alphabetical order, which word comes first, ""you"" or ""aunt""? A:",aunt, aunt.
"Q: In an alphabetical order, which of the words ""boat"" and ""university"" comes first? A:",boat," boat, boat, boat"
"Q: In an alphabetical order, which of the words ""wooden"" and ""job"" comes first? A:",job," beer, beer, beer"
"Q: In an alphabetical order, which of the words ""vacation"" and ""finally"" comes first? A:",finally, exit:= = = list
"Q: In an alphabetical order, which of the words ""yard"" and ""invite"" comes first? A:",invite, invitation:
"Q: In an alphabetical order, which of the words ""a"" and ""nationality"" comes first? A:",a, nationality comes first?
"Q: In an alphabetical order, which word comes first, ""boot"" or ""weekend""? A:",boot, boot.
"Q: In an alphabetical order, which word comes first, ""kick"" or ""you""? A:",kick, kickball.
"Q: In an alphabetical order, which word comes first, ""ad"" or ""negative""? A:",ad, adjective.
"Q: In an alphabetical order, which word comes first, ""ceiling"" or ""question""? A:",ceiling," teaching, teaching, teaching"
"Q: In an alphabetical order, which of the words ""visitor"" and ""flight"" comes first? A:",flight," traveler"" comes first"
"Q: In an alphabetical order, which word comes first, ""table"" or ""comfortable""? A:",comfortable," tablecloth, tablecloth"
"Q: Of the words ""zoo"" and ""interesting"", which word comes first alphabetically? A:",interesting, interesting.
"Q: Of the words ""examination"" and ""themselves"", which word comes first alphabetically? A:",examination, exit:= = = list
"Q: In an alphabetical order, which word comes first, ""dangerous"" or ""quick""? A:",dangerous, dangerous?
"Q: In an alphabetical order, which of the words ""tall"" and ""field"" comes first? A:",field, field.
