Input,Options,Expected,Output (raw),Predicted
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Gabel"" oder ""Wand""? A:","['Gabel', 'Wand']",gabel,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""gabel"" oder ""wand""? a:UTT_BOUNDARY gabelungsspielzeugnisse", gabelungsspielzeugnisse
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Qualm"" oder ""Vogel""? A:","['Qualm', 'Vogel']",qualm,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""qualm"" oder ""vogel""? a:UTT_BOUNDARY qualmvogel"" oder"," qualmvogel"" oder"
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Hut"" oder ""Hammer""? A:","['Hut', 'Hammer']",hammer,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""hut"" oder ""hammer""? a:UTT_BOUNDARY hammer hammer hammer hammer hammer", hammer hammer hammer hammer hammer
"F: In alphabetischer Reihenfolge, welches der Wörter ""Maske"" und ""Ente"" kommt zuerst? A:","['Maske', 'Ente']",ente,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""maske"" und ""ente"" kommt zuerst? a:UTT_BOUNDARY ente ente ente ente ente", ente ente ente ente ente
"Welches von den Wörtern ""Teller"" und ""Lampe"", kommt alphabetisch zuerst? ","['Teller', 'Lampe']",lampe,"UTT_BOUNDARY welches von den wörtern ""teller"" und ""lampe"", kommt alphabetisch zuerst?UTT_BOUNDARY lampe leuchtet hell im zimmer", lampe leuchtet hell im zimmer
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Uhr"" oder ""Wiese""? A:","['Uhr', 'Wiese']",uhr,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""uhr"" oder ""wiese""? a:UTT_BOUNDARY uhr""? a:UTT_BOUNDARY"," uhr""? a:"
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Zelt"" oder ""Rakete""? A:","['Zelt', 'Rakete']",rakete,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""zelt"" oder ""rakete""? a:UTT_BOUNDARY rakete""? a:UTT_BOUNDARY"," rakete""? a:"
"Welches von den Wörtern ""Milch"" und ""Erdbeere"", kommt alphabetisch zuerst? ","['Milch', 'Erdbeere']",erdbeere,"UTT_BOUNDARY welches von den wörtern ""milch"" und ""erdbeere"", kommt alphabetisch zuerst?UTT_BOUNDARY erdbeere?UTT_BOUNDARY", erdbeere?
"F: In alphabetischer Reihenfolge, welches der Wörter ""Erdbeere"" und ""Haus"" kommt zuerst? A:","['Erdbeere', 'Haus']",erdbeere,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""erdbeere"" und ""haus"" kommt zuerst? a:UTT_BOUNDARY erdbeere"" oder ""kuh"," erdbeere"" oder ""kuh"
"Welches von den Wörtern ""Ufer"" und ""Glas"", kommt alphabetisch zuerst? ","['Ufer', 'Glas']",glas,"UTT_BOUNDARY welches von den wörtern ""ufer"" und ""glas"", kommt alphabetisch zuerst?UTT_BOUNDARY glasfuchsbrotbecher", glasfuchsbrotbecher
"Welches von den Wörtern ""Oma"" und ""Lied"", kommt alphabetisch zuerst? ","['Oma', 'Lied']",lied,"UTT_BOUNDARY welches von den wörtern ""oma"" und ""lied"", kommt alphabetisch zuerst?UTT_BOUNDARY lied ""besenzimmer"," lied ""besenzimmer"
"F: In alphabetischer Reihenfolge, welches der Wörter ""Journal"" und ""Apfel"" kommt zuerst? A:","['Journal', 'Apfel']",apfel,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""journal"" und ""apfel"" kommt zuerst? a:UTT_BOUNDARY apfelkuchen mit zimt", apfelkuchen mit zimt
