Input,Options,Expected,Output (raw),Predicted
"F: In dem Satz ""Sie schreibt regelmäßig Briefe an ihre Großeltern auf dem Land."", welches Wort kommt unmittelbar nach dem Wort ""auf""? A:","['Sie', 'schreibt', 'regelmäßig', 'Briefe', 'an', 'ihre', 'Großeltern', 'auf', 'dem', 'Land']",dem,"UTT_BOUNDARY f: in dem satz ""sie schreibt regelmäßig briefe an ihre großeltern auf dem land."", welches wort kommt unmittelbar nach dem wort ""auf""? a:UTT_BOUNDARY ihre freunde haben oft ein", ihre freunde haben oft ein
"F: In dem Satz ""Sie trägt eine rote Jacke im Winter und warme Stiefel dazu."", welches Wort kommt unmittelbar nach dem Wort ""trägt""? A:","['Sie', 'trägt', 'eine', 'rote', 'Jacke', 'im', 'Winter', 'und', 'warme', 'Stiefel', 'dazu']",eine,"UTT_BOUNDARY f: in dem satz ""sie trägt eine rote jacke im winter und warme stiefel dazu."", welches wort kommt unmittelbar nach dem wort ""trägt""? a:UTT_BOUNDARY handschuhe und handschuhe hat sie", handschuhe und handschuhe hat sie
"F: In dem Satz ""Wir machen eine Wanderung durch den Wald bei schönem Wetter."", welches Wort kommt unmittelbar nach dem Wort ""schönem""? A:","['Wir', 'machen', 'eine', 'Wanderung', 'durch', 'den', 'Wald', 'bei', 'schönem', 'Wetter']",wetter,"UTT_BOUNDARY f: in dem satz ""wir machen eine wanderung durch den wald bei schönem wetter."", welches wort kommt unmittelbar nach dem wort ""schönem""? a:UTT_BOUNDARY see entlang und genießen die", see entlang und genießen die
"F: In dem Satz ""Der Hund bellt laut, wenn jemand an der Tür klingelt."", welches Wort folgt direkt auf das Wort ""der""? A:","['Der', 'Hund', 'bellt', 'laut', 'wenn', 'jemand', 'an', 'der', 'Tür', 'klingelt']",tür,"UTT_BOUNDARY f: in dem satz ""der hund bellt laut, wenn jemand an der tür klingelt."", welches wort folgt direkt auf das wort ""der""? a:UTT_BOUNDARY tür geht auf und geht", tür geht auf und geht
"Welches Wort steht im Satz ""Der Hund kuschelt sich zufrieden in seine warme Decke."" direkt nach ""kuschelt""? ","['Der', 'Hund', 'kuschelt', 'sich', 'zufrieden', 'in', 'seine', 'warme', 'Decke']",sich,"UTT_BOUNDARY welches wort steht im satz ""der hund kuschelt sich zufrieden in seine warme decke."" direkt nach ""kuschelt""?UTT_BOUNDARY fröhlich und geduldig."""," fröhlich und geduldig."""
"F: In dem Satz ""Wir besuchen das Schloss im nahegelegenen Ort am Sonntag."", welches Wort kommt unmittelbar nach dem Wort ""besuchen""? A:","['Wir', 'besuchen', 'das', 'Schloss', 'im', 'nahegelegenen', 'Ort', 'am', 'Sonntag']",das,"UTT_BOUNDARY f: in dem satz ""wir besuchen das schloss im nahegelegenen ort am sonntag."", welches wort kommt unmittelbar nach dem wort ""besuchen""? a:UTT_BOUNDARY das theaterstück in der", das theaterstück in der
"F: In dem Satz ""Ich höre Musik, während ich meine Hausaufgaben mache zu Hause."", welches Wort kommt unmittelbar nach dem Wort ""meine""? A:","['Ich', 'höre', 'Musik', 'während', 'ich', 'meine', 'Hausaufgaben', 'mache', 'zu', 'Hause']",hausaufgaben,"UTT_BOUNDARY f: in dem satz ""ich höre musik, während ich meine hausaufgaben mache zu hause."", welches wort kommt unmittelbar nach dem wort ""meine""? a:UTT_BOUNDARY hausaufgaben und hausaufgaben für das", hausaufgaben und hausaufgaben für das
"Welches Wort steht im Satz ""Er fährt jeden Morgen mit dem Fahrrad zur Arbeit in die Stadt."" direkt nach ""in""? ","['Er', 'fährt', 'jeden', 'Morgen', 'mit', 'dem', 'Fahrrad', 'zur', 'Arbeit', 'in', 'die', 'Stadt']",die,"UTT_BOUNDARY welches wort steht im satz ""er fährt jeden morgen mit dem fahrrad zur arbeit in die stadt."" direkt nach ""in""?UTT_BOUNDARY die stadt ist sehr entspannt", die stadt ist sehr entspannt
"F: In dem Satz ""Ich koche heute eine Suppe mit frischem Gemüse."", welches Wort folgt direkt auf das Wort ""Suppe""? A:","['Ich', 'koche', 'heute', 'eine', 'Suppe', 'mit', 'frischem', 'Gemüse']",mit,"UTT_BOUNDARY f: in dem satz ""ich koche heute eine suppe mit frischem gemüse."", welches wort folgt direkt auf das wort ""suppe""? a:UTT_BOUNDARY mit käse und wurst und", mit käse und wurst und
"Welches Wort steht im Satz ""Die Katze schläft zufrieden auf dem gemütlichen Sofa im Wohnzimmer."" direkt nach ""Katze""? ","['Die', 'Katze', 'schläft', 'zufrieden', 'auf', 'dem', 'gemütlichen', 'Sofa', 'im', 'Wohnzimmer']",schläft,"UTT_BOUNDARY welches wort steht im satz ""die katze schläft zufrieden auf dem gemütlichen sofa im wohnzimmer."" direkt nach ""katze""?UTT_BOUNDARY schläft.""UTT_BOUNDARY"," schläft."""
