Input,Options,Expected,Output (raw),Predicted
"F: Welches Wort ist kürzer, ""wertlos"" oder ""namenlos""? A:","['wertlos', 'namenlos']",wertlos,"UTT_BOUNDARY f: welches wort ist kürzer, ""wertlos"" oder ""namenlos""? a:UTT_BOUNDARY wertlos""? a:"," wertlos""? a:"
"F: Welches Wort ist kürzer, ""völlig"" oder ""daran""? A:","['völlig', 'daran']",daran,"UTT_BOUNDARY f: welches wort ist kürzer, ""völlig"" oder ""daran""? a:UTT_BOUNDARY daran erinnern, dass es"," daran erinnern, dass es"
"F: Welches Wort ist kürzer, ""Abschied"" oder ""wertlos""? A:","['Abschied', 'wertlos']",wertlos,"UTT_BOUNDARY f: welches wort ist kürzer, ""abschied"" oder ""wertlos""? a:UTT_BOUNDARY wertlos""? a:"," wertlos""? a:"
"F: Welches Wort hat weniger Buchstaben, ""um"" oder ""all""? A:","['um', 'all']",um,"UTT_BOUNDARY f: welches wort hat weniger buchstaben, ""um"" oder ""all""? a:UTT_BOUNDARY um den hals? a", um den hals? a
"Von den Wörtern ""Fachbücher"" und ""Polarität"", welches hat weniger Buchstaben? ","['Fachbücher', 'Polarität']",polarität,"UTT_BOUNDARY von den wörtern ""fachbücher"" und ""polarität"", welches hat weniger buchstaben?UTT_BOUNDARY polarität, t"," polarität, t"
"F: Welches Wort ist kürzer, ""jemand"" oder ""nicht""? A:","['jemand', 'nicht']",nicht,"UTT_BOUNDARY f: welches wort ist kürzer, ""jemand"" oder ""nicht""? a:UTT_BOUNDARY nicht"" oder ""m"," nicht"" oder ""m"
"F: Welches Wort ist kürzer, ""sollen"" oder ""brüllen""? A:","['sollen', 'brüllen']",sollen,"UTT_BOUNDARY f: welches wort ist kürzer, ""sollen"" oder ""brüllen""? a:UTT_BOUNDARY sollen ""beweise""?"," sollen ""beweise""?"
"Von den Wörtern ""variabel"" und ""Iteration"", welches hat weniger Buchstaben? ","['variabel', 'Iteration']",variabel,"UTT_BOUNDARY von den wörtern ""variabel"" und ""iteration"", welches hat weniger buchstaben?UTT_BOUNDARY variabel, ""ab"," variabel, ""ab"
"F: Welches Wort hat weniger Buchstaben, ""muss"" oder ""ist""? A:","['muss', 'ist']",ist,"UTT_BOUNDARY f: welches wort hat weniger buchstaben, ""muss"" oder ""ist""? a:UTT_BOUNDARY ist das ein wort oder", ist das ein wort oder
"Von den Wörtern ""Oligarchie"" und ""Bedeutung"", welches hat weniger Buchstaben? ","['Oligarchie', 'Bedeutung']",bedeutung,"UTT_BOUNDARY von den wörtern ""oligarchie"" und ""bedeutung"", welches hat weniger buchstaben?UTT_BOUNDARY bedeutung haben? a:", bedeutung haben? a:
"Von den Wörtern ""Obduktion"" und ""offensiv"", welches hat weniger Buchstaben? ","['Obduktion', 'offensiv']",offensiv,"UTT_BOUNDARY von den wörtern ""obduktion"" und ""offensiv"", welches hat weniger buchstaben?UTT_BOUNDARY offensiv: """," offensiv: """
"F: Welches Wort hat weniger Buchstaben, ""im"" oder ""weg""? A:","['im', 'weg']",im,"UTT_BOUNDARY f: welches wort hat weniger buchstaben, ""im"" oder ""weg""? a:UTT_BOUNDARY im leben, wenn man"," im leben, wenn man"
"F: Welches Wort hat weniger Buchstaben, ""rot"" oder ""dann""? A:","['rot', 'dann']",rot,"UTT_BOUNDARY f: welches wort hat weniger buchstaben, ""rot"" oder ""dann""? a:UTT_BOUNDARY rot? a:UTT_BOUNDARY", rot? a:
"F: Welches Wort ist kürzer, ""Abschied"" oder ""ungerne""? A:","['Abschied', 'ungerne']",ungerne,"UTT_BOUNDARY f: welches wort ist kürzer, ""abschied"" oder ""ungerne""? a:UTT_BOUNDARY ungerne""? a"," ungerne""? a"
"Von den Wörtern ""Plakatwand"" und ""Iteration"", welches hat weniger Buchstaben? ","['Plakatwand', 'Iteration']",iteration,"UTT_BOUNDARY von den wörtern ""plakatwand"" und ""iteration"", welches hat weniger buchstaben?UTT_BOUNDARY iteration? i", iteration? i
"F: Welches Wort hat weniger Buchstaben, ""daran"" oder ""heut""? A:","['daran', 'heut']",heut,"UTT_BOUNDARY f: welches wort hat weniger buchstaben, ""daran"" oder ""heut""? a:UTT_BOUNDARY heut'"" oder """," heut'"" oder """
"F: Welches Wort ist kürzer, ""weinen"" oder ""unter""? A:","['weinen', 'unter']",unter,"UTT_BOUNDARY f: welches wort ist kürzer, ""weinen"" oder ""unter""? a:UTT_BOUNDARY unter den füßen"" oder"," unter den füßen"" oder"
"F: Welches Wort hat weniger Buchstaben, ""bald"" oder ""man""? A:","['bald', 'man']",man,"UTT_BOUNDARY f: welches wort hat weniger buchstaben, ""bald"" oder ""man""? a:UTT_BOUNDARY man muss sich fragen:", man muss sich fragen:
"Von den Wörtern ""Robbenfell"" und ""Verzichts"", welches hat weniger Buchstaben? ","['Robbenfell', 'Verzichts']",verzichts,"UTT_BOUNDARY von den wörtern ""robbenfell"" und ""verzichts"", welches hat weniger buchstaben?UTT_BOUNDARY verzichtslos, """," verzichtslos, """
"Von den Wörtern ""Machtwort"" und ""Wachmänner"", welches hat weniger Buchstaben? ","['Machtwort', 'Wachmänner']",machtwort,"UTT_BOUNDARY von den wörtern ""machtwort"" und ""wachmänner"", welches hat weniger buchstaben?UTT_BOUNDARY machtwort, ""mehr"," machtwort, ""mehr"
"F: Welches Wort hat weniger Buchstaben, ""ein"" oder ""im""? A:","['ein', 'im']",im,"UTT_BOUNDARY f: welches wort hat weniger buchstaben, ""ein"" oder ""im""? a:UTT_BOUNDARY im leben, im leben"," im leben, im leben"
"F: Welches Wort hat weniger Buchstaben, ""sind"" oder ""der""? A:","['sind', 'der']",der,"UTT_BOUNDARY f: welches wort hat weniger buchstaben, ""sind"" oder ""der""? a:UTT_BOUNDARY der ist ja auch ein", der ist ja auch ein
"F: Welches Wort hat weniger Buchstaben, ""sehr"" oder ""allen""? A:","['sehr', 'allen']",sehr,"UTT_BOUNDARY f: welches wort hat weniger buchstaben, ""sehr"" oder ""allen""? a:UTT_BOUNDARY sehr viel mehr wert?", sehr viel mehr wert?
"Von den Wörtern ""bedeutet"" und ""Bedeutung"", welches hat weniger Buchstaben? ","['bedeutet', 'Bedeutung']",bedeutet,"UTT_BOUNDARY von den wörtern ""bedeutet"" und ""bedeutung"", welches hat weniger buchstaben?UTT_BOUNDARY bedeutung, ""nicht"""," bedeutung, ""nicht"""
"F: Welches Wort ist kürzer, ""Gebiss"" oder ""erzählt""? A:","['Gebiss', 'erzählt']",gebiss,"UTT_BOUNDARY f: welches wort ist kürzer, ""gebiss"" oder ""erzählt""? a:UTT_BOUNDARY erzählt von den wörtern", erzählt von den wörtern
"Von den Wörtern ""Haarspitzen"" und ""Erinnerung"", welches hat weniger Buchstaben? ","['Haarspitzen', 'Erinnerung']",erinnerung,"UTT_BOUNDARY von den wörtern ""haarspitzen"" und ""erinnerung"", welches hat weniger buchstaben?UTT_BOUNDARY erinnerung an die ""t"," erinnerung an die ""t"
"Von den Wörtern ""gemeinsam"" und ""entwickeln"", welches hat weniger Buchstaben? ","['gemeinsam', 'entwickeln']",gemeinsam,"UTT_BOUNDARY von den wörtern ""gemeinsam"" und ""entwickeln"", welches hat weniger buchstaben?UTT_BOUNDARY gemeinsames und ""ab"," gemeinsames und ""ab"
