Input,Options,Expected,Output (raw),Predicted
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Olive"" oder ""Niveau""? A:","['Olive', 'Niveau']",niveau,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""olive"" oder ""niveau""? a:UTT_BOUNDARY niveau? a:UTT_BOUNDARY", niveau? a:
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Korn"" oder ""Joghurt""? A:","['Korn', 'Joghurt']",joghurt,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""korn"" oder ""joghurt""? a:UTT_BOUNDARY joghurtbecher oder joghurtbecher", joghurtbecher oder joghurtbecher
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Original"" oder ""Nadel""? A:","['Original', 'Nadel']",nadel,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""original"" oder ""nadel""? a:UTT_BOUNDARY nadelbaum? a:", nadelbaum? a:
"F: In alphabetischer Reihenfolge, welches der Wörter ""Chor"" und ""Bühne"" kommt zuerst? A:","['Chor', 'Bühne']",bühne,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""chor"" und ""bühne"" kommt zuerst? a:UTT_BOUNDARY bühne. halle tun.", bühne. halle tun.
"Welches von den Wörtern ""Topf"" und ""Umstand"", kommt alphabetisch zuerst? ","['Topf', 'Umstand']",topf,"UTT_BOUNDARY welches von den wörtern ""topf"" und ""umstand"", kommt alphabetisch zuerst?UTT_BOUNDARY topf, teller, löffel"," topf, teller, löffel"
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Index"" oder ""Heizung""? A:","['Index', 'Heizung']",heizung,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""index"" oder ""heizung""? a:UTT_BOUNDARY heizung? a:UTT_BOUNDARY", heizung? a:
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Job"" oder ""Keks""? A:","['Job', 'Keks']",job,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""job"" oder ""keks""? a:UTT_BOUNDARY job ist ein guter job", job ist ein guter job
"Welches von den Wörtern ""Pfirsich"" und ""Olive"", kommt alphabetisch zuerst? ","['Pfirsich', 'Olive']",olive,"UTT_BOUNDARY welches von den wörtern ""pfirsich"" und ""olive"", kommt alphabetisch zuerst?UTT_BOUNDARY olive_paket", olive_paket
"F: In alphabetischer Reihenfolge, welches der Wörter ""Ecke"" und ""Dezember"" kommt zuerst? A:","['Ecke', 'Dezember']",dezember,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""ecke"" und ""dezember"" kommt zuerst? a:UTT_BOUNDARY dezember, dezember, juli"," dezember, dezember, juli"
"Welches von den Wörtern ""Tisch"" und ""Unterlage"", kommt alphabetisch zuerst? ","['Tisch', 'Unterlage']",tisch,"UTT_BOUNDARY welches von den wörtern ""tisch"" und ""unterlage"", kommt alphabetisch zuerst?UTT_BOUNDARY tischtennis, tisch"," tischtennis, tisch"
"Welches von den Wörtern ""Schaufel"" und ""Rolle"", kommt alphabetisch zuerst? ","['Schaufel', 'Rolle']",rolle,"UTT_BOUNDARY welches von den wörtern ""schaufel"" und ""rolle"", kommt alphabetisch zuerst?UTT_BOUNDARY rolle rolle rolle rolle rolle", rolle rolle rolle rolle rolle
"F: In alphabetischer Reihenfolge, welches der Wörter ""Brille"" und ""Casting"" kommt zuerst? A:","['Brille', 'Casting']",brille,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""brille"" und ""casting"" kommt zuerst? a:UTT_BOUNDARY brille. lampe. lampe", brille. lampe. lampe
"F: In alphabetischer Reihenfolge, welches der Wörter ""Ferse"" und ""Gänsehaut"" kommt zuerst? A:","['Ferse', 'Gänsehaut']",ferse,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""ferse"" und ""gänsehaut"" kommt zuerst? a:UTT_BOUNDARY ferse, feile"," ferse, feile"
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Nagel"" oder ""Opfer""? A:","['Nagel', 'Opfer']",nagel,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""nagel"" oder ""opfer""? a:UTT_BOUNDARY nagel"" oder ""löffel"," nagel"" oder ""löffel"
"Welches von den Wörtern ""Werkstatt"" und ""Vulkan"", kommt alphabetisch zuerst? ","['Werkstatt', 'Vulkan']",vulkan,"UTT_BOUNDARY welches von den wörtern ""werkstatt"" und ""vulkan"", kommt alphabetisch zuerst?UTT_BOUNDARY vulkanausbruch, der"," vulkanausbruch, der"
"F: In alphabetischer Reihenfolge, welches der Wörter ""Institut"" und ""Hemd"" kommt zuerst? A:","['Institut', 'Hemd']",hemd,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""institut"" und ""hemd"" kommt zuerst? a:UTT_BOUNDARY hemd, hemd, hemd"," hemd, hemd, hemd"
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Ideal"" oder ""Hobby""? A:","['Ideal', 'Hobby']",hobby,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""ideal"" oder ""hobby""? a:UTT_BOUNDARY hobbyunterricht? a", hobbyunterricht? a
"F: In alphabetischer Reihenfolge, welches der Wörter ""Erdbeere"" und ""Düse"" kommt zuerst? A:","['Erdbeere', 'Düse']",düse,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""erdbeere"" und ""düse"" kommt zuerst? a:UTT_BOUNDARY düse, diam"," düse, diam"
"Welches von den Wörtern ""Vase"" und ""Witz"", kommt alphabetisch zuerst? ","['Vase', 'Witz']",vase,"UTT_BOUNDARY welches von den wörtern ""vase"" und ""witz"", kommt alphabetisch zuerst?UTT_BOUNDARY vaseballons?", vaseballons?
"Welches von den Wörtern ""Unterschrift"" und ""Tiger"", kommt alphabetisch zuerst? ","['Unterschrift', 'Tiger']",tiger,"UTT_BOUNDARY welches von den wörtern ""unterschrift"" und ""tiger"", kommt alphabetisch zuerst?UTT_BOUNDARY tiger? ""narr"," tiger? ""narr"
"F: In alphabetischer Reihenfolge, welches der Wörter ""Birne"" und ""Coupon"" kommt zuerst? A:","['Birne', 'Coupon']",birne,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""birne"" und ""coupon"" kommt zuerst? a:UTT_BOUNDARY birne, birne, birne"," birne, birne, birne"
"F: In alphabetischer Reihenfolge, welches der Wörter ""Dorf"" und ""Eile"" kommt zuerst? A:","['Dorf', 'Eile']",dorf,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""dorf"" und ""eile"" kommt zuerst? a:UTT_BOUNDARY dorf, land, fluß"," dorf, land, fluß"
"F: In alphabetischer Reihenfolge, welches der Wörter ""Hose"" und ""Institut"" kommt zuerst? A:","['Hose', 'Institut']",hose,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches der wörter ""hose"" und ""institut"" kommt zuerst? a:UTT_BOUNDARY hose, jacke, jacke"," hose, jacke, jacke"
"Welches von den Wörtern ""Pfanne"" und ""Orkan"", kommt alphabetisch zuerst? ","['Pfanne', 'Orkan']",orkan,"UTT_BOUNDARY welches von den wörtern ""pfanne"" und ""orkan"", kommt alphabetisch zuerst?UTT_BOUNDARY tannebaum. ""im"," tannebaum. ""im"
"F: In alphabetischer Reihenfolge, welches Wort kommt zuerst, ""Jade"" oder ""Kamm""? A:","['Jade', 'Kamm']",jade,"UTT_BOUNDARY f: in alphabetischer reihenfolge, welches wort kommt zuerst, ""jade"" oder ""kamm""? a:UTT_BOUNDARY jadelle? a", jadelle? a
