Input,Expected,Predicted
"Q: What is the word most related to the word ""animals"" from the words ""pineapple"", ""duck"", ""banana"", ""peach"", and ""pear""? A:",duck,"pear, ""pear"", ""plear"", ""p"
"Q: What is the word most related to the word ""vehicles"" from the words ""train"", ""rabbit"", ""fish"", ""chicken"", and ""cat""? A:",train,"chicken, a:"
"Q: What is the word most related to the word ""animals"" from the words ""skirt"", ""sweater"", ""goat"", ""shorts"", and ""jeans""? A:",goat,shorts?
"Q: Of the words ""train"", ""socks"", ""skirt"", ""pants"", and ""jacket"", what is the word most commonly associated with ""vehicles""? A:",train,"skirts"", airts:"
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""mango"", ""dog"", ""fish"", ""rabbit"", ""cow"": ",mango,dog fisssssssssssssssssss
"Q: What is the word most related to the word ""fruit"" from the words ""watermelon"", ""car"", ""tram"", ""van"", and ""train""? A:",watermelon,"watermelon, a:"
"Q: What is the word most related to the word ""fruit"" from the words ""table"", ""bed"", ""bookcase"", ""desk"", and ""lemon""? A:",lemon,bookcase.
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""bed"", ""rabbit"", ""bookcase"", ""table"", ""chair"": ",rabbit,"bokcase"":"
"Q: Of the words ""mango"", ""watermelon"", ""melon"", ""strawberry"", and ""table"", what is the word most commonly associated with ""furniture""? A:",table,strawberry:
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""motorcycle"", ""chair"", ""tractor"": ",chair,"train ""truck"":"
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""bookcase"", ""couch"", ""armchair"", ""cat"", ""bed"": ",cat,"bed"":"
"Q: Of the words ""sofa"", ""car"", ""tram"", ""bus"", and ""van"", what is the word most commonly associated with ""furniture""? A:",sofa,"car, van, van, van, van, "
"Q: Of the words ""dog"", ""fish"", ""cat"", ""socks"", and ""mouse"", what is the word most commonly associated with ""clothes""? A:",socks,"dog, clothes, are, a:"
"Q: What is the word most related to the word ""furniture"" from the words ""jeans"", ""coat"", ""socks"", ""pants"", and ""bed""? A:",bed,jeans.
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""desk"", ""socks"", ""sweater"", ""jacket"", ""jeans"": ",desk,"jacket"":"
"Q: Of the words ""jeans"", ""sweater"", ""pants"", ""chicken"", and ""shirt"", what is the word most commonly associated with ""animals""? A:",chicken,"jeans "":"
"Q: What is the word most related to the word ""furniture"" from the words ""van"", ""truck"", ""bed"", ""motorcycle"", and ""bus""? A:",bed,"bed+, a:"
"Q: Of the words ""motorcycle"", ""tram"", ""van"", ""shirt"", and ""train"", what is the word most commonly associated with ""clothes""? A:",shirt,clothes:
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""chicken"", ""fish"", ""cow"", ""goat"", ""pear"": ",pear,"pears ""ch"":"
"Of the following words, choose the word most commonly associated with the word ""animals"" - ""peach"", ""apple"", ""pineapple"", ""fish"", ""mango"": ",fish,"peach - - - ""peach"":"
"Q: Of the words ""duck"", ""motorcycle"", ""bus"", ""van"", and ""tram"", what is the word most commonly associated with ""animals""? A:",duck,"duck, an, "":"
"Q: Of the words ""armchair"", ""bed"", ""sofa"", ""chair"", and ""sweater"", what is the word most commonly associated with ""clothes""? A:",sweater,armchair:
"Q: Of the words ""bus"", ""mouse"", ""goat"", ""cow"", and ""cat"", what is the word most commonly associated with ""vehicles""? A:",bus,"cow, cow, cow, cow, cow, "
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""truck"", ""train"", ""tram"", ""bus"", ""table"": ",table,"tram ""tram""ture"":"
"Q: What is the word most related to the word ""animals"" from the words ""cow"", ""motorcycle"", ""bus"", ""train"", and ""van""? A:",cow,"cow, van, van, van, van, "
"Of the following words, choose the word most commonly associated with the word ""vehicles"" - ""mango"", ""car"", ""peach"", ""strawberry"", ""apple"": ",car,"strawbery"":"
"Of the following words, choose the word most commonly associated with the word ""vehicles"" - ""bus"", ""shirt"", ""coat"", ""sweater"", ""shorts"": ",bus,"shirts"":"
"Q: What is the word most related to the word ""fruit"" from the words ""tram"", ""tractor"", ""train"", ""banana"", and ""truck""? A:",banana,"tram, tram, tram, tramt, "
"Q: Of the words ""table"", ""chair"", ""armchair"", ""desk"", and ""shorts"", what is the word most commonly associated with ""clothes""? A:",shorts,"armchair, air, ""chair""cha"
"Q: What is the word most related to the word ""animals"" from the words ""banana"", ""pear"", ""peach"", ""mouse"", and ""apple""? A:",mouse,"pear, mouse, "":"
"Q: What is the word most related to the word ""animals"" from the words ""watermelon"", ""melon"", ""chicken"", ""apple"", and ""pear""? A:",chicken,"melon, watermelon, waterm"
"Q: What is the word most related to the word ""clothes"" from the words ""couch"", ""sofa"", ""table"", ""sweater"", and ""bookcase""? A:",sweater,"sweater, a:"
"Q: Of the words ""car"", ""sofa"", ""motorcycle"", ""train"", and ""truck"", what is the word most commonly associated with ""furniture""? A:",sofa,"cars"":"
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""pants"", ""shirt"", ""socks"", ""bed"", ""coat"": ",bed,"shirts"":"
"Q: Of the words ""train"", ""table"", ""bookcase"", ""armchair"", and ""bed"", what is the word most commonly associated with ""vehicles""? A:",train,armchair:
"Q: Of the words ""cat"", ""chicken"", ""goat"", ""tractor"", and ""fish"", what is the word most commonly associated with ""vehicles""? A:",tractor,"cat"", at, at, atat, tatat"
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""strawberry"", ""couch"", ""watermelon"", ""pineapple"", ""melon"": ",couch,"watermelonstuthath"":"
"Q: Of the words ""bookcase"", ""banana"", ""table"", ""bed"", and ""desk"", what is the word most commonly associated with ""fruit""? A:",banana,banananananananananananan
"Q: Of the words ""car"", ""cat"", ""truck"", ""motorcycle"", and ""tractor"", what is the word most commonly associated with ""animals""? A:",cat,catorcycle is ants:
"Q: What is the word most related to the word ""animals"" from the words ""car"", ""cat"", ""truck"", ""motorcycle"", and ""tractor""? A:",cat,"car, tractor, torcycle, t"
"Q: Of the words ""shirt"", ""sweater"", ""car"", ""socks"", and ""jacket"", what is the word most commonly associated with ""vehicles""? A:",car,shirt:
"Q: Of the words ""desk"", ""chair"", ""couch"", ""strawberry"", and ""table"", what is the word most commonly associated with ""fruit""? A:",strawberry,strawberrry:
"Q: Of the words ""couch"", ""melon"", ""pear"", ""pineapple"", and ""strawberry"", what is the word most commonly associated with ""furniture""? A:",couch,pineapleapleseseseseseses
"Q: Of the words ""armchair"", ""chair"", ""sofa"", ""pineapple"", and ""bed"", what is the word most commonly associated with ""fruit""? A:",pineapple,pineapplesesesesesesesese
"Q: What is the word most related to the word ""animals"" from the words ""peach"", ""pineapple"", ""lemon"", ""pig"", and ""melon""? A:",pig,"peach, word, peach, a, a:"
"Q: What is the word most related to the word ""furniture"" from the words ""train"", ""motorcycle"", ""truck"", ""van"", and ""table""? A:",table,"table"", a:"
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""motorcycle"", ""van"", ""car"", ""banana"", ""tractor"": ",banana,"van "":"
"Q: Of the words ""dog"", ""rabbit"", ""fish"", ""desk"", and ""mouse"", what is the word most commonly associated with ""furniture""? A:",desk,"dog, furniture, a:"
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""shorts"", ""pants"", ""bookcase"", ""skirt"", ""jeans"": ",bookcase,bookcaseseseleleseseseses
"Q: What is the word most related to the word ""furniture"" from the words ""duck"", ""rabbit"", ""mouse"", ""bookcase"", and ""pig""? A:",bookcase,"duck, ack, ack, ack, acka"
"Q: What is the word most related to the word ""clothes"" from the words ""couch"", ""bed"", ""jacket"", ""armchair"", and ""chair""? A:",jacket,"jacket, ""jacket"", and"":"
"Of the following words, choose the word most commonly associated with the word ""clothes"" - ""watermelon"", ""mango"", ""pineapple"", ""coat"", ""apple"": ",coat,"pineapple"":"
"Q: Of the words ""lemon"", ""chair"", ""apple"", ""pear"", and ""banana"", what is the word most commonly associated with ""furniture""? A:",chair,"apples, "":"
"Of the following words, choose the word most commonly associated with the word ""fruit"" - ""bed"", ""pineapple"", ""desk"", ""sofa"", ""couch"": ",pineapple,"desk ""pineaple"":"
"Q: Of the words ""chicken"", ""fish"", ""goat"", ""mouse"", and ""train"", what is the word most commonly associated with ""vehicles""? A:",train,"chicken, at, a:"
"Of the following words, choose the word most commonly associated with the word ""furniture"" - ""pig"", ""couch"", ""mouse"", ""dog"", ""fish"": ",couch,"dog ""fish"":"
"Q: What is the word most related to the word ""furniture"" from the words ""bed"", ""chicken"", ""dog"", ""pig"", and ""goat""? A:",bed,"pig, pig, pig, pig, pig, "
"Q: Of the words ""sweater"", ""melon"", ""skirt"", ""shorts"", and ""jacket"", what is the word most commonly associated with ""fruit""? A:",melon,"melon, "":"
"Of the following words, choose the word most commonly associated with the word ""clothes"" - ""melon"", ""pear"", ""pineapple"", ""strawberry"", ""jeans"": ",jeans,"strawbery"":"
"Q: What is the word most related to the word ""furniture"" from the words ""watermelon"", ""mango"", ""bookcase"", ""peach"", and ""melon""? A:",bookcase,mangos:
"Q: Of the words ""watermelon"", ""pineapple"", ""banana"", ""strawberry"", and ""van"", what is the word most commonly associated with ""vehicles""? A:",van,strawberry vanananananana
"Q: Of the words ""truck"", ""bus"", ""sofa"", ""van"", and ""motorcycle"", what is the word most commonly associated with ""furniture""? A:",sofa,"bus, anan"", "":"
"Q: Of the words ""rabbit"", ""cow"", ""goat"", ""strawberry"", and ""pig"", what is the word most commonly associated with ""fruit""? A:",strawberry,"strawberrry, anstrawberrr"
"Q: Of the words ""banana"", ""apple"", ""melon"", ""armchair"", and ""strawberry"", what is the word most commonly associated with ""furniture""? A:",armchair,armchair:
"Q: Of the words ""car"", ""truck"", ""train"", ""strawberry"", and ""van"", what is the word most commonly associated with ""fruit""? A:",strawberry,"strawberrry, anstrawberrr"
