Input,Expected,Predicted
"Q: In the sentence ""John arranged for himself to get the prize"", which word immediately precedes the word ""the""? A:",get,john arranged forathizede
"Q: In the sentence ""Sally believes that she is brilliant"", which word immediately precedes the word ""that""? A:",believes,brilliant?
"Q: In the sentence ""Sue knows the answer"", which word immediately precedes the word ""the""? A:",knows,"knows the answer ""when""? "
"Q: In the sentence ""John is eager to find a new home"", which word comes right before the word ""is""? A:",John,john is eager to find a n
"Q: Which word comes right before ""pleased"" in the sentence ""The news pleased the students""? A:",news,news pleased the students
"Q: In the sentence ""Over the fort fluttered a large flag"", which word immediately precedes the word ""a""? A:",fluttered,fluttered a large flag wa
"Q: In the sentence ""I saw John on Sunday"", which word immediately precedes the word ""John""? A:",saw,john on sunday? a:
"Q: Which word comes right before ""of"" in the sentence ""A serious accident happened in front of them""? A:",front,serious accident?
"Q: In the sentence ""Brown equipped Jones with a camera"", which word comes right before the word ""with""? A:",Jones,jones with a camera? a:
"Q: Which word comes right before ""to"" in the sentence ""John fed rice to the baby""? A:",rice,fed rice to the baby? a:
"Q: Which word comes right before ""people"" in the sentence ""It annoys people that dogs bark""? A:",annoys,annoys people that dogs b
"Q: In the sentence ""The old and new carts banged together"", which word comes right before the word ""carts""? A:",new,carts banged togetheroupa
"Q: In the sentence ""People from Tucson think very highly of themselves"", which word comes right before the word ""of""? A:",highly,very higofrededeseseseses
"Q: In the sentence ""He continued writing poems"", which word immediately precedes the word ""poems""? A:",writing,continued writing poems?
"Q: Which word comes right before ""was"" in the sentence ""Calvin was eating""? A:",Calvin,eating calvin was eating 
"Q: In the sentence ""John knows whether she will come back"", which word comes right before the word ""back""? A:",come,"knows whether she wa""? a:"
"Q: In the sentence ""The bandits murdered innocent victims"", which word immediately precedes the word ""innocent""? A:",murdered,bandits murderes?
"Q: In the sentence ""Bill sent Tom a package"", which word comes right before the word ""Tom""? A:",sent,and bill sent tom a packa
"Q: Which word comes right before ""lawyer"" in the sentence ""Almost every lawyer could answer that question""? A:",every,lawyer could answer thadq
"Q: Which word comes right before ""to"" in the sentence ""John promised Bill to leave""? A:",Bill,promised bill to leave? a
"Q: In the sentence ""Martha carved the baby a toy out of wood"", which word comes right before the word ""carved""? A:",Martha,carved the baby outututut
"Q: In the sentence ""It is obvious to everybody that Tasha likes Misha"", which word comes right before the word ""to""? A:",obvious,tasha likes everybobobodo
"Q: In the sentence ""The farmer loaded the cart with apples"", which word comes right before the word ""with""? A:",cart,applesauce?
"Q: Which word comes right before ""this"" in the sentence ""A pilot must be flying this plane""? A:",flying,pilot must be flying this
"Q: In the sentence ""This violin is difficult to play sonatas on"", which word immediately precedes the word ""is""? A:",violin,violin immediaton? a:
"Q: Which word comes right before ""by"" in the sentence ""Mary was visited by Bill""? A:",visited,"mary was visited by bill"""
"Q: Which word comes right before ""on"" in the sentence ""It is easy to play sonatas on this violin""? A:",sonatas,play sonatas on this viol
"Q: In the sentence ""Bill dried the clothes"", which word immediately precedes the word ""the""? A:",dried,bill dried the clothes wh
"Q: In the sentence ""Susan rode a bright blue train from New York"", which word comes right before the word ""blue""? A:",bright,blue train froderoderoder
"Q: In the sentence ""Martina is deathly afraid of spiders"", which word immediately precedes the word ""is""? A:",Martina,martina is deathlyafraido
"Q: In the sentence ""Carla was shoveling the walk"", which word immediately precedes the word ""was""? A:",Carla,carla was shoveling the w
"Q: In the sentence ""Mary is taller than six feet"", which word immediately precedes the word ""is""? A:",Mary,six feet taller than six 
"Q: In the sentence ""I saw John on Sunday"", which word comes right before the word ""on""? A:",John,saw john on sunday? a:
"Q: Which word comes right before ""secretary"" in the sentence ""The president declared Smith press secretary""? A:",press,press secretary?
"Q: In the sentence ""Pat is the captain of the team"", which word comes right before the word ""is""? A:",Pat,"captain of the team""? a:"
"Q: In the sentence ""The students felt comfortable in the class"", which word comes right before the word ""comfortable""? A:",felt,felt comfortablerablerabl
"Q: Which word comes right before ""vases"" in the sentence ""Crystal vases break easily""? A:",Crystal,crystal vases break easil
"Q: In the sentence ""I broke the twig and the branch apart"", which word comes right before the word ""apart""? A:",branch,branch apart?
"Q: In the sentence ""A chair was broken"", which word comes right before the word ""was""? A:",chair,chair was broken?
"Q: In the sentence ""A chair was broken"", which word immediately precedes the word ""was""? A:",chair,chair was broken?
"Q: In the sentence ""I ate deep fried muffins"", which word comes right before the word ""fried""? A:",deep,muffins?
"Q: In the sentence ""There appears to be a problem with this solution"", which word comes right before the word ""to""? A:",appears,appears todutioncoraprole
"Q: In the sentence ""Jack sprayed the wall with paint"", which word comes right before the word ""the""? A:",sprayed,sprayed the wall with pai
"Q: In the sentence ""I want to go"", which word comes right before the word ""to""? A:",want,want to go to the sentenc
"Q: In the sentence ""A large dog chased a small cat"", which word immediately precedes the word ""cat""? A:",small,dog chased a small cat ch
"Q: In the sentence ""John asks in which box he put the book"", which word immediately precedes the word ""in""? A:",asks,box he put the bokedin th
"Q: Which word comes right before ""to"" in the sentence ""She tried to leave""? A:",tried,tried to leave?
"Q: In the sentence ""Much of that theory is unfounded"", which word comes right before the word ""is""? A:",theory,theory is unfounded by th
"Q: Which word comes right before ""lunch"" in the sentence ""The storm arrived while we ate lunch""? A:",ate,storm arrived while we at
"Q: In the sentence ""Mary is more than six feet tall"", which word immediately precedes the word ""feet""? A:",six,more than six feet tallll
"Q: In the sentence ""John told us which book we should review"", which word immediately precedes the word ""us""? A:",told,john told us whimatorelyd
"Q: Which word comes right before ""talked"" in the sentence ""Ellen talked with Helen""? A:",Ellen,ellen talked with helen t
"Q: In the sentence ""Nora sent the book from Paris to London"", which word comes right before the word ""the""? A:",sent,book from london?
"Q: Which word comes right before ""promised"" in the sentence ""John promised us to be gentle""? A:",John,"promised us to be gentle"""
"Q: In the sentence ""It is likely that Bill likes chocolate"", which word comes right before the word ""chocolate""? A:",likes,likes chocolate?
"Q: Which word comes right before ""at"" in the sentence ""We ate at a really fancy restaurant""? A:",ate,ate at a really fancy res
"Q: In the sentence ""That picture of Susan offended her"", which word immediately precedes the word ""her""? A:",offended,picture of susan ofendede
"Q: In the sentence ""Wickham eloped with Lydia"", which word comes right before the word ""with""? A:",eloped,eloped with lydia?
