Input,Expected,Predicted
"Q: Which is a rhyme of the word ""square"", ""fair"" or ""signature""? A:",fair,"fair"", ""signature"", ""sign"
"Q: Which is a rhyme of the word ""score"", ""nightmare"" or ""war""? A:",war,war? a:
"Q: Which is a rhyme of the word ""explain"", ""dolphin"" or ""plane""? A:",plane,plane?
"Q: Which word rhymes with the word ""away"", ""weigh"" or ""subway""? A:",weigh,"weigh, ""weigh""? a:"
"Q: Of the words ""open"" and ""routine"", which one rhymes with ""queen""? A:",routine,routine?
"Q: Which is a rhyme of the word ""meet"", ""net"" or ""delete""? A:",delete,"delete"", ""net"", ""net"" or "
"Q: Which is a rhyme of the word ""few"", ""shampoo"" or ""nephew""? A:",shampoo,shampoo? a:
"Q: Of the words ""dressed"" and ""priest"", which one rhymes with ""suggest""? A:",dressed,"dressed, ""dressed""? a:"
"Q: Which word rhymes with the word ""include"", ""food"" or ""ride""? A:",food,food?
"Q: Of the words ""alone"" and ""clean"", which one rhymes with ""routine""? A:",clean,"clean, ""clean""? a:"
"Q: Of the words ""shoe"" and ""sew"", which one rhymes with ""view""? A:",shoe,"shoe"", ""sew""? a:"
"Q: Which word rhymes with the word ""bake"", ""steak"" or ""smoke""? A:",steak,"steak, ""steak"", ""steak"", "
"Q: Which word rhymes with the word ""bone"", ""own"" or ""headline""? A:",own,own?
"Q: Which is a rhyme of the word ""stressed"", ""guest"" or ""bed""? A:",guest,guest?
"Q: Of the words ""calf"" and ""knife"", which one rhymes with ""giraffe""? A:",calf,"knife, ""knife""? a:"
"Q: Which word rhymes with the word ""high"", ""laugh"" or ""guy""? A:",guy,"guy"", ""straight"", ""straig"
"Q: Which is a rhyme of the word ""defeat"", ""throat"" or ""complete""? A:",complete,throat? a:
"Q: Which word rhymes with the word ""declare"", ""chair"" or ""signature""? A:",chair,"chair, ""chair""? a:"
"Q: Of the words ""sore"" and ""their"", which one rhymes with ""there""? A:",their,"sore"" and ""there""? a:"
"Q: Of the words ""scene"" and ""unknown"", which one rhymes with ""zone""? A:",unknown,"scene"" and ""scene""? a:"
"Q: Which word rhymes with the word ""persuade"", ""afraid"" or ""decide""? A:",afraid,afraid? afraid? afraid? a
"Q: Which word rhymes with the word ""polite"", ""private"" or ""sight""? A:",sight,sight?
"Q: Which word rhymes with the word ""clean"", ""machine"" or ""van""? A:",machine,"machine"", ""clean"", ""clean"
"Q: Of the words ""fountain"" and ""champagne"", which one rhymes with ""brain""? A:",champagne,champagne? a:
"Q: Which is a rhyme of the word ""clean"", ""saleswoman"" or ""machine""? A:",machine,saleswoman
"Q: Of the words ""date"" and ""greet"", which one rhymes with ""delete""? A:",greet,"date"", ""state"", ""state"", "
"Q: Of the words ""skate"" and ""might"", which one rhymes with ""weight""? A:",skate,"skate, ""weight""? a:"
"Q: Which is a rhyme of the word ""cry"", ""high"" or ""very""? A:",high,"very"" or ""straight""? a:"
"Q: Which word rhymes with the word ""grow"", ""go"" or ""now""? A:",go,"go"" is a word used in som"
"Q: Which is a rhyme of the word ""tight"", ""invite"" or ""weight""? A:",invite,weight? a:
"Q: Which is a rhyme of the word ""may"", ""birthday"" or ""weigh""? A:",weigh,weigh? a:
"Q: Which is a rhyme of the word ""war"", ""shore"" or ""pear""? A:",shore,shore? a:
"Q: Which word rhymes with the word ""straight"", ""late"" or ""flight""? A:",late,"flight, ""late"", ""straight"
"Q: Of the words ""sore"" and ""star"", which one rhymes with ""war""? A:",sore,"sore"" and ""sore""? a:"
"Q: Which word rhymes with the word ""late"", ""pirate"" or ""straight""? A:",straight,"straight, ""pirate""? a:"
"Q: Which word rhymes with the word ""delete"", ""neat"" or ""classmate""? A:",neat,"classmate"", ""neat"", ""neat"
"Q: Of the words ""share"" and ""hear"", which one rhymes with ""here""? A:",hear,share? a:
"Q: Which word rhymes with the word ""fair"", ""sir"" or ""spare""? A:",spare,"spare"", ""sir"", ""sir"", ""si"
"Q: Which word rhymes with the word ""shake"", ""steak"" or ""hitchhike""? A:",steak,"steak, ""steak"", ""steak"", "
"Q: Which is a rhyme of the word ""shake"", ""steak"" or ""hitchhike""? A:",steak,steak? a:
"Q: Which word rhymes with the word ""declare"", ""wear"" or ""sculpture""? A:",wear,sculpture?
"Q: Which word rhymes with the word ""shy"", ""geography"" or ""bye""? A:",bye,"bye"", ""shy"" or ""shy""? a:"
"Q: Which word rhymes with the word ""fry"", ""goodbye"" or ""delivery""? A:",goodbye,"goodbye"" or ""goodbye""? a:"
"Q: Which word rhymes with the word ""control"", ""fool"" or ""whole""? A:",whole,"whole, ""fool""? a:"
"Q: Which is a rhyme of the word ""depressed"", ""guest"" or ""speed""? A:",guest,guest?
"Q: Which is a rhyme of the word ""compare"", ""repair"" or ""score""? A:",repair,"score"", ""score"", ""score"" "
"Q: Of the words ""insist"" and ""stressed"", which one rhymes with ""test""? A:",stressed,stressed?
"Q: Which word rhymes with the word ""delay"", ""weigh"" or ""birthday""? A:",weigh,"weight"", ""weight"", ""weigh"
"Q: Of the words ""yet"" and ""certificate"", which one rhymes with ""cigarette""? A:",yet,"cigarette"", ""cigarette""? "
"Q: Which is a rhyme of the word ""pay"", ""weigh"" or ""subway""? A:",weigh,"weigh, ""weigh""? a:"
