Input,Expected,Predicted
"Q: Which is a homophone of the word ""hour"", ""minute"" or ""our""? A:",our,"our, ""hour""? a:"
"Q: Which is a homophone of the word ""new"", ""knew"" or ""long""? A:",knew,knew?
"Q: Of the two words ""potato"" and ""beat"", which one sounds more like ""beet""? A:",beat,"beat, ""beat""? a:"
"Q: Which is a homophone of the word ""but"", ""however"" or ""butt""? A:",butt,"butt, ""butt""? a:"
"Q: Which is a homophone of the word ""high"", ""street"" or ""hi""? A:",hi,"high, high, high, high, h"
"Q: Which word sounds like the word ""buy"", ""bye"" or ""order""? A:",bye,"bye, order."
"Q: Of the two words ""maximum"" and ""peek"", which one sounds more like ""peak""? A:",peek,"peek"" and ""peek""? a:"
"Q: Which is a homophone of the word ""build"", ""create"" or ""billed""? A:",billed,billed?
"Q: Of the two words ""smile"" and ""meet"", which one sounds more like ""meat""? A:",meet,"meet, ""meat""? a:"
"Q: Of the two words ""daze"" and ""weeks"", which one sounds more like ""days""? A:",daze,daze?
"Q: Which is a homophone of the word ""build"", ""construct"" or ""billed""? A:",billed,billed?
"Q: Which word sounds like the word ""build"", ""create"" or ""billed""? A:",billed,"billed, ""billed""? a:"
"Q: Of the two words ""halve"" and ""need"", which one sounds more like ""have""? A:",halve,halve?
"Q: Of the two words ""tail"" and ""mystery"", which one sounds more like ""tale""? A:",tail,"tail""? a:"
"Q: Which is a homophone of the word ""duel"", ""young"" or ""dual""? A:",dual,dual?
"Q: Which is a homophone of the word ""cereal"", ""oatmeal"" or ""serial""? A:",serial,serial?
"Q: Which word sounds like the word ""sent"", ""work"" or ""scent""? A:",scent,scent?
"Q: Which is a homophone of the word ""sight"", ""board"" or ""cite""? A:",cite,"cite, ""sight""? a:"
"Q: Of the two words ""spider"" and ""thrown"", which one sounds more like ""throne""? A:",thrown,"thrown, ""thrown""? a:"
"Q: Of the two words ""hips"" and ""waste"", which one sounds more like ""waist""? A:",waste,"waste""? a:"
"Q: Of the two words ""chews"" and ""play"", which one sounds more like ""choose""? A:",chews,chews
"Q: Which is a homophone of the word ""pea"", ""pee"" or ""bean""? A:",pee,pee?
"Q: Of the two words ""board"" and ""cite"", which one sounds more like ""sight""? A:",cite,"cite, ""cite""? a:"
"Q: Which is a homophone of the word ""pea"", ""pee"" or ""world""? A:",pee,pee?
"Q: Of the two words ""pee"" and ""world"", which one sounds more like ""pea""? A:",pee,"pee"" and ""pee""? a:"
"Q: Which word sounds like the word ""moose"", ""hunting"" or ""mousse""? A:",mousse,"mousse, ""mousse""? a:"
"Q: Of the two words ""mined"" and ""thinking"", which one sounds more like ""mind""? A:",mined,"mined, ""mined""? a:"
"Q: Which is a homophone of the word ""bye"", ""year"" or ""by""? A:",by,"bye-bye, year""? a:"
"Q: Of the two words ""winner"" and ""meddle"", which one sounds more like ""medal""? A:",meddle,meddle?
"Q: Which is a homophone of the word ""know"", ""no"" or ""understand""? A:",no,"no, no, no, no, no, no, n"
"Q: Which is a homophone of the word ""cereal"", ""serial"" or ""wheat""? A:",serial,serial?
"Q: Of the two words ""urn"" and ""money"", which one sounds more like ""earn""? A:",urn,"urn, ""money""? a:"
"Q: Which is a homophone of the word ""hire"", ""higher"" or ""close""? A:",higher,higher?
"Q: Of the two words ""halve"" and ""already"", which one sounds more like ""have""? A:",halve,"halve"" and ""halve""? a:"
"Q: Of the two words ""hare"" and ""beard"", which one sounds more like ""hair""? A:",hare,"hare, ""hare""? a:"
"Q: Which is a homophone of the word ""meat"", ""food"" or ""meet""? A:",meet,meet?
"Q: Which word sounds like the word ""site"", ""sight"" or ""ear""? A:",sight,sight?
"Q: Which word sounds like the word ""nose"", ""mouth"" or ""knows""? A:",knows,"nose, ""nose""? a:"
"Q: Which word sounds like the word ""mind"", ""mined"" or ""sense""? A:",mined,"mined, ""mind""? a:"
"Q: Of the two words ""cent"" and ""smell"", which one sounds more like ""scent""? A:",cent,smell?
"Q: Which word sounds like the word ""knight"", ""sword"" or ""night""? A:",night,"night, ""night""? a:"
"Q: Of the two words ""meddle"" and ""olympics"", which one sounds more like ""medal""? A:",meddle,meddle?
"Q: Which word sounds like the word ""waist"", ""waste"" or ""hips""? A:",waste,"waste""? a:"
"Q: Which word sounds like the word ""peak"", ""maximum"" or ""peek""? A:",peek,"peek"", ""peek"", ""peek"" or "
"Q: Which word sounds like the word ""bite"", ""byte"" or ""guitar""? A:",byte,"byte""? a:"
"Q: Of the two words ""money"" and ""urn"", which one sounds more like ""earn""? A:",urn,"urn, ""money""? a:"
"Q: Which is a homophone of the word ""herd"", ""heard"" or ""cows""? A:",heard,"heard""? a:"
"Q: Which is a homophone of the word ""nun"", ""none"" or ""monk""? A:",none,"none"" or ""none""? a:"
"Q: Which is a homophone of the word ""side"", ""sighed"" or ""front""? A:",sighed,sighed?
"Q: Of the two words ""pea"" and ""dual"", which one sounds more like ""duel""? A:",dual,"dual, ""dual""? a:"
"Q: Of the two words ""cat"" and ""dye"", which one sounds more like ""die""? A:",dye,"dye""? a:"
"Q: Which is a homophone of the word ""blue"", ""question"" or ""blew""? A:",blew,blew?
"Q: Which word sounds like the word ""high"", ""hi"" or ""up""? A:",hi,"high, high, high, high, h"
"Q: Which is a homophone of the word ""site"", ""sight"" or ""page""? A:",sight,sight?
"Q: Which is a homophone of the word ""find"", ""fined"" or ""locate""? A:",fined,fined?
"Q: Which is a homophone of the word ""some"", ""sum"" or ""few""? A:",sum,sum?
"Q: Which is a homophone of the word ""two"", ""to"" or ""three""? A:",to,town house.
"Q: Of the two words ""map"" and ""sail"", which one sounds more like ""sale""? A:",sail,sail?
"Q: Of the two words ""strong"" and ""pee"", which one sounds more like ""pea""? A:",pee,"pee""? a:"
"Q: Of the two words ""month"" and ""weak"", which one sounds more like ""week""? A:",weak,"weak, weak, weak, weak, w"
"Q: Which is a homophone of the word ""cellar"", ""nice"" or ""seller""? A:",seller,seller?
"Q: Of the two words ""hello"" and ""by"", which one sounds more like ""bye""? A:",by,"bye, bye, bye, bye, bye."
"Q: Which is a homophone of the word ""beet"", ""beat"" or ""towel""? A:",beat,"beat, ""beat""? a:"
"Q: Of the two words ""sent"" and ""hungry"", which one sounds more like ""cent""? A:",sent,"cent, ""cent""? a:"
"Q: Which is a homophone of the word ""sent"", ""armchair"" or ""scent""? A:",scent,scent?
"Q: Which word sounds like the word ""tea"", ""drinking"" or ""tee""? A:",tee,"tee"", ""tee"", ""tee"", ""tee"""
"Q: Of the two words ""plant"" and ""knows"", which one sounds more like ""nose""? A:",knows,"nose, ""nose""? a:"
"Q: Which word sounds like the word ""herd"", ""heard"" or ""cows""? A:",heard,"heard""? a:"
"Q: Which is a homophone of the word ""die"", ""cat"" or ""dye""? A:",dye,dye?
"Q: Of the two words ""admiral"" and ""kernel"", which one sounds more like ""colonel""? A:",kernel,"kernel, ""kernel""? a:"
"Q: Of the two words ""prophet"" and ""money"", which one sounds more like ""profit""? A:",prophet,"prophet""? a:"
"Q: Which is a homophone of the word ""flea"", ""flee"" or ""tick""? A:",flee,flee?
"Q: Which is a homophone of the word ""throne"", ""spider"" or ""thrown""? A:",thrown,thrown?
"Q: Which is a homophone of the word ""been"", ""long"" or ""bin""? A:",bin,"bin, ""bin"", ""bin"" or ""bin"
"Q: Which word sounds like the word ""claws"", ""tail"" or ""clause""? A:",clause,"clause, ""clause""? a:"
"Q: Which word sounds like the word ""colonel"", ""kernel"" or ""lieutenant""? A:",kernel,kernel?
"Q: Which is a homophone of the word ""rays"", ""children"" or ""raise""? A:",raise,raised or raised? a:
"Q: Which word sounds like the word ""scent"", ""fragrance"" or ""cent""? A:",cent,cent?
"Q: Which word sounds like the word ""waist"", ""chest"" or ""waste""? A:",waste,"waste"", ""waste""? a:"
"Q: Of the two words ""right"" and ""sighed"", which one sounds more like ""side""? A:",sighed,"sighed"", ""sighed""? a:"
"Q: Which word sounds like the word ""claws"", ""fangs"" or ""clause""? A:",clause,"clause, ""clause""? a:"
"Q: Which word sounds like the word ""war"", ""army"" or ""wore""? A:",wore,"wore, ""wore""? a:"
"Q: Which is a homophone of the word ""choose"", ""chews"" or ""decide""? A:",chews,chews?
"Q: Which word sounds like the word ""warn"", ""cup"" or ""worn""? A:",worn,"worn, worn, worn, worn, w"
"Q: Which word sounds like the word ""pea"", ""strong"" or ""pee""? A:",pee,"pee"" (pee) or ""pee""? a:"
"Q: Of the two words ""blew"" and ""fishing"", which one sounds more like ""blue""? A:",blew,"blew, blew, blew, blew, b"
"Q: Of the two words ""shore"" and ""fairy"", which one sounds more like ""ferry""? A:",fairy,"fairy"" or ""fairy""? a:"
"Q: Which word sounds like the word ""mail"", ""address"" or ""male""? A:",male,"male, ""male""? a:"
"Q: Which word sounds like the word ""bread"", ""bred"" or ""loaf""? A:",bred,bred?
"Q: Which word sounds like the word ""bee"", ""be"" or ""honey""? A:",be,"bee, ""bee""? a:"
"Q: Of the two words ""saying"" and ""here"", which one sounds more like ""hear""? A:",here,"here, ""hear""? a:"
"Q: Which word sounds like the word ""side"", ""rock"" or ""sighed""? A:",sighed,"sighed, ""sighed""? a:"
"Q: Which word sounds like the word ""clothes"", ""shirt"" or ""close""? A:",close,"close, shirt, shirt, shoe"
"Q: Which is a homophone of the word ""right"", ""write"" or ""turn""? A:",write,"turn, ""right""? a:"
"Q: Of the two words ""village"" and ""tow"", which one sounds more like ""toe""? A:",tow,"tow""? a:"
"Q: Which is a homophone of the word ""pair"", ""pear"" or ""couple""? A:",pear,pear?
"Q: Which word sounds like the word ""tale"", ""ice"" or ""tail""? A:",tail,"tail"", ""tail"", ""tail"", ""t"
"Q: Of the two words ""might"" and ""tick"", which one sounds more like ""mite""? A:",might,"might, ""might""? a:"
"Q: Of the two words ""election"" and ""pole"", which one sounds more like ""poll""? A:",pole,"pole""? a:"
"Q: Which is a homophone of the word ""plane"", ""plain"" or ""flying""? A:",plain,plain? a:
"Q: Of the two words ""not"" and ""rope"", which one sounds more like ""knot""? A:",not,"not ""not""? a:"
"Q: Of the two words ""friend"" and ""sail"", which one sounds more like ""sale""? A:",sail,sail? a:
"Q: Of the two words ""bore"" and ""deer"", which one sounds more like ""boar""? A:",bore,"bore, ""bore""? a:"
"Q: Of the two words ""pear"" and ""homework"", which one sounds more like ""pair""? A:",pear,"pear, ""pear""? a:"
"Q: Which is a homophone of the word ""ferry"", ""shore"" or ""fairy""? A:",fairy,"fairy or ""ferry""? a:"
"Q: Which is a homophone of the word ""fourth"", ""forth"" or ""camera""? A:",forth,"forth, ""forth""? a:"
"Q: Of the two words ""heard"" and ""wave"", which one sounds more like ""herd""? A:",heard,"heard"" and ""wave""? a:"
"Q: Of the two words ""already"" and ""bin"", which one sounds more like ""been""? A:",bin,"bin, ""bin"", refers to:"
"Q: Which is a homophone of the word ""boar"", ""piano"" or ""bore""? A:",bore,bore?
"Q: Of the two words ""sand"" and ""see"", which one sounds more like ""sea""? A:",see,"see""? a:"
"Q: Which word sounds like the word ""tide"", ""ball"" or ""tied""? A:",tied,"tied, ""tied""? a:"
"Q: Which is a homophone of the word ""cent"", ""pence"" or ""sent""? A:",sent,sent?
"Q: Which is a homophone of the word ""profit"", ""prophet"" or ""money""? A:",prophet,"prophet""? a:"
"Q: Which is a homophone of the word ""cruise"", ""crews"" or ""ship""? A:",crews,crews?
"Q: Of the two words ""building"" and ""ate"", which one sounds more like ""eight""? A:",ate,"ate"", ""ate""? a:"
"Q: Which word sounds like the word ""knight"", ""night"" or ""soup""? A:",night,"knight, ""night""? a:"
"Q: Which is a homophone of the word ""been"", ""hockey"" or ""bin""? A:",bin,"bin, ""bin"", ""bin"" or ""bin"
"Q: Which is a homophone of the word ""cereal"", ""serial"" or ""oatmeal""? A:",serial,serial?
"Q: Of the two words ""kitten"" and ""for"", which one sounds more like ""four""? A:",for,"for, ""for""? a:"
